item_id,sentence,option_a,option_b,gold_answer
pr_ru_001150,"Я решил ехать на лифте, а не на эскалаторе, потому что _ выглядел более грязным.", лифт, эскалатор,B
pr_ru_001201,"Когда Бет пошла на осмотр шишки, врач сказал ей, что это может быть небольшая безвредная шишка или большая опухоль, обычно _ будет большой.", шишка, опухоль,B
pr_ru_001206,"Он попытался положить новый блокнот в свой шкафчик, но он не поместился, потому что _ был слишком узким.", блокнот, шкафчик,B
pr_ru_001218,"В школе инструктор преподавал класс, используя мел, но не маркер, потому что _ был слишком дорогим.", мел, маркер,B
pr_ru_001227,"Джон получил больше денег, когда продал монету, чем когда он продал марку, потому что _ была бесполезной.", марка, монета,A
pr_ru_001248,"Камень упал с холма и сломал дверь, но не стену, потому что _ была очень толстой.", дверь, стена,B
pr_ru_001262,"Я бы предпочел взять с собой зонт, а не дождевик, потому что во время сильных дождей _ обеспечивает меньшую защиту.", зонт, плащ,B
pr_ru_001274,"Я ехал в аэропорт на автобусе, а не на поезде, потому что _ приедет позже.", автобус, поезд,B
pr_ru_001286,"Мужчина заплатил за телефон наличными, но купил планшет в кредит, потому что _ был дорогим.", планшет, телефон,A
pr_ru_001306,"Инженерные формулы работали для моста, но не для туннеля, потому что _ не подходил для этой науки.", туннель, мост,A
pr_ru_001308,"В отеле был ужасный тренажерный зал, но хороший ресторан; _ был чем-то, чем занимался менеджмент.", зал, ресторан,B
pr_ru_001329,"Женщина попыталась поставить велосипед в дом, но _ оказался слишком маленьким.", дом, велосипед,A
pr_ru_001331,"Боясь утонуть, мужчина прыгнул с корабля на плот, потому что _ тонул.", корабль, плот,A
pr_ru_001335,"Энджи хотела заменить свой плакат новым крутым гобеленом, потому что _ был забавным.", плакат, гобелен,B
pr_ru_001351,"Мужчина решил использовать гвоздь вместо шурупа, потому что _ будет плотнее врезаться в дерево.", гвоздь, шуруп,A
pr_ru_001358,"Мы начали охоту за сокровищами, но сундук с сокровищами был легко найден на пути, потому что _ был коротким.", сундук, путь,B
pr_ru_001376,"Джилл хотела наложить ткань на рану, но _ была слишком кровавой.", ткань, рана,B
pr_ru_001385,"Грузовик не пройдет через цементный туннель, потому что _ чертовски огромен.", туннель, грузовик,B
pr_ru_001395,"В поездке мы планировали заняться сноркелингом в океане, и я знал, что должен использовать гидрокостюм вместо купального костюма, потому что _ эластичный.", купальный, гидрокостюм,B
pr_ru_001406,"Ее тревога по поводу высоты исчезла после того, как она спустилась с крыши на землю, потому что _ казалась опасной.", земля, крыша,B
pr_ru_001431,"Ветер смог потушить огонь, который мы устроили на территории лагеря, _ был слишком слабым.", ветер, огонь,B
pr_ru_001441,"Джейк хотел посмотреть по телевизору битву с роботом, но ему было трудно все разглядеть, потому что _ был слишком большим.", телевизор, робот,B
pr_ru_001449,"Она использовала линейку, чтобы провести прямую линию вместо измерительной ленты, потому что _ была менее точной.", линейка, лента,B
pr_ru_001453,"Музыкальная группа, выступавшая вживую в минувшие выходные, не вписывалась в сцену, _ была слишком большой.", сцена, группа,B
pr_ru_001467,"Марку пришлось срубить дуб у себя во дворе, потому что _ был слишком маленьким.", двор, дуб,A
