item_id,sentence,option_a,option_b
pr_ru_000069,"Джон очень хотел поместить свою рыбу в новый аквариум на столе, но _ был слишком хрупким.", аквариум, стол
pr_ru_000070,"Джон очень хотел поместить свою рыбу в новый аквариум на столе, но _ оказался слишком тяжелым.", стол, аквариум
pr_ru_000071,"Я пытался сделать семенную бомбу для своей почвы снаружи, но у меня ничего не вышло, и мне пришлось переделать бомбу побольше, потому что _ была слишком маленькой.", бомба, почва
pr_ru_000072,"Я пытался сделать семенную бомбу для своей почвы снаружи, но у меня ничего не вышло, и мне пришлось переделать бомбу побольше, потому что _ была слишком глубокой.", почва, бомба
pr_ru_000073,"Женщина перешла с лечебного крема на гель для лечения акне, потому что _ обжег ее кожу.", гель, крем
pr_ru_000074,"Женщина перешла с лечебного крема на гель для лечения акне, потому что _ успокаивал ее кожу.", крем, гель
pr_ru_000075,"Прочитав обзор, мужчина решил остановиться в отеле, а не в мотеле, потому что _ был лучше.", мотель, отель
pr_ru_000076,"Прочитав обзор, мужчина решил остановиться в отеле, а не в мотеле, потому что _ был менее привлекательным.", мотель, отель
pr_ru_000077,"Поскольку этот человек пытался придерживаться своего финансового плана, он купил сэндвич вместо гамбургера, потому что _ был дешевым.", сэндвич, гамбургер
pr_ru_000078,"Поскольку мужчина пытался придерживаться своего финансового плана, он купил сэндвич вместо гамбургера, потому что _ был дорогим.", гамбургер, сэндвич
pr_ru_000079,"Я использовал калькулятор вместо компьютера, чтобы помочь с домашним заданием по математике, потому что _ был быстрее.", калькулятор, компьютер
pr_ru_000080,"Я использовал калькулятор вместо компьютера, чтобы помочь с домашним заданием по математике, потому что _ был медленнее.", калькулятор, компьютер
pr_ru_000081,"Студент попытался повесить свой рюкзак в шкафу, но _ оказался слишком большим.", шкаф, рюкзак
pr_ru_000082,"Студент попытался повесить свой рюкзак в шкафу, но _ оказался слишком маленьким.", рюкзак, шкаф
pr_ru_000083,"Она перенесла всю мебель из гостиной в спальню, так что _ стала пустой.", гостиная, спальня
pr_ru_000084,"Она переместила всю мебель из гостиной в спальню, так что _ стала перегруженной.", спальня, гостиная
pr_ru_000085,"Мальчик пытался использовать куртку, чтобы защитить себя от непогоды, но _ была слишком сильной.", погода, куртка
pr_ru_000086,"Мальчик пытался использовать куртку, чтобы защитить себя от непогоды, но _ оказалась слишком слабой.", куртка, погода
pr_ru_000087,"Джеймс попытался сунуть руку в перчатку, но она продолжает соскальзывать, потому что _ большая.", перчатка, рука
pr_ru_000088,"Джеймс попытался сунуть руку в перчатку, но она все время соскальзывает, потому что _ маленькая.", перчатка, рука
pr_ru_000090,"Ольге было легче читать книгу, чем записку, потому что _ была написана от руки.", записка, книга
pr_ru_000091,"Переводчик использовала микрофон вместо мегафона, поскольку _ уточнял ее голос.", микрофон, мегафон
pr_ru_000092,"Переводчик использовала микрофон вместо мегафона, поскольку _ сбивал ее голос.", микрофон, мегафон
pr_ru_000093,"Билл заменил куриную косточку в своем супе на капусту, после того, как она варилась пару часов, _ была острой.", капуста, кость
pr_ru_000095,"Ее парень пожалел, что купил ей куртку, и вместо этого подарил ей новую шляпу, так как он знал, что она думала, что _ плохо сочетается с ее гардеробом.", шляпа, куртка
pr_ru_000096,"Ее парень пожалел, что купил ей куртку, и вместо этого подарил ей новую шляпу, так как он знал, что она думала, что _ идеально подходит к ее гардеробу.", шляпа, куртка
pr_ru_000098,"Мышца на руке болела меньше, чем мышца на ноге, потому что _ была разогрета.", рука, нога
pr_ru_000099,"Озерный район знаменит по праву, но Болтон - не потому, что _ очень красив.", район, болтон
pr_ru_000100,"Озерный район знаменит по праву, но Болтон - не потому, что _ очень уродлив.", болтон, район
pr_ru_000101,"На встрече я поприветствовал женщину у лифта, а не в офисе, потому что она не знала, где находится _.", лифт, офис
pr_ru_000102,"На встрече я поприветствовал женщину у лифта, а не в офисе, потому что она знала, где находится _.", лифт, офис
pr_ru_000103,"Он дал мне щетку, которая сломалась быстрее, чем расческа, которая была у меня, потому что _ была сделана из дешевого материала.", щетка, расческа
pr_ru_000105,"Джеймс не мог поднять гантель, поэтому он решил вместо этого поднять штангу, потому что _ легкая.", штанга, гантель
pr_ru_000106,"Джеймс не мог поднять гантель, поэтому он решил вместо этого поднять штангу, потому что _ тяжелая.", штанга, гантель
pr_ru_000107,"Новый фиолетовый коврик для йоги Келли не поместился бы в ее старый рюкзак, _ был слишком узким.", коврик, рюкзак
pr_ru_000108,"Новый фиолетовый коврик для йоги Келли не поместился бы в ее старый рюкзак, _ был слишком широким.", рюкзак, коврик
pr_ru_000109,"Джеймс переместил колесо над яблоком и раздавил его, потому что _ мягкое.", колесо, яблоко
pr_ru_000110,"Джеймс переместил колесо над яблоком и раздавил его, потому что _ твердое.", яблоко, колесо
pr_ru_000112,"Я определенно предпочитаю, чтобы меня ткнули в пупок, чем в глаз, потому что _ менее чувствителен.", глаз, пупок
pr_ru_000113,"Мы решили жить жизнью вместо того, чтобы как можно быстрее идти к смерти, потому что _ была плодотворной.", жизнь, смерть
pr_ru_000114,"Мы решили жить жизнью вместо того, чтобы как можно быстрее идти к смерти, потому что _ была пуста.", смерть, жизнь
pr_ru_000116,"Она хотела сэкономить больше денег, поэтому она сократила покупку ежедневного журнала, но не кофе, потому что _ был необходим.", журнал, кофе
pr_ru_000117,"Продолжительность встречи была намного больше, чем у предыдущей презентации, потому что _ была более подробной.", презентация, встреча
pr_ru_000118,"Продолжительность встречи была намного больше, чем у предыдущей презентации, потому что _ была проще.", презентация, встреча
pr_ru_000122,"Новая королева Англии во время обеда предпочитала кофе чаю, потому что _ был старомодным.", кофе, чай
pr_ru_000123,"Бракосочетание в церкви было не таким красивым, как в гостинице, потому что _ была грязной.", гостиница, церковь
pr_ru_000124,"Бракосочетание в церкви было не таким красивым, как бракосочетание в гостинице, потому что _ была чистой.", гостиница, церковь
pr_ru_000126,"Вся бумага, которую я получил в школе, не поместилась в папке, потому что _ была слишком тонкой.", папка, бумага
pr_ru_000127,"Раньше я работал в банке рядом с нашим домом, а не в другом магазине, потому что _ был недалеко от дома.", магазин, банк
pr_ru_000128,"Раньше я работал в банке рядом с нашим домом, а не в другом магазине, потому что _ находился далеко от дома.", магазин, банк
pr_ru_000129,"Я не могу есть больше говядины по сравнению со свининой, потому что _ портит мне желудок.", говядина, свинина
pr_ru_000130,"Я больше не могу есть много говядины по сравнению со свининой, потому что _ приятна моему желудку.", свинина, говядина
pr_ru_000133,"Стрела не попала в цель всего на фут, так как _ была плохо нацелена.", стрела, цель
pr_ru_000134,"Стрела не попала в цель всего на фут, так как _ была плохо расположена.", стрела, цель
pr_ru_000135,"Горный велосипед не поместится на прицепе, потому что _ слишком широкий.", велосипед, прицеп
pr_ru_000137,"Я попытался обработать рану и закрыть ее повязкой, но кровь все равно просочилась, потому что _ была слишком большой.", рана, повязка
pr_ru_000138,"Я пытался обработать рану и закрыть ее повязкой, но кровь все равно просочилась, потому что _ была слишком тонкой.", повязка, рана
pr_ru_000140,"Детям мультфильм понравился больше, чем фильм, потому что _ был страшным.", фильм, мультфильм
pr_ru_000141,"Мужчина покупал одежду для своего свидания и взял пиджак, но не костюм, потому что _ был дорогим.", костюм, пиджак
pr_ru_000144,"В конце концов, он выбросил старые поздравительные открытки, которые он хранил в ящике годами, в мусор, когда он закончил, _ был полон.", ящик, мусор
pr_ru_000145,"В конце концов он выбросил старые поздравительные открытки, которые он хранил в ящике годами, в мусор, когда он закончил, _ был пуст.", ящик, мусор
pr_ru_000148,"Рон предпочитал держать своего хомяка в клетке, а не в коробке, потому что _ была более просторной.", клетка, коробка
pr_ru_000149,"Рон предпочел держать хомяка в клетке, а не в коробке, потому что _ была более тесной.", клетка, коробка
pr_ru_000150,"Дейзи гуляла на природе и решила забрать и оставить цветок вместо овоща, потому что _ был красивым.", цветок, овощ
pr_ru_000151,"Дейзи гуляла на природе и решила забрать и оставить цветок вместо овоща, потому что _ был старым.", цветок, овощ
pr_ru_000152,"Я предпочитаю пить почти любой кофе чаю, потому что _ всегда не дает мне уснуть.", кофе, чай
pr_ru_000153,"Я предпочитаю пить почти любой кофе чаю, потому что _ всегда усыпляет.", кофе, чай
pr_ru_000154,"Новая краска не поместится в коробке, потому что _ слишком высока.", краска, коробка
pr_ru_000156,"Тим решил сбрить бороду вместо головы, так как его жена думала, что _ сексуальнее.", борода, голова
pr_ru_000157,"Тим решил сбрить бороду вместо головы, так как его жена думала, что _ уродливее.", борода, голова
pr_ru_000158,"Джеймс окунул грязную тарелку в таз с водой, и _ стала чистой.", вода, тарелка
pr_ru_000159,"Джеймс окунул грязную тарелку в таз с водой, и _ стала грязной.", тарелка, вода
pr_ru_000160,"Мы получили удовольствие от сегодняшней встречи, но не от игры, потому что _ была фантастической.", игра, встреча
pr_ru_000161,"Мы получили удовольствие от сегодняшней встречи, но не от игры, потому что _ была довольно скучной.", встреча, игра
pr_ru_000163,"Нам пришлось убирать огромный беспорядок, используя швабру вместо метлы, поскольку _ была слабой.", метла, швабра
pr_ru_000165,"Врач наблюдал за пациентом через планшет, но не через компьютер, потому что _ был в офисе.", планшет, компьютер
pr_ru_000166,"Медведь напал на лагерь, но держался подальше от города, так как _ был уязвим для его нападения.", лагерь, город
pr_ru_000167,"Медведь напал на лагерь, но держался подальше от города, так как _ был защищен от его нападения.", город, лагерь
pr_ru_000168,"Перевозчику удалось вынести из дома комод, но не стол, потому что _ был маленьким.", стол, комод
pr_ru_000169,"Перевозчику удалось вынести из дома комод, но не стол, потому что _ был большим.", комод, стол
pr_ru_000170,"Джеймс согласился разделить прибыль, но осудил конфискацию имущества, потому что _ кажется прибылью.", конфискация, прибыль
pr_ru_000171,"Джеймс согласился разделить прибыль, но осудил конфискацию имущества, поскольку _ кажется убытком.", прибыль, конфискация
pr_ru_000172,"Доска сломалась пополам при попадании стрелы, потому что _ была слабой.", стрела, доска
pr_ru_000173,"Доска сломалась пополам при попадании стрелы, потому что _ была сильной.", стрела, доска
pr_ru_000174,"Кошелек не поместился бы в задний карман Дэвида, потому что _ был слишком широким.", карман, кошелек
pr_ru_000175,"Рабочий попытался положить инструмент в ящик, но _ оказался слишком большим.", инструмент, ящик
pr_ru_000177,"Чтобы обработать свои сухие волосы естественным путем, Аманда хотела попробовать кондиционер вместо шампуня, потому что _ был органическим.", шампунь, кондиционер
pr_ru_000178,"Чтобы обработать свои сухие волосы естественным путем, Аманда хотела попробовать кондиционер вместо шампуня, потому что _ был неорганическим.", шампунь, кондиционер
pr_ru_000180,"Врач попытался поставить кровать в больнице, но _ оказалась слишком большой.", кровать, больница
pr_ru_000181,"Джон собирал детскую кроватку для комнаты, но _ была слишком широкой.", кроватка, комната
pr_ru_000182,"Джон собирал детскую кроватку для комнаты, но _ была слишком узкой.", комната, кроватка
pr_ru_000183,"Мужчина хотел вести бизнес из своего домашнего офиса, но _ был слишком маленьким.", офис, бизнес
pr_ru_000184,"Мужчина хотел вести бизнес из своего домашнего офиса, но _ был слишком большим.", бизнес, офис
pr_ru_000185,"Получая материалы для строительства, компания могла получить только сталь, а не медь, потому что _ была доступной.", медь, сталь
pr_ru_000186,"Приобретая материалы для строительства, компания могла получить только сталь, а не медь, потому что _ была дорогой.", медь, сталь
pr_ru_000188,"Джон понял, что не может проткнуть пояс ножом, потому что _ маленький.", нож, пояс
pr_ru_000189,"Писатель хотел использовать в рассказе монолог, но _ оказался слишком коротким.", рассказ, монолог
pr_ru_000191,"Фармацевт посоветовал хранить лекарство в темном месте, потому что _ разлагается под воздействием света.", место, лекарство
pr_ru_000193,"Джеймс не слышит ответа девушки, но слышит ее плач, потому что _ тихий.", ответ, крик
pr_ru_000195,"Женщина готовила запеканку на 30 минут дольше, чем пиццу, потому что _ была замороженной.", пицца, запеканка
pr_ru_000196,"Женщина готовила запеканку на 30 минут дольше, чем пиццу, потому что _ разморозилась.", пицца, запеканка
pr_ru_000197,"Статью на обложке было легче читать, чем книгу, потому что _ была краткой.", книга, статья
pr_ru_000198,"Статью на обложке было легче читать, чем книгу, потому что _ была длинной.", статья, книга
pr_ru_000200,"Я всегда ходил в бар, а не в клуб, потому что _ был намного дальше от моего дома.", бар, клуб
pr_ru_000203,"Мужчина попытался поместить камень в аквариум, но _ оказался слишком большим.", камень, аквариум
pr_ru_000204,"Мужчина попытался поместить камень в аквариум, но _ оказался слишком маленьким.", камень, аквариум
pr_ru_000205,"Он решил, что рубашка слишком рваная, чтобы ее можно было поправить, но шляпа была красивой, поэтому _ отправилась в мусор.", шляпа, рубашка
pr_ru_000206,"Он решил, что рубашка слишком рваная, чтобы ее можно было поправить, но шляпа была хорошей, поэтому _ была выставлена на обозрение.", рубашка, шляпа
pr_ru_000208,"Я предпочитаю говорить в мегафон через микрофон, хотя _ дает худший звук.", мегафон, микрофон
pr_ru_000209,"Когда я иду в магазин за продуктами для волос, я покупаю больше шампуня, чем мусса, потому что _ делает мои волосы чистыми.", шампунь, мусс
pr_ru_000211,"Мужчина не мог слышать, что говорил телефон, и посоветовал себе покинуть грузовик, потому что _ работает громко.", грузовик, телефон
pr_ru_000212,"Мужчина не мог слышать, что говорил телефон, и посоветовал себе покинуть грузовик, потому что _ низкий.", грузовик, телефон
pr_ru_000213,"Изумруд, который купила моя сестра, был лучше, чем рубин, который был у меня, потому что _ был больше.", изумруд, рубин
pr_ru_000214,"Изумруд, который купила моя сестра, был лучше, чем рубин, который был у меня, потому что _ был меньше.", изумруд, рубин
pr_ru_000215,"Очиститель воздуха не пройдет через дверной проем, потому что _ воздуха слишком широкий.", очиститель, проем
pr_ru_000216,"Очиститель воздуха не пройдет через дверной проем, потому что _ слишком тонкий.", очиститель, проем
pr_ru_000217,"В конце концов, золотых рыбок вынули из мешка и переместили в аквариум, поскольку _ был для них временным домом.", мешок, аквариум
pr_ru_000219,"Боб видел струп на руке, но не шрам на локте, поскольку _ виден.", шрам, струп
pr_ru_000220,"Боб увидел струп на руке, но не шрам на локте, поскольку _ скрыт.", шрам, струп
pr_ru_000221,"Новый коврик для йоги Джилл не поместился бы в ее старый рюкзак, _ был слишком узким.", рюкзак, коврик
pr_ru_000222,"Новый коврик для йоги Джилл не поместился бы в ее старый рюкзак, _ был слишком широким.", коврик, рюкзак
pr_ru_000223,"Язык его страны было легче выучить, чем диалект его провинции, потому что _ был простым.", диалект, язык
pr_ru_000226,"Самолет не справлялся с ветром так же хорошо, как вертолет, поскольку _ был устойчивым к погодным условиям.", вертолет, самолет
pr_ru_000227,"Я не мог поставить новый диван в свой дом, потому что _ был массивным.", дом, диван
pr_ru_000228,"В качестве украшения мы выбрали фонтан, а не дворового гнома, потому что _ был сделан со вкусом.", фонтан, гном
pr_ru_000231,"Поскольку газ наполнял комнату, большинство людей предпочитали маску вместо сумки, поскольку _ была неэффективной.", маска, сумка
pr_ru_000232,"Письмо, которое Джеймс отправил в школу, было доставлено быстрее, чем письмо, отправленное в больницу, потому что _ находится рядом.", школа, больница
pr_ru_000233,"Письмо, которое Джеймс послал в школу, было доставлено быстрее, чем письмо, отправленное в больницу, потому что _ находится далеко.", больница, школа
pr_ru_000234,"Самолет должен был прибыть после вертолета, поэтому _ сразу же задержался с вылетом, чтобы рассчитать время прибытия.", самолет, вертолет
pr_ru_000236,"Цемент, который я использовал для проекта, был не так хорош, как камень, потому что _ был слабым.", камень, цемент
pr_ru_000237,"Цемент, который я использовал для проекта, был не так хорош, как камень, потому что _ был прочным.", камень, цемент
pr_ru_000238,"Стул был более прочным предметом мебели, чем стол, потому что _ был сделан из более прочного дерева.", стул, стол
pr_ru_000239,"Стул был более прочным предметом мебели, чем стол, потому что _ был сделан из более слабого дерева.", стул, стол
pr_ru_000240,"Лиза приготовила ужин на плите, а не в духовке, потому что _ была быстрее.", плита, духовка
pr_ru_000241,"Он думал, что у него есть время проехать к магазину живописным маршрутом, но _ еще строился.", магазин, маршрут
pr_ru_000242,"Он думал, что у него есть время пройти к магазину живописным маршрутом, но _ был закрыт рано.", маршрут, магазин
pr_ru_000243,"Саманта с легкостью читала книгу, но с трудом читала записку, потому что _ была на английском языке.", записка, книга
pr_ru_000244,"Саманта с легкостью читала книгу, но с трудом читала записку, потому что _ была на французском.", записка, книга
pr_ru_000245,"Я решил написать письмо адвокату, чтобы выразить свое недовольство, вместо письма, поскольку _ будет доставлено быстрее.", письмо, электронное
pr_ru_000246,"Я решил написать письмо адвокату, чтобы выразить свое недовольство, вместо письма, поскольку _ будет поступать медленнее.", электронное, письмо
pr_ru_000247,"Виктория хотела более тонкие бедра и взяла напиток вместо коктейля, потому что _ был легким.", коктейль, напиток
pr_ru_000249,"Овечью шерсть нужно было положить в другую корзину, так как _ была крошечной.", шерсть, корзина
pr_ru_000250,"Женщина отложила молоко и положила масло на столешницу, потому что _ не требовалось для рецепта.", масло, молоко
pr_ru_000251,"Женщина отложила молоко и положила масло на столешницу, потому что _ требовалось по рецепту.", масло, молоко
pr_ru_000252,"Клерк сразу опознал часы, а не украшения, так как _ были популярны в то время.", часы, украшения
pr_ru_000253,"Клерк сразу опознал часы, а не украшения, так как в то время _ не были известны.", украшения, часы
pr_ru_000254,"Щетка эффективна для мытья ванны, в то время как губка - нет, так как _ жесткая.", губка, щетка
pr_ru_000255,"Щетка эффективна для мытья ванны, в то время как губка не чистая, поскольку _ мягкая.", губка, щетка
pr_ru_000257,"Водитель-разносчик попытался протащить новую печь через переднюю дверь, но не смог; _ была слишком широкой.", плита, дверь
pr_ru_000259,"Латойя бежал и мог видеть сквозь лес, но не сад, потому что _ был густым.", сад, лес
pr_ru_000260,"Данни искал ключи к разгадке тайны, но мог разгадать только анаграмму, потому что _ была сложнее.", загадка, анаграмма
pr_ru_000261,"Данни искал ключи к разгадке тайны, но мог разгадать только анаграмму, потому что _ была проще.", анаграмма, загадка
pr_ru_000262,"Настольный компьютер был намного лучше по сравнению с ноутбуком, но _ был слишком дорогим.", компьютер, ноутбук
pr_ru_000264,"Чемодан поменяли на багаж в аэропорту, так как _ несовместим с семьей.", чемодан, багаж
pr_ru_000265,"Чемодан поменяли на багаж в аэропорту, так как _ был совместим с семьей.", чемодан, багаж
