item_id,sentence,option_a,option_b
pr_ru_000632,"Боб предпочел фильм ужину на свидании, потому что _ не требовал разговоров.", ужин, фильм
pr_ru_000647,"Консультанту пришлось отправлять документы своим клиентам по почте с принтера, а не с компьютера, потому что _ не был готов к Интернету.", компьютер, принтер
pr_ru_000661,"Ванная была готова к отделке, а кухне пришлось ждать, так как _ была закончена с опозданием.", ванная, кухня
pr_ru_000664,"Джеймс пробовал принимать аспирин и ибупрофен от головных болей, но помогал только аспирин, потому что _ сильный.", аспирин, ибупрофен
pr_ru_000669,"Сьюзан сделала глиняный горшок, но не хранила его в своем доме, потому что _ был слишком маленьким.", дом, глиняный
pr_ru_000711,"Художники использовали 1 фунт глины для вазы и 2 фунта глины для чаши, так как _ была больше.", чаша, ваза
pr_ru_000719,"Джон думал, что его рука была сломана, но на самом деле это была его нога, потому что _ была прямой.", нога, рука
pr_ru_000720,"Во время концерта виолончель звучала лучше, чем скрипка, потому что _ была настроена.", виолончель, скрипка
pr_ru_000741,"Химия была менее популярной дисциплиной в школе, чем биология, поскольку _ была более прибыльной как область.", химия, биология
pr_ru_000747,"Я использовал компьютер вместо калькулятора для математической работы, потому что _ работал быстрее.", калькулятор, компьютер
pr_ru_000760,"Рабочий перемещал картон из грузовика в склад, пока _ не был заполнен.", склад, грузовик
pr_ru_000764,"Эми использовала свой ноутбук для подключения к Интернету вместо телефона, потому что _ был намного медленнее.", телефон, ноутбук
pr_ru_000778,"Лев посадил детское деревце в своем дворе подальше от забора и возле куста, потому что _ мог служить полезным укрытием.", куст, забор
pr_ru_000789,"Рабочий-подросток не смог поместить дорожный конус в свой багажник, потому что _ был слишком маленьким.", конус, багажник
pr_ru_000796,"Она попыталась положить шарик в колпачок ручки, но не смогла, потому что _ был слишком мал.", колпачок, шарик
pr_ru_000833,"Анджела хранила дневник своих снов под матрасом и положила фальшивый в комод, потому что _ казался безопаснее.", комод, матрас
pr_ru_000855,"Горничной пришлось мыть кухонный стол уксусом вместо химиката, потому что _ был дорогим.", химикат, уксус
pr_ru_000856,"Мужчина использовал проволоку вместо веревки, чтобы повесить тяжелое зеркало, так как _ могла выдержать больший вес.", веревка, проволока
pr_ru_000899,"Когда солнце село, поле приобрело золотистый оттенок, так как в тот вечер _ поглощало свет.", поле, солнце
pr_ru_000901,"Мотор на лодке был меньше, чем на яхте, поэтому _ была слабее.", лодка, яхта
pr_ru_000914,"Его травма намного хуже, чем ее царапина, потому что _ возникла в результате ужасного несчастного случая.", царапина, травма
pr_ru_000918,"Малыш не поместился в куртке, но прекрасно себя чувствовал в рубашке, так как _ была неподходящего размера.", куртка, рубашка
pr_ru_000919,"Малыш не влезал в куртку, но прекрасно себя чувствовал в рубашке, так как _ подходящего размера.", куртка, рубашка
pr_ru_000923,"Нам было намного веселее на вечеринке, а не на конференции, поскольку _ была напряженной.", конференция, вечеринка
pr_ru_000943,"К озеру было легче попасть через туннель, чем через мост, потому что _ был просторным.", мост, туннель
pr_ru_001008,"Кэти чувствовала более сильную связь со своей собакой, чем с кошкой, потому что ее _ была очень нежной.", кошка, собака
pr_ru_001023,"Юрий подарил своей девушке розу вместо глицинии, потому что _ была более ароматной.", роза, глициния
pr_ru_001026,"Моя мама купила мне чай, который был хуже кофе, потому что _ был хорошего качества.", чай, кофе
pr_ru_001048,"Пара ушла из фильма и вместо этого пошла в ресторан, так как _ способствовал их романтическим намерениям.", фильм, ресторан
pr_ru_001066,"Алекс предпочел чистый черный кофе латте, потому что _ действует на него сильнее.", латте, кофе
pr_ru_001077,"Эмили предпочла Европейский союз ближневосточному региону, потому что _ был более мирным.", союз, регион
pr_ru_001100,"Получение ипотеки требует хорошего кредита, а покупка газеты - нет, потому что _ - это очень серьезный бизнес.", газета, ипотека
pr_ru_001124,"В первом раунде мне всегда было труднее, чем в последнем периоде, потому что _ был очень напряженным.", период, раунд
pr_ru_001126,"Было легче научить студентов настраивать сервер, чем маршрутизатор, потому что _ был простым.", сервер, маршрутизатор
pr_ru_001143,"Они хотели переехать в другой дом, но изо всех сил пытались найти покупателя на этом рынке, потому что _ был очень плохим.", рынок, дом
pr_ru_001150,"Я решил ехать на лифте, а не на эскалаторе, потому что _ выглядел более грязным.", лифт, эскалатор
pr_ru_001201,"Когда Бет пошла на осмотр шишки, врач сказал ей, что это может быть небольшая безвредная шишка или большая опухоль, обычно _ будет большой.", шишка, опухоль
pr_ru_001206,"Он попытался положить новый блокнот в свой шкафчик, но он не поместился, потому что _ был слишком узким.", блокнот, шкафчик
pr_ru_001218,"В школе инструктор преподавал класс, используя мел, но не маркер, потому что _ был слишком дорогим.", мел, маркер
pr_ru_001227,"Джон получил больше денег, когда продал монету, чем когда он продал марку, потому что _ была бесполезной.", марка, монета
pr_ru_001248,"Камень упал с холма и сломал дверь, но не стену, потому что _ была очень толстой.", дверь, стена
pr_ru_001262,"Я бы предпочел взять с собой зонт, а не дождевик, потому что во время сильных дождей _ обеспечивает меньшую защиту.", зонт, плащ
pr_ru_001274,"Я ехал в аэропорт на автобусе, а не на поезде, потому что _ приедет позже.", автобус, поезд
pr_ru_001286,"Мужчина заплатил за телефон наличными, но купил планшет в кредит, потому что _ был дорогим.", планшет, телефон
pr_ru_001306,"Инженерные формулы работали для моста, но не для туннеля, потому что _ не подходил для этой науки.", туннель, мост
pr_ru_001308,"В отеле был ужасный тренажерный зал, но хороший ресторан; _ был чем-то, чем занимался менеджмент.", зал, ресторан
pr_ru_001329,"Женщина попыталась поставить велосипед в дом, но _ оказался слишком маленьким.", дом, велосипед
pr_ru_001331,"Боясь утонуть, мужчина прыгнул с корабля на плот, потому что _ тонул.", корабль, плот
pr_ru_001335,"Энджи хотела заменить свой плакат новым крутым гобеленом, потому что _ был забавным.", плакат, гобелен
pr_ru_001351,"Мужчина решил использовать гвоздь вместо шурупа, потому что _ будет плотнее врезаться в дерево.", гвоздь, шуруп
pr_ru_001358,"Мы начали охоту за сокровищами, но сундук с сокровищами был легко найден на пути, потому что _ был коротким.", сундук, путь
pr_ru_001376,"Джилл хотела наложить ткань на рану, но _ была слишком кровавой.", ткань, рана
pr_ru_001385,"Грузовик не пройдет через цементный туннель, потому что _ чертовски огромен.", туннель, грузовик
pr_ru_001395,"В поездке мы планировали заняться сноркелингом в океане, и я знал, что должен использовать гидрокостюм вместо купального костюма, потому что _ эластичный.", купальный, гидрокостюм
pr_ru_001406,"Ее тревога по поводу высоты исчезла после того, как она спустилась с крыши на землю, потому что _ казалась опасной.", земля, крыша
pr_ru_001431,"Ветер смог потушить огонь, который мы устроили на территории лагеря, _ был слишком слабым.", ветер, огонь
pr_ru_001441,"Джейк хотел посмотреть по телевизору битву с роботом, но ему было трудно все разглядеть, потому что _ был слишком большим.", телевизор, робот
pr_ru_001449,"Она использовала линейку, чтобы провести прямую линию вместо измерительной ленты, потому что _ была менее точной.", линейка, лента
pr_ru_001453,"Музыкальная группа, выступавшая вживую в минувшие выходные, не вписывалась в сцену, _ была слишком большой.", сцена, группа
pr_ru_001467,"Марку пришлось срубить дуб у себя во дворе, потому что _ был слишком маленьким.", двор, дуб
