item_id,sentence,option_a,option_b
pr_de_002587,"Wenn Sie sich Häuser zum Kaufen ansehen, würde ich empfehlen, in der Zeitung über ein Maklermagazin zu schauen, da _ normalerweise Privatverkäufe hat, die billiger sind.",die Zeitung,das Magazin
pr_de_002588,"Wenn Sie sich Häuser zum Kaufen ansehen, würde ich empfehlen, in der Zeitung nach einem Maklermagazin zu suchen, da _ normalerweise teure Verkäufe in Auftrag gegeben hat.",das Magazin,die Zeitung
pr_de_002896,"Nachdem ich mit einem Kater zurück ins Hotelzimmer gestolpert war, verbrachte ich die Nacht damit, die Toilette zu umarmen, weil _ perfekt war, um es auszuschlafen.",die Toilette,das Hotelzimmer
pr_de_002901,"Die Person, die die Kirche entworfen hat, hat den Architekturwettbewerb gewonnen und nicht die Person, die den Wolkenkratzer entworfen hat, weil _ wunderschön war.",die Kirche,der Wolkenkratzer
pr_de_002902,"Die Person, die die Kirche entworfen hat, hat den Architekturwettbewerb gewonnen und nicht die Person, die den Wolkenkratzer entworfen hat, weil _ hässlich war.",die Kirche,der Wolkenkratzer
pr_de_003189,"Da es gefährlich war, per Anhalter zu fahren, beschloss Sam, das Auto anstelle des Motorrads zu kaufen, um zur Arbeit zu kommen, da _ unsicher war.",das Auto,das Motorrad
pr_de_003190,"Da es gefährlich war, per Anhalter zu fahren, beschloss Sam, das Auto anstelle des Motorrads zu kaufen, um zur Arbeit zu kommen, da _ sicher war.",das Auto,das Motorrad
pr_de_003323,"Er findet, dass die Skulptur, die er gekauft hat, so viel besser ist als Kunst als das Gemälde, das ich gekauft habe, nur weil _ teuer ist.",das Gemälde,die Skulptur
pr_de_003324,"Er findet, dass die Skulptur, die er gekauft hat, so viel besser ist als Kunst als das Gemälde, das ich gekauft habe, nur weil _ billig ist.",die Skulptur,das Gemälde
pr_de_003451,"James erkannte, dass er sein Haus nicht schnell genug an jemanden verkaufen konnte, der es sich leisten konnte, und beschloss, sein Auto zu verkaufen, weil _ billig ist.",das Auto,das Haus
pr_de_003452,"James erkannte, dass er sein Haus nicht schnell genug an jemanden verkaufen konnte, der es sich leisten konnte, und beschloss, sein Auto zu verkaufen, weil _ teuer ist.",das Haus,das Auto
pr_de_003489,"Er tat weh, nachdem er auf den Boden gefallen war, aber es machte ihm nichts aus, gegen die Wand zu schlagen, weil _ hart war.",die Wand,der Boden
pr_de_003490,"Er tat weh, nachdem er auf den Boden gefallen war, aber es machte ihm nichts aus, gegen die Wand zu schlagen, weil _ weich war.",der Boden,die Wand
pr_de_003511,"Der Bus sollte um 7: 45 Uhr ankommen, aber das Konzert mit meiner Lieblings-Indie-Band war für 8: 00 Uhr geplant. Zum Glück war _ früh und ich habe nichts verpasst.",das Konzert,der Bus
pr_de_003617,"Es machte ihm nichts aus, wenn Öl auf den Stuhl kam, aber er war wütend, als es auf die Couch kam, weil _ billig war.",der Stuhl,die Couch
pr_de_003618,"Es machte ihm nichts aus, wenn Öl auf den Stuhl kam, aber er war wütend, als es auf die Couch kam, weil _ teuer war.",die Couch,der Stuhl
pr_de_003628,"John wollte reisen, um mit dem Schiff nach Australien zu reisen, aber er hatte wenig Zeit, also benutzte er den Zug, weil _ langsamer ist.",das Schiff,der Zug
pr_de_003654,"Wir ließen die Katze eher in der Garage als im Haus, weil _ keine Zugangstür hatte, durch die sie gehen und kommen konnte, wie es ihr gefiel.",das Haus,die Garage
pr_de_004099,"Ich würde lieber in einen Friseurladen gehen, um mir die Haare machen zu lassen, als in einen Schönheitssalon, da _ weiß, wie man gut schneidet.",der Friseur,der Schönheitssalon
pr_de_004355,"Es war einfacher, sich auf die Wörter auf dem Brett zu konzentrieren, wenn man auf dem Schreibtisch saß, als auf der Bank, weil _ weiter vom Brett entfernt war.",die Bank,der Schreibtisch
pr_de_004619,"Um die Dinge zwischen ihnen weniger unangenehm zu machen, kaufte Kevin seiner Frau ein Gänseblümchen, obwohl sie eine Tulpe bevorzugte, weil _ für ihn schwerer zu bekommen war.",das Gänseblümchen,die Tulpe
pr_de_004620,"Um die Dinge zwischen ihnen weniger unangenehm zu machen, kaufte Kevin seiner Frau ein Gänseblümchen, obwohl sie eine Tulpe bevorzugte, weil _ für ihn leichter zu erwerben war.",das Gänseblümchen,die Tulpe
pr_de_004869,"Als Beth einen Knoten untersuchen ließ, sagte der Arzt ihr, dass es sich um eine kleine harmlose Beule oder einen großen Tumor handeln könnte, normalerweise wäre _ groß.",die Beule,der Tumor
pr_de_004870,"Als Beth einen Knoten untersuchen ließ, sagte der Arzt ihr, dass es sich um eine kleine harmlose Beule oder einen großen Tumor handeln könnte, normalerweise wäre _ klein.",die Beule,der Tumor
pr_de_005031,"Das Zuhause, das meine Eltern hatten, als ich in der Schule war, war jetzt viel schöner als mein Haus, weil _ anspruchsvoll war.",das Zuhause,das Haus
pr_de_005100,"Sie hatten einen Weihnachtsbaum, der so groß war, dass sie nicht sicher waren, ob er durch die Haustür passen würde, also versuchten sie es und _ war zu groß.",die Haustür,der Weihnachtsbaum
pr_de_005101,"Sie bekamen einen Weihnachtsbaum, der so groß war, dass sie nicht sicher waren, ob er durch die Haustür passen würde, also versuchten sie es und _ war zu klein.",der Weihnachtsbaum,die Haustür
pr_de_005784,"Sie beschloss, den Bus zu verlassen und sich auf den Weg zu machen, um ein Flugzeug zu erreichen, damit sie schneller dorthin gelangen konnte, aber _ kam aufgrund von Verzögerungen tatsächlich schneller dorthin.",das Flugzeug,der Bus
pr_de_000236,"Da er Höhenangst hatte, ging der Mann von der Treppe zur Plattform, weil _ niedriger war.",die Plattform,die Treppe
pr_de_000437,"Die Frau nahm das Tischset vom Tisch und legte die Tischdecke ab, weil _ hässlich war.",die Tischdecke,das Tischset
pr_de_000928,"Ich hasste meine Akne viel mehr als meine Narbe, weil _ mehr versteckt war.",die Narbe,die Akne
pr_de_001677,"Das Auto gewann ziemlich schnell an der Rakete, da _ hochwertigen Kraftstoff hatte.",das Auto,die Rakete
pr_de_001754,"Das Interview wurde aus dem Café ins Büro verlegt, da _ so komfortabel war.",das Büro,das Café
pr_de_001910,"Der Hund konnte nicht sehen, dass sich die Stange hinter dem Zaun befindet, da _ kürzer ist.",die Stange,der Zaun
pr_de_002212,"Ich trug an diesem Tag einen Hut über meinen Haaren anstelle eines Schals, da _ weniger Schutz bot.",der Hut,der Schal
pr_de_002295,"Der Junge aß auf dem Stuhl statt am Tisch, weil _ weiter vom Boden entfernt war.",der Tisch,der Stuhl
pr_de_002778,"Ihr Körper sah in ihrem neuen Bikini fantastisch aus, weil _ knapp und gepflegt ist.",der Bikini,der Körper
pr_de_003047,"Adam benutzte die Seife, aber nicht das Shampoo, weil _ mehr Schmutz von seinen Haaren entfernte.",die Seife,das Shampoo
pr_de_003099,"Ich dachte, die Leinwand sei groß genug, um auf die Terrasse zu passen, aber nicht, weil _ zu klein war.",die Leinwand,die Terrasse
pr_de_003240,"Die Kratzer waren tief auf dem Tisch, haben aber die Tür nicht beschädigt, da _ unempfindlich gegen Beschädigungen war.",die Tür,der Tisch
pr_de_003804,"Das Lesen des Buches dauerte länger als das der Zeitschrift, da _ weniger Wörter enthielt.",die Zeitschrift,das Buch
pr_de_004196,"John drückte den Schweiß aus seinem Stoff, während er auf dem Bürgersteig stand, und jetzt ist _ nass.",der Stoff,der Bürgersteig
pr_de_004663,"Der Koch versuchte, die Banane in den Kuchen zu geben, aber _ war zu klein.",der Kuchen,die Banane
pr_de_005173,"Der Anwalt wollte seinen Abschluss in dem Fall behalten, aber _ war zu klein.",der Fall,der Abschluss
pr_de_005691,"Jake wollte den Kampf mit dem Roboter im Fernsehen verfolgen, hatte aber Schwierigkeiten, alles zu sehen, weil _ zu groß war.",der Fernseher,der Roboter
pr_de_005775,"Das Anzünden einer Kerze im Wald mit dem Wind war schwer, weil _ zu schwach war.",der Wind,die Kerze
