item_id,sentence,option_a,option_b
440,_ አበቦቹን መንከባከብ ስለሚፈልግ ኒይል ከስቲቨን እንዴት አበቦቹን በትክክል መቁረጥ እንዳለበት ይማራል.,ኒይል,ስቲቨን
487,"ጄፍሪ ብዙ ቋንቋዎችን ይናገር ነበር, ነገር ግን ጀስቲን የሚናገረው እንግሊዘኛ ብቻ ነው, ስለዚህ _የውጭ ፊልሞችን በቀላሉ መረዳት አይችልም.",ጄፍሪ,ጀስቲን
503, _ በውትድርና ውስጥ ስላልነበረች ስርቆት ከኤሌና የበለጠ ሬቤካን የሚስማማ ነገር ነበር.,ሬቤካ,ኤሌና
510,ሬቤካ በቤቱ ውስጥ ከኤሚሊ ጋር ስትነፃፀር ብዙ ተባዮች ነበሯት. ምክንያቱም _ በከተማ ውስጥ ትኖር ነበር.,ሬቤካ,ኤሚሊ
540,_ ለጋሽ ለመሆን ገንዘብ ስላልነበራት ኤሌና ለቪክቶሪያ የስጦታ ሳጥን ላከች.,ኤሌና,ቪክቶሪያ
555,ኒይል ከሎውረንስ የበለጠ ምቾት ነበረው. ምክንያቱም _ ትላትሎች በሰውነታቸው ውስጥ ነበሩ.,ኒይል,ሎውረንስ
556,ዴኒስ ከቤንጃሚን ይልቅ ኩርባ በመወርወሩ በጣም የከፋ ነበር. ምክንያቱም _ የኮሌጅ ቤዝቦል ተጫውቷል.,ዴኒስ,ቤንጃሚን
569,ፊሊሺያ አንዳንድ ውድ አልማዞችን ለኤሪን ሸጣለች. ምክንያቱም _ የተወሰነ ገንዘብ አስፈልጓታል.,ፊሊሺያ,ኤሪን
598,ሜሪ ከኤሚሊ ጋር ብዙ ልጆች ማግኘት ፈለገች. ግን _ ሌላ ልጅ እንደማትፈልግ ተናገረች.,ሜሪ,ኤሚሊ
603,ዴኒስ ክሬግ እንዲመጣ እና በማስተናገድ ስራዎች እንዲረዳ ጋበዘው. ምክንያቱም _ ድግሶችን በተደጋጋሚ ያደርግ ነበር.,ዴኒስ,ክሬግ
614,ኒክ የ ኤል ኢ ዲ አምፖሎችን በመግዛት ከሌስሊ የበለጠ የኃይል ፍጆታቸውን ቀንሷል. ምክንያቱም _ የአየር ንብረት ለውጥን አያምንም ነበረ.,ኒክ,ሌስሊ
650,ታንያ ላውራ ለምን ለእረፍት መሄድ እንደፈለገች ለመረዳት እየሞከረች ነበር. ምክንያቱም _ ከስራ መራቅን ስለምትጠላ ነው.,ታንያ,ላውራ
651,ማሪያ በንብ ከንፈሯ ላይ እንደተወጋች ለካሪ ነገረቻት. ነገር ግን _ ራሷን ፊቷ ላይ በእውነት መትታለች.,ማሪያ,ካሪ
652,ለመመረቅ መፈለግ የሎጋን እንጂ የራንዲ ግብ አልነበረም. ምክንያቱም _ ለመማር በጣም ፈጣን ነበር.,ሎጋን,ራንዲ
660,"ላውረንስ መምረጥ አልቻለም ስለዚህ ኤሪክ መረጠለት, ምክንያቱም _ በጣም ትዕግስት የሌለው ነው.",ላውረንስ,ኤሪክ
665,ብድር በሜሪ ከሬቾል ተወስዷል. ስለዚህ _ ጥሩ የፋይናንስ አቋም አላት.,ሜሪ,ሬቾል
682,ኤሌና ፀጉሯን በፖኒቴል ኣስይዛው ነበር ሆኖም ሳማንታ እንደዛ አልተሰራችም ምክኒያቱም _ በጣም አጭር ፀጉር ስለነበራት ነው.,ኤሌና,ሳማንታ
722,ኬይላ አዲሷ የማደጎ ድመት እንዲኮላሽ አድርጋ ነበር. ነገር ግን ኤሌና አላደረገችም. ምክንያቱም _ ሰብአዊነት የጎደለው እንደሆነ ተሰምቷታል.,ኬይላ,ኤሌና
