item_id,sentence,option_a,option_b
pr_fr_000103,"Par une chaude journée d' été, Kai a étudié dans la baignoire après que la climatisation de la bibliothèque se soit cassée, _ était chaude.",la bibliothèque,la baignoire
pr_fr_000247,"La durée de la réunion était beaucoup plus longue que la présentation précédente, car _ était plus détaillée.",la présentation,la réunion
pr_fr_000255,"Tout le papier que j' ai reçu de l' école ne rentrerait pas dans le dossier, parce que _ était trop épais.",le dossier,le papier
pr_fr_000269,L' homme a essayé d' installer l' écran sur le mur mais _ était trop court.,l' écran,le mur
pr_fr_000485,Il était plus facile de décomposer le plastique que le verre dans ce cas pour le recyclage car _ était plutôt cassant.,le plastique,le verre
pr_fr_000526,Le mur a mis plus de temps à peindre que le plafond car _ couvrait une zone plus petite.,le mur,le plafond
pr_fr_000710,"L' homme a essayé d' écrire le plan sur un morceau de papier, mais _ était trop petit.",le plan,le papier
pr_fr_000909,Clare et David ont décidé d' aller au cinéma plutôt qu' au théâtre parce que _ n' avait pas l' air intéressant.,le film,le théâtre
pr_fr_000933,L' entraîneur a essayé de mettre la voiture sur la piste mais _ était trop grande.,la voiture,la piste
pr_fr_000982,Je n' ai pas pu utiliser le mot dans le titre de mon livre car _ était très long.,le titre,le mot
pr_fr_000995,"Le projet que j' ai entrepris cette année était meilleur que mon travail de l' année dernière, car _ était plus difficile.",le projet,le travail
pr_fr_001400,"Lors de l' entraînement au gymnase, mon instructeur a recommandé le rouleau sur le tapis pour le prix car _ était plus cher à utiliser.",le rouleau,le tapis
pr_fr_001642,J' ai lentement ajouté les pois du sac dans le pot jusqu' à ce que _ soit sorti.,le sac,le pot
pr_fr_001670,"La cicatrice avait besoin de soins médicaux pour guérir, tandis que la coupure guérissait naturellement, car _ était une blessure grave.",la coupure,la cicatrice
pr_fr_001882,"J' ai jeté la roquette avec de l' huile et du vinaigre et l' ai mangée, mais j' ai jeté la laitue à la poubelle, car _ était fraîche.",la roquette,la laitue
pr_fr_001901,Leur culture était beaucoup plus difficile à adapter que mon atmosphère car _ était très clémente.,l' atmosphère,la culture
pr_fr_001907,"Je méprise le système actuellement en place au collège par rapport au programme à l' école, car _ est simple.",le programme,le système
pr_fr_002611,"J' ai détesté le projet cette année par rapport à l' essai de l' année dernière, car _ nécessitait moins de travail.",le projet,l' essai
pr_fr_002723,Le drapeau peut difficilement souffler lorsqu' il est soulevé au vent car _ est léger.,le vent,le drapeau
