item_id,sentence,option_a,option_b,gold_answer
pr_de_003452,"James erkannte, dass er sein Haus nicht schnell genug an jemanden verkaufen konnte, der es sich leisten konnte, und beschloss, sein Auto zu verkaufen, weil _ teuer ist.",das Haus,das Auto,A
pr_de_003489,"Er tat weh, nachdem er auf den Boden gefallen war, aber es machte ihm nichts aus, gegen die Wand zu schlagen, weil _ hart war.",die Wand,der Boden,B
pr_de_003490,"Er tat weh, nachdem er auf den Boden gefallen war, aber es machte ihm nichts aus, gegen die Wand zu schlagen, weil _ weich war.",der Boden,die Wand,B
pr_de_003511,"Der Bus sollte um 7: 45 Uhr ankommen, aber das Konzert mit meiner Lieblings-Indie-Band war für 8: 00 Uhr geplant. Zum Glück war _ früh und ich habe nichts verpasst.",das Konzert,der Bus,B
pr_de_003617,"Es machte ihm nichts aus, wenn Öl auf den Stuhl kam, aber er war wütend, als es auf die Couch kam, weil _ billig war.",der Stuhl,die Couch,A
pr_de_003618,"Es machte ihm nichts aus, wenn Öl auf den Stuhl kam, aber er war wütend, als es auf die Couch kam, weil _ teuer war.",die Couch,der Stuhl,A
pr_de_003628,"John wollte reisen, um mit dem Schiff nach Australien zu reisen, aber er hatte wenig Zeit, also benutzte er den Zug, weil _ langsamer ist.",das Schiff,der Zug,A
pr_de_003654,"Wir ließen die Katze eher in der Garage als im Haus, weil _ keine Zugangstür hatte, durch die sie gehen und kommen konnte, wie es ihr gefiel.",das Haus,die Garage,A
pr_de_004099,"Ich würde lieber in einen Friseurladen gehen, um mir die Haare machen zu lassen, als in einen Schönheitssalon, da _ weiß, wie man gut schneidet.",der Friseur,der Schönheitssalon,A
pr_de_004355,"Es war einfacher, sich auf die Wörter auf dem Brett zu konzentrieren, wenn man auf dem Schreibtisch saß, als auf der Bank, weil _ weiter vom Brett entfernt war.",die Bank,der Schreibtisch,A
pr_de_004619,"Um die Dinge zwischen ihnen weniger unangenehm zu machen, kaufte Kevin seiner Frau ein Gänseblümchen, obwohl sie eine Tulpe bevorzugte, weil _ für ihn schwerer zu bekommen war.",das Gänseblümchen,die Tulpe,B
pr_de_004620,"Um die Dinge zwischen ihnen weniger unangenehm zu machen, kaufte Kevin seiner Frau ein Gänseblümchen, obwohl sie eine Tulpe bevorzugte, weil _ für ihn leichter zu erwerben war.",das Gänseblümchen,die Tulpe,A
pr_de_004869,"Als Beth einen Knoten untersuchen ließ, sagte der Arzt ihr, dass es sich um eine kleine harmlose Beule oder einen großen Tumor handeln könnte, normalerweise wäre _ groß.",die Beule,der Tumor,B
pr_de_004870,"Als Beth einen Knoten untersuchen ließ, sagte der Arzt ihr, dass es sich um eine kleine harmlose Beule oder einen großen Tumor handeln könnte, normalerweise wäre _ klein.",die Beule,der Tumor,A
pr_de_005031,"Das Zuhause, das meine Eltern hatten, als ich in der Schule war, war jetzt viel schöner als mein Haus, weil _ anspruchsvoll war.",das Zuhause,das Haus,A
pr_de_005100,"Sie hatten einen Weihnachtsbaum, der so groß war, dass sie nicht sicher waren, ob er durch die Haustür passen würde, also versuchten sie es und _ war zu groß.",die Haustür,der Weihnachtsbaum,B
pr_de_005101,"Sie bekamen einen Weihnachtsbaum, der so groß war, dass sie nicht sicher waren, ob er durch die Haustür passen würde, also versuchten sie es und _ war zu klein.",der Weihnachtsbaum,die Haustür,B
pr_de_005784,"Sie beschloss, den Bus zu verlassen und sich auf den Weg zu machen, um ein Flugzeug zu erreichen, damit sie schneller dorthin gelangen konnte, aber _ kam aufgrund von Verzögerungen tatsächlich schneller dorthin.",das Flugzeug,der Bus,B
