item_id,sentence,option_a,option_b
pr_ru_000367,"Регулирующие органы решили помочь окружающей среде, введя налоги на поезд, но не на самолет, потому что _ был неэффективен.", поезд, самолет
pr_ru_000392,"Боб пошел к торговцу автомобилями, чтобы обменять свой грузовик на мотоцикл, потому что _ был новым.", мотоцикл, грузовик
pr_ru_000719,"Джон думал, что его рука была сломана, но на самом деле это была его нога, потому что _ была прямой.", нога, рука
pr_ru_000833,"Анджела хранила дневник своих снов под матрасом и положила фальшивый в комод, потому что _ казался безопаснее.", комод, матрас
pr_ru_000899,"Когда солнце село, поле приобрело золотистый оттенок, так как в тот вечер _ поглощало свет.", поле, солнце
pr_ru_001262,"Я бы предпочел взять с собой зонт, а не дождевик, потому что во время сильных дождей _ обеспечивает меньшую защиту.", зонт, плащ
pr_ru_001329,"Женщина попыталась поставить велосипед в дом, но _ оказался слишком маленьким.", дом, велосипед
pr_ru_001335,"Энджи хотела заменить свой плакат новым крутым гобеленом, потому что _ был забавным.", плакат, гобелен
pr_ru_001395,"В поездке мы планировали заняться сноркелингом в океане, и я знал, что должен использовать гидрокостюм вместо купального костюма, потому что _ эластичный.", купальный, гидрокостюм
pr_ru_001431,"Ветер смог потушить огонь, который мы устроили на территории лагеря, _ был слишком слабым.", ветер, огонь
pr_ru_001441,"Джейк хотел посмотреть по телевизору битву с роботом, но ему было трудно все разглядеть, потому что _ был слишком большим.", телевизор, робот
