item_id,premise,hypothesis
ps_ru_000026,"Я был единственным, кто... э-э-э... вообще когда-либо регулировал приборы при проведении тестов в миниатюрных барокамерах.",Тесты были осуществлены в миниатюрных барокамерах.
ps_ru_000027,"Я был единственным, кто... э-э-э... вообще когда-либо регулировал приборы при проведении тестов в миниатюрных барокамерах.",Немногие из нас прошли регуляторы для теста.
ps_ru_000028,"Я, это, старший мастер-сержант в отставке, как Рик сказал.",Я до сих пор работаю.
ps_ru_000029,"Я, это, старший мастер-сержант в отставке, как Рик сказал.",Я ушел в отставку в 2002 году.
ps_ru_000030,"Я, это, старший мастер-сержант в отставке, как Рик сказал.","Рик сказал вам, что я в отставке."
ps_ru_000031,"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",Клиент по имени Катти зарабатывает 10 тысяч долларов в месяц.
ps_ru_000032,"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",Есть клиент по имени Катти.
ps_ru_000033,"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",У нас нет клиентов по имени Катти.
ps_ru_000034,"Девушка, которая может мне помочь, находится на другой стороне города","Девушка, чья помощь мне нужна, живет очень далеко."
ps_ru_000035,"Девушка, которая может мне помочь, находится на другой стороне города","Девушка, которая поможет мне, находится в пяти милях отсюда."
ps_ru_000036,"Девушка, которая может мне помочь, находится на другой стороне города",Никто не может мне помочь.
ps_ru_000037,"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Все они согласились, что им предстоит работа в полевых условиях."
ps_ru_000038,"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Они не могли договориться о том, кто был рабом на плантации, а кто относился к дому."
ps_ru_000039,"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Они не могли договориться, кому идти работать на хлопковом поле, а кому мыть полы."
ps_ru_000040,"Сегодня он расскажет нам о Третьей экскадрилье стратегической поддержки, самолетах U2 Quick и Blackbird.",Он решил больше не разговаривать.
ps_ru_000041,"Сегодня он расскажет нам о Третьей экскадрилье стратегической поддержки, самолетах U2 Quick и Blackbird.",Он говорит о трех разных подлодках.
ps_ru_000042,"Сегодня он расскажет нам о Третьей экскадрилье стратегической поддержки, самолетах U2 Quick и Blackbird.",Он говорит о трех вещах.
ps_ru_000043,"У них было пять детей, один и из которых умер.",Все их дети выжили.
ps_ru_000044,"У них было пять детей, один и из которых умер.",Умер один ребенок из пяти.
ps_ru_000045,"У них было пять детей, один и из которых умер.",Умерший ребёнок был болезненным от рождения.
ps_ru_000046,"Конечно, Андрей Громыко не дал никаких комментариев, но из фильмов мы знаем, что U2 были захвачены.",Ю Ту понадобилось много плёнки.
ps_ru_000047,"Конечно, Андрей Громыко не дал никаких комментариев, но из фильмов мы знаем, что U2 были захвачены.",U2 сняли множество видео под водой.
ps_ru_000048,"Конечно, Андрей Громыко не дал никаких комментариев, но из фильмов мы знаем, что U2 были захвачены.","Мы не знали предыстории, поэтому нам оставалось лишь догадываться."
ps_ru_000049,"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Когда она сказала ему подняться на крыльцо, в ее глазах были слезы."
ps_ru_000050,"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она быстро вытерла слезы после того, как выбросила Джо с крыльца."
ps_ru_000051,"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она была так рада видеть Джо, что расплакалась."
ps_ru_000052,"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может также появится во время пожара.
ps_ru_000053,"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может исходить из ведущего компонента после сгорания самолета.
ps_ru_000054,"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Утечки радиации не произошло бы во время пожара.
ps_ru_000055,"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир отправлен в отставку из военно-воздушных сил США.
ps_ru_000056,"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.","Шеф недавно, лишь несколько недель назад, вышел в отставку."
ps_ru_000057,"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир ВВС США занял свой пост на прошлой неделе.
ps_ru_000058,"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Каждую неделю прибывает более одного самолёта.
ps_ru_000059,"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Возросший трафик воздушных судов причиняет беспокойство.
ps_ru_000060,"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Не прилетает ни один самолёт.
ps_ru_000061,"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Процесс обучения по использованию высотного скафандра длится до трех месяцев.
ps_ru_000062,"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Тренировка использования скафандра занимает некоторое время.
ps_ru_000063,"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Мы могли бы научить тебя работать в высотном скафандре уже к концу дня.
ps_ru_000064,"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Пилот обезвредил бомбу.
ps_ru_000065,"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Бомба ни за что бы не взорвалась.
ps_ru_000066,"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Существовала серьезная угроза взрыва бомбы.
ps_ru_000067,"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.","Я не уверен, как это выглядит с твоей точки зрения."
ps_ru_000068,"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.","Очевидно, я пытаюсь это сделать."
ps_ru_000069,"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.",Я стараюсь завершить свой проект на следующей неделе.
ps_ru_000070,"Но все равно животные все время отвязывались, особенно козы.",Козы убегали из загона каждый день.
ps_ru_000071,"Но все равно животные все время отвязывались, особенно козы.",Козы часто убегают.
ps_ru_000072,"Но все равно животные все время отвязывались, особенно козы.",Козы находились в безопасности.
ps_ru_000073,"Когда мы вошли, двери заперли.",Все двери были открыты.
ps_ru_000074,"Когда мы вошли, двери заперли.",У нас ключи с собой.
ps_ru_000075,"Когда мы вошли, двери заперли.","Несмотря на то, что двери были заперты, мы смогли войти."
ps_ru_000076,Так что я должен был подвести итоги и попробовать оценить их.,"Я уверен, что итоговые результаты - это все, что мне необходимо, чтобы выяснить это."
ps_ru_000077,Так что я должен был подвести итоги и попробовать оценить их.,"Понятия не имею, что делать с одними суммами, пожалуйста, дайте мне больше данных, чтобы разобраться в этом беспорядке."
ps_ru_000078,Так что я должен был подвести итоги и попробовать оценить их.,Я посчитаю это на основе итоговых значений.
ps_ru_000079,"Он пришел, открыл дверь, я оглянулась и увидела выражение его лица - уверена, он был расстроен.",Он голову потерял от радости и чуть не выбил дверь с рамы.
ps_ru_000080,"Он пришел, открыл дверь, я оглянулась и увидела выражение его лица - уверена, он был расстроен.","Он старался, чтобы мы не чувствовали себя виноватыми, однако, мы знали, что причинили ему беспокойство."
ps_ru_000081,"Он пришел, открыл дверь, я оглянулась и увидела выражение его лица - уверена, он был расстроен.","Когда он появился в дверях, по одному его взгляду мне удалось понять, что он унижен и оскорблен."
ps_ru_000082,"Итак, у меня нет особых историй.",У меня нет отдельной лавки.
ps_ru_000083,"Итак, у меня нет особых историй.",У меня есть 1 конкретный магазин.
ps_ru_000084,"Итак, у меня нет особых историй.",Есть множество магазинов.
ps_ru_000085,"Все дело в том, что у него никогда не было реальной необходимости что-то делать для себя.",Ему много помогают.
ps_ru_000086,"Все дело в том, что у него никогда не было реальной необходимости что-то делать для себя.",Ему нужна помощь при приеме пищи и одевании.
ps_ru_000087,"Все дело в том, что у него никогда не было реальной необходимости что-то делать для себя.",Он очень независим.
ps_ru_000088,"И я такой, господи боже мой, и тут Рамона.","Рамона лежала на полу, свернувшись калачиком в позе эмбриона."
ps_ru_000089,"И я такой, господи боже мой, и тут Рамона.",Рамона молчаливо осуждала меня.
ps_ru_000090,"И я такой, господи боже мой, и тут Рамона.","Пока я все еще был в изумлении, Рамона была уже на ногах."
ps_ru_000091,"И факт тот, что она была легкой!","Она ела много еды, но её вес продолжал снижаться."
ps_ru_000092,"И факт тот, что она была легкой!",Она вообще весит немного.
ps_ru_000093,"И факт тот, что она была легкой!",Она была очень счастлива.
ps_ru_000094,"Я не знаю, остался ли он в Августе после этого.",Он не переехал из Аугусты даже после нападений.
ps_ru_000095,"Я не знаю, остался ли он в Августе после этого.",Он продолжал жить в Августе.
ps_ru_000096,"Я не знаю, остался ли он в Августе после этого.",Он уехал из Августы сразу же.
ps_ru_000097,"Все что мы сделали, они никогда не говорили нам, куда они направляются, даже когда уходили с базы и направлялись куда-то еще, и оставались там какое-то время.","Я никогда не спрашивал, куда они идут."
ps_ru_000098,"Все что мы сделали, они никогда не говорили нам, куда они направляются, даже когда уходили с базы и направлялись куда-то еще, и оставались там какое-то время.","Они всегда сообщают нам, где они и куда направляются."
ps_ru_000099,"Все что мы сделали, они никогда не говорили нам, куда они направляются, даже когда уходили с базы и направлялись куда-то еще, и оставались там какое-то время.","Они никогда не говорили нам, куда они идут."
ps_ru_000100,Они сказали: Мы платим за место для вас.,За нас они ни за что не заплатят.
ps_ru_000101,Они сказали: Мы платим за место для вас.,Они платят за проживание за меня и моих братьев и сестер.
ps_ru_000102,Они сказали: Мы платим за место для вас.,Они платят за жилье.
ps_ru_000103,"Ну, а на следующий день, разумеется, Президент Кеннеди объявил блокаду Кубы, и наши корабли остановили у кубинских берегов направлявшийся на Кубу российский корабль, и у него на борту нашли ракеты.",Кеннеди приказал нашим войскам заняться поиском ракет.
ps_ru_000104,"Ну, а на следующий день, разумеется, Президент Кеннеди объявил блокаду Кубы, и наши корабли остановили у кубинских берегов направлявшийся на Кубу российский корабль, и у него на борту нашли ракеты.","Они не остановили ни один корабль, потому что они не желали конфликта."
ps_ru_000105,"Ну, а на следующий день, разумеется, Президент Кеннеди объявил блокаду Кубы, и наши корабли остановили у кубинских берегов направлявшийся на Кубу российский корабль, и у него на борту нашли ракеты.",На корабле были обнаружены 20 ракет.
ps_ru_000106,"Как бы то ни было, человек входит.",Человек вошел в зал суда.
ps_ru_000107,"Как бы то ни было, человек входит.",Человек зашел в комнату.
ps_ru_000108,"Как бы то ни было, человек входит.",Человек побежал в другую сторону.
ps_ru_000109,"Мои дедушки с бабушками всегда были добрые, очень душевные люди и одни из, мои родители тоже, и нам всем там было очень хорошо.",Поездка до дома моего дедушки и бабушки заняла много времени.
ps_ru_000110,"Мои дедушки с бабушками всегда были добрые, очень душевные люди и одни из, мои родители тоже, и нам всем там было очень хорошо.",Мои дедушка и бабушка были очень нежной парой.
ps_ru_000111,"Мои дедушки с бабушками всегда были добрые, очень душевные люди и одни из, мои родители тоже, и нам всем там было очень хорошо.","Мои дедушки и бабушки всегда были очень капризны, и нам никогда не доставляло удовольствия ходить в их дом."
ps_ru_000112,У меня не было времени входить во все детали чего бы то ни было.,Я мог бы закончить вход позднее.
ps_ru_000113,У меня не было времени входить во все детали чего бы то ни было.,Я вошел туда вовремя.
ps_ru_000114,У меня не было времени входить во все детали чего бы то ни было.,Мне не хватило времени посетить все.
ps_ru_000115,"И, эм, одной из моих задач в то время было обучение людей технике  установки парашютов на детонатор ядерных орудий, который, эм, взрывает саму бомбу.",У атомной бомбы нет спускового механизма.
ps_ru_000116,"И, эм, одной из моих задач в то время было обучение людей технике  установки парашютов на детонатор ядерных орудий, который, эм, взрывает саму бомбу.","Детонатор взрывает бомбу, когда на него нажимают."
ps_ru_000117,"И, эм, одной из моих задач в то время было обучение людей технике  установки парашютов на детонатор ядерных орудий, который, эм, взрывает саму бомбу.","Чтобы в атомной бомбе сработал ядерный заряд, требуется совсем незначительная сила."
ps_ru_000118,"Моя бабушка рассказывала мне много разных историй о своей молодости, семье и о том, как жилось  в те времена.",Я практически уже был доволен историями бабушки.
ps_ru_000119,"Моя бабушка рассказывала мне много разных историй о своей молодости, семье и о том, как жилось  в те времена.",Моя бабушка всегда отказывалась говорить о своем детстве.
ps_ru_000120,"Моя бабушка рассказывала мне много разных историй о своей молодости, семье и о том, как жилось  в те времена.","Моя бабушка много рассказывала мне о своей семье, когда она была еще ребенком."
ps_ru_000121,"Там, в самолете, на нас были высотные скафандры, такие же как у космонавтов, только наши были полностью блестящие, с отражающими ботинками и всем прочим — для отражения тепла, само собой.","Наши костюмы совсем не были похожи на те, которые были у астронавтов."
ps_ru_000122,"Там, в самолете, на нас были высотные скафандры, такие же как у космонавтов, только наши были полностью блестящие, с отражающими ботинками и всем прочим — для отражения тепла, само собой.","Наши скафандры были такими же, что и у космонавтов, с той разницей, что для придания им теплоотражающих свойств они были серебристыми."
ps_ru_000123,"Там, в самолете, на нас были высотные скафандры, такие же как у космонавтов, только наши были полностью блестящие, с отражающими ботинками и всем прочим — для отражения тепла, само собой.","Вы можете получить костюмы любого цвета, который вы хотите."
ps_ru_000124,"И он был, мой дед не был хорошим человеком.",Мой дед был ничтожеством.
ps_ru_000125,"И он был, мой дед не был хорошим человеком.",Мой дед был настоящий злой расист.
ps_ru_000126,"И он был, мой дед не был хорошим человеком.","Мой дед был лучшим, кого вообще можно встретить!"
ps_ru_000127,"Это 30 или 40 самолетов U2, и мы начали обучение в них китайских пилотов, британских пилотов, просто во всем, всем мире с котором мы были союзниками.",Мы ни с кем не проводили тренинг.
ps_ru_000128,"Это 30 или 40 самолетов U2, и мы начали обучение в них китайских пилотов, британских пилотов, просто во всем, всем мире с котором мы были союзниками.",Мы тренировались с британцами пять недель.
ps_ru_000129,"Это 30 или 40 самолетов U2, и мы начали обучение в них китайских пилотов, британских пилотов, просто во всем, всем мире с котором мы были союзниками.",Мы тренировались с большим количеством других солдат.
ps_ru_000130,"Итак, она такая... Ну, смотри, посмотри на это в такой-то компании.",Она со мной не разговаривала.
ps_ru_000131,"Итак, она такая... Ну, смотри, посмотри на это в такой-то компании.",Она велела мне найти кое-что.
ps_ru_000132,"Итак, она такая... Ну, смотри, посмотри на это в такой-то компании.",Она велела мне найти их финансовые данные.
ps_ru_000133,"Он сказал, что они поднялись на север.","Он сказал, что несколько раз останавливался по пути."
ps_ru_000134,"Он сказал, что они поднялись на север.","Он сказал, что они отправились на юг."
ps_ru_000135,"Он сказал, что они поднялись на север.","Он сказал, что они поехали на север."
ps_ru_000136,"Нет, честно говоря, я не прочитал ни одной из тех книг, которые должен был.","Я не читал книг, в которых более ста страниц."
ps_ru_000137,"Нет, честно говоря, я не прочитал ни одной из тех книг, которые должен был.",Я не читал много книг.
ps_ru_000138,"Нет, честно говоря, я не прочитал ни одной из тех книг, которые должен был.",Я читаю книги каждый день.
ps_ru_000139,"Я пошел дальше, взял багаж и пришел по адресу, по которому был должен прийти.","Я оставил сумку и решил, что это не моя проблема."
ps_ru_000140,"Я пошел дальше, взял багаж и пришел по адресу, по которому был должен прийти.",Я отнес сумку в его комнату.
ps_ru_000141,"Я пошел дальше, взял багаж и пришел по адресу, по которому был должен прийти.","Я отнёс сумку туда, где она должна быть."
ps_ru_000142,Это приятная перемена настроения.,Её настроение совершенно не изменилось.
ps_ru_000143,Это приятная перемена настроения.,Её выражение сменилось с счастливого на грустное.
ps_ru_000144,Это приятная перемена настроения.,Настроение сильно изменилось.
ps_ru_000145,"И они, они выбрали меня из более чем 15 человек, чтобы пройти через эту школу, но я не собираюсь.",Меня не взяли в эту школу.
ps_ru_000146,"И они, они выбрали меня из более чем 15 человек, чтобы пройти через эту школу, но я не собираюсь.",Мне досталось идти в ту школу.
ps_ru_000147,"И они, они выбрали меня из более чем 15 человек, чтобы пройти через эту школу, но я не собираюсь.",Я был наиболее вероятным кандидатом.
ps_ru_000148,"Они должны пройти через несколько высотных камер, да, поездок, прежде чем они начнут просто пилотировать U2 или летать в противоперегрузочных костюмах.",Большинство людей не сдают экзамены и не могут летать на U2.
ps_ru_000149,"Они должны пройти через несколько высотных камер, да, поездок, прежде чем они начнут просто пилотировать U2 или летать в противоперегрузочных костюмах.","Перед тем, как их допустят к полетам на самолетах У-2, им необходимо пройти большую подготовку."
ps_ru_000150,"Они должны пройти через несколько высотных камер, да, поездок, прежде чем они начнут просто пилотировать U2 или летать в противоперегрузочных костюмах.",В первый день они дадут вам полетать на самолётах марки U-2
ps_ru_000151,Я занимаюсь тем же.,Я скрываю совершенно новый материал.
ps_ru_000152,Я занимаюсь тем же.,"Я рассказываю о тех же вещах, что и другие журналы."
ps_ru_000153,Я занимаюсь тем же.,"Я говорю о тех самых вещах, которые они делали."
ps_ru_000154,"Впервые за 75 лет легислатура Техаса проголосовала за избрание представителями Техаса военного подразделения, таким образом, необходимы представители Техаса.",Военным подразделениям не разрешено быть послами TX.
ps_ru_000155,"Впервые за 75 лет легислатура Техаса проголосовала за избрание представителями Техаса военного подразделения, таким образом, необходимы представители Техаса.",Американскому Конгрессу военное подразделение было представлено как TX Ambassadors.
ps_ru_000156,"Впервые за 75 лет легислатура Техаса проголосовала за избрание представителями Техаса военного подразделения, таким образом, необходимы представители Техаса.",Военная часть называлась Амбассадоры TX.
ps_ru_000157,"Если бы было что-то, что я мог сделать.",Я мог бы что-то сделать.
ps_ru_000158,"Если бы было что-то, что я мог сделать.","Я знал, что не мог ничего сделать."
ps_ru_000159,"Если бы было что-то, что я мог сделать.","Думаю, я мог бы что-то сделать для его спасения."
ps_ru_000160,"Она это ненавидела и говорила своей сестре каждый день, что ты ведешь себя неверно.",Она всегда поддерживала свою сестру.
ps_ru_000161,"Она это ненавидела и говорила своей сестре каждый день, что ты ведешь себя неверно.","Она дала ясно понять, что ее сестра не могла ничего делать правильно."
ps_ru_000162,"Она это ненавидела и говорила своей сестре каждый день, что ты ведешь себя неверно.",Она очень критически отзывалась о своей сестре.
ps_ru_000163,"Поэтому я пошел к ней домой, а когда добрался, то позвонил туда, куда должен был позвонить.","Я дал ей телефон, чтобы она могла позвонить."
ps_ru_000164,"Поэтому я пошел к ней домой, а когда добрался, то позвонил туда, куда должен был позвонить.","Я назвал номер, когда я пришел к ней домой."
ps_ru_000165,"Поэтому я пошел к ней домой, а когда добрался, то позвонил туда, куда должен был позвонить.","Я должен был позвонить, но не позвонил."
ps_ru_000166,"Ну, этим утром иду я туда и, э-э-э, не помню как, наверное, или я задал вопрос и он вошел, или, ну, в общем, ладно.",Я сегодня не ходил и следовательно не видел его.
ps_ru_000167,"Ну, этим утром иду я туда и, э-э-э, не помню как, наверное, или я задал вопрос и он вошел, или, ну, в общем, ладно.","Я сегодня ходил в спортзал, а чуть позже пришел он и мы поздоровались."
ps_ru_000168,"Ну, этим утром иду я туда и, э-э-э, не помню как, наверное, или я задал вопрос и он вошел, или, ну, в общем, ладно.","Я появился сегодня утром, и он тоже пришел."
ps_ru_000169,Мы не знали куда они направляются.,"Мы не знали, где именно на трассе была группа."
ps_ru_000170,Мы не знали куда они направляются.,"Мы не знали, куда держали путь эти люди."
