id,language,sentence,option1,option2,answer,source_dataset
36MUZ9VAE8GE14IWNBAWA1I8ZL8DE5-1,Amharic,"ቤት ስትገዛ ፓትሪሺያ እንደ ታንያ ብዙ ገንዘብ ስለሌላት, _ ባለ 1 መኝታ ቤት መኖሪያ ገዛች.",ፓትሪሺያ,ታንያ,1,winogrande_tight
3PCPFX4U40OL22NQ3AOM0KMZ1FFFQD-1,Amharic,ድንገተኛ ሁኔታዎችን ማስተናገድ ለኬቨን በፍፁም ከባድ አልነበረም ነገር ግን ለኔልሰን ከባድ ነበር ምክንያቱም _ በውጥረት ጊዜ መረጋጋት ይችላል.,ኬቨን,ኔልሰን,1,winogrande_tight
3PCPFX4U40OL22NQ3AOM0KMZ1FFFQD-2,Amharic,ድንገተኛ ሁኔታዎችን ማስተናገድ ለኬቨን በፍፁም ከባድ አልነበረም ነገር ግን ለኔልሰን ከባድ ነበር ምክንያቱም _ በውጥረት ጊዜ መረጋጋት አልቻለም.,ኬቨን,ኔልሰን,2,winogrande_tight
3P4C70TRMTVVJU2F6NY8THBPLKALGF-1,Amharic,"ምንም እንኳን _ ባትፈልግም ምክንያቱ የወር አበባ ጽዋዎችን ወደ መጠቀም ስለቀየረች, ኤሚሊ እህቷን ሳራን ከሱቁ የሆኑ ታምፖኖች ወይም ፓድ ያስፈልጋት እንደሆነ ጠየቀቻት.",ኤሚሊ,ሳራ,1,winogrande_tight
3P4C70TRMTVVJU2F6NY8THBPLKALGF-2,Amharic,"ነገር ግን _ ባትፈልግም ምክንያቱ የወር አበባ ጽዋዎችን ወደ መጠቀም ስለቀየረች, ኤሚሊ እህቷን ሳራን ከሱቁ የሆኑ ታምፖኖች ወይም ፓድ ያስፈልጋት እንደሆነ ጠየቀቻት.",ኤሚሊ,ሳራ,2,winogrande_tight
3R6RZGK0XHQY1QZ9EXMKNQGVHU3YV6-2,Amharic,"ከታንያ በተለየ መልኩ, ኤሌና በአበባ ብናኝ ምክኒያት በጣም አጣዳፊ የሆነ ሳል ነበራት,  _ ከአለርጂዎች ነፃ ነበረች.",ኤሌና,ታንያ,2,winogrande_tight
3R6RZGK0XHQY1QZ9EXMKNQGVHU3YV6-1,Amharic,"ከታንያ በተለየ መልኩ, ኤሌና በአበባ ብናኝ ምክኒያት በጣም አጣዳፊ የሆነ ሳል ነበራት, _ በአለርጂዎች ተጠቂ ነበረች.",ኤሌና,ታንያ,1,winogrande_tight
3HJ1EVZS2OHQYRMXWUCK4177UA4R37-1,Amharic,"ሬቤካ ኤሚን በየቀኑ ለስራ ወደ መኪና ፑል ትወስድ ነበር, ስለዚህ _ የተወሰነ የጋዝ ገንዘብ ጠየቀች.",ሬቤካ,ኤሚ,1,winogrande_tight
3HJ1EVZS2OHQYRMXWUCK4177UA4R37-2,Amharic,"ሬቤካ ኤሚን በየቀኑ ለስራ ወደ መኪና ፑል ትወስድ ነበር, ስለዚህ _ የተወሰነ የጋዝ ገንዘብ ሰጠች.",ሬቤካ,ኤሚ,2,winogrande_tight
39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-2,Amharic,ፖላንድ ከገባ በኋላ ዴኒስ ከጄሰን የበለጠ ጉዞውን ያስደስተው ነበር ምክንያቱም _ ስለ ፖላንድ ቋንቋ ጥልቀት የሌለው ግንዛቤ ነበረው.,ዴኒስ,ጄሰን,2,winogrande_tight
39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-1,Amharic,ፖላንድ እንደገባ ዴኒስ ከጄሰን የበለጠ ጉዞውን ያስደስተው ነበር ምክንያቱም _ ስለ ፖላንድ ቋንቋ ጠለቅ ያለ ግንዛቤ ነበረው.,ዴኒስ,ጄሰን,1,winogrande_tight
3CMV9YRYP5F5AWSGETJBQU35DCRLJJ-1,Amharic,"ቤንጃሚን ለዮሴፍ የነደፈው ቤት ቆንጆ ነበር, ስለዚህ _ በፖርትፎሊዮው ተጠቅሞበታል.",ቤንጃሚን,ጆሴፍ,1,winogrande_tight
3CMV9YRYP5F5AWSGETJBQU35DCRLJJ-2,Amharic,"ለቤንጃሚን በዮሴፍ የተነደፈው ቤት ውብ ነበር, ስለዚህ _ ለፖርትፎሊዮው ተጠቅሞበታል.",ቤንጃሚን,ጆሴፍ,2,winogrande_tight
3K3G488TR26T05U1XYBDE8VMH5FQ5S-2,Amharic,"ኬቨን ከኒክ የበለጠ በአካል ሁለገብ ነው, ምክንያቱም _ ተጎድቶ አልጋ ላይ የተኛ አትሌት ነው.",ኬቨን,ኒክ,2,winogrande_tight
3K3G488TR26T05U1XYBDE8VMH5FQ5S-1,Amharic,"ኬቨን ከኒክ የበለጠ በአካል ሁለገብ  ነው, ምክንያቱም _ በስልጠና ላይ ያለ አትሌት ነው.",ኬቨን,ኒክ,1,winogrande_tight
3DQYSJDTYL9D5LO6UDZ8CAXSMH5XES-1,Amharic,አዳም በእጅ ብቻ የሚታጠቡ ልብሶችን በማጠቢያ ውስጥ አስቀመጠ  _ ሰነፍ ስለነበር አሮን ግን በእጁ አጠባቸው.,አዳም,አሮን,1,winogrande_tight
3DQYSJDTYL9D5LO6UDZ8CAXSMH5XES-2,Amharic,አዳም በእጅ ብቻ የሚታጠቡ ልብሶችን በማጠቢያ ውስጥ አስቀመጠ _  ህሊና ያለው ስለነበር አሮን ግን በእጁ አጠባቸው.,አዳም,አሮን,2,winogrande_tight
3RTFSSG7T84CMRT81UQQNM95RWELWX-2,Amharic,"ዴሪክ ከጀስቲን በተለየ መልኩ በስራው ላይ ትኩረት ማድረግ አልቻለም, ምክንያቱም _ አዝናኝ ስራ ነበረው.",ዴሪክ,ጀስቲን,2,winogrande_tight
3RTFSSG7T84CMRT81UQQNM95RWELWX-1,Amharic,"ዴሪክ ከጀስቲን በተለየ መልኩ በስራው ላይ ትኩረት ማድረግ አልቻለም, ምክንያቱም _ አሰልቺ ስራ ነበረው.",ዴሪክ,ጀስቲን,1,winogrande_tight
31JUPBOORN21WQXQ3RAK966J43ML8G-2,Amharic,"ኬይላ ከቤቲ ይልቅ በአንድ ጊዜ ከብዙ ሰዎች ጋር የፍቅር ግንኙነት ነበራት, ምክንያቱም _ ክፍት ግንኙነት ነበራት.",ኬይላ,ቤቲ,2,winogrande_tight
31JUPBOORN21WQXQ3RAK966J43ML8G-1,Amharic,"ኬይላ ከቤቲ ይልቅ በአንድ ጊዜ ከብዙ ሰዎች ጋር የፍቅር ግንኙነት ነበራት, ምክንያቱም _ አንድ ለአንድ የተወሰነ ግንኙነት ነበራት.",ኬይላ,ቤቲ,1,winogrande_tight
3QGTX7BCHRGH8MUZ4S6QXZVYAK4Z5U-1,Amharic,"ጆል የጻፈው ደብዳቤ በአዳም እየተነበበ ነው, ስለዚህ ጸሃፊው_ ነው.",ጆል,አዳም,1,winogrande_tight
3QGTX7BCHRGH8MUZ4S6QXZVYAK4Z5U-2,Amharic,"ጆል የጻፈው ደብዳቤ በአዳም እየተነበበ ነው, ስለዚህ _ አራሚው ነው.",ጆል,አዳም,2,winogrande_tight
3P4ZBJFX2XH5GOIJZHZSK7STICEFW3-1,Amharic,"ካይል ከኒክ ይልቅ በትልልቅ የሰዎች ስብስብ ፊት ለመናገር ይመቸዋል, ምክንያቱም _ በኮሌጅ የህዝብ ንግግር ኮርሶችን ወስዷል.",ካይል,ኒክ,1,winogrande_tight
3P4ZBJFX2XH5GOIJZHZSK7STICEFW3-2,Amharic,"ካይል ከኒክ ይልቅ በትልልቅ የሰዎች ስብስብ ፊት ለመናገር ይመቸዋል, ምክንያቱም _ በኮሌጅ የህዝብ ንግግር ኮርሶችን አልወሰደም.",ካይል,ኒክ,2,winogrande_tight
3WPCIUYH1A61WY1MT8NRHPU19DUTDY-1,Amharic,"ዮሴፍ ለሥራ ሲባል በደንብ የተስተካከለ ጥፍሮች ሊኖረው ይገባ ነበር, ግን ኬቨን እንዲህ ማድረግ ኣያስፈልገውም, ምክንያቱም _ በባንክ ይሰራ ነበር.",ጆሴፍ,ኬቨን,1,winogrande_tight
3WPCIUYH1A61WY1MT8NRHPU19DUTDY-2,Amharic,"ዮሴፍ ለሥራ ሲባል በደንብ የተስተካከለ ጥፍሮች ሊኖረው ይገባ ነበር, ግን ኬቨን እንዲህ ማድረግ ኣያስፈልገውም, ምክንያቱም _ እርሻ ላይ ይሰራ ነበር.",ጆሴፍ,ኬቨን,2,winogrande_tight
3XAOZ9UYR1596CSPG9L13G6DTFDQ10-2,Amharic,"ጎልፍ በመጫወት ላይ ሳሉ ምክንያቱ _ መሬትን አጥብቆ የሚይዝ ጫማ ስላረገ ዴኒስ ጭቃው ውስጥ ሲወድቅ, ክሪስቶፈር ግን ሚዛኑን ጠበቀ.",ዴኒስ,ክሪስቶፈር,2,winogrande_tight
3XAOZ9UYR1596CSPG9L13G6DTFDQ10-1,Amharic,"ጎልፍ በመጫወት ላይ ሳሉ _ አዳላጭ ጫማ ስላረገ ዴኒስ ጭቃው ውስጥ ሲወድቅ, ክሪስቶፈር ግን ሚዛኑን ጠበቀ.",ዴኒስ,ክሪስቶፈር,1,winogrande_tight
3R6RZGK0XHQY1QZ9EXMKNQGWJ4SVYG-1,Amharic,"ሌስሊ ከዴሪክ አንጻር አዳዲስ ጫማዎችን መግዛት ትወዳለች, ምክንያቱም _ ፋሽን መከታተል ትወዳለች.",ሌስሊ,ዴሪክ,1,winogrande_tight
3R6RZGK0XHQY1QZ9EXMKNQGWJ4SVYG-2,Amharic,"ሌስሊ ከዴሪክ አንጻር አዳዲስ ጫማዎችን መግዛት ትወዳለች, ምክንያቱም _ ፋሽን መከታተል አይወድም.",ሌስሊ,ዴሪክ,2,winogrande_tight
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-1,Amharic,_ ውሻውን ብዙ ምግብ ስለሚመግብ ኒክ ከክሬግ ውሻ የሚበልጥ ውሻ ነበረው.,ኒክ,ክሬግ,1,winogrande_tight
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-2,Amharic,_ ውሻውን ብዙ ምግብ ስለሚመግብ ኒክ ከክሬግ ውሻ የሚያንስ ውሻ ነበረው.,ኒክ,ክሬግ,2,winogrande_tight
33CLA8O0MI9LE32QGPDM5AW4X5DRFU-1,Amharic,_ ብዙ እፅዋት ስለነበራት በቪክቶሪያ ግቢ ውስጥ ከነበረው ይልቅ በክርስቲን ጓሮ ውስጥ የበለጠ ጥላ ነበር .,ክርስቲን,ቪክቶሪያ,1,winogrande_tight
33CLA8O0MI9LE32QGPDM5AW4X5DRFU-2,Amharic,_ አነስተኛ እፅዋት ስለነበራት በቪክቶሪያ ግቢ ውስጥ ከነበረው ይልቅ በክርስቲን ጓሮ ውስጥ የበለጠ ጥላ ነበር .,ክርስቲን,ቪክቶሪያ,2,winogrande_tight
3OND0WXMHYTVDKNY97TM1MX6R3AHE7-2,Amharic,ካይል ቸኮሌት እና ከረሜላ ሲወድ ስቲቨን ኮምጣጤ እና ሎሚዎችን ይወዳል. _ ኮምጣጣ ምግቦችን ይወዳል.,ካይል,ስቲቨን,2,winogrande_tight
3OND0WXMHYTVDKNY97TM1MX6R3AHE7-1,Amharic,ካይል ቸኮሌት እና ከረሜላ ሰወድ ስቲቨን ኮምጣጤ እና ሎሚዎችን ይወዳል. _ ጣፋጭ ምግቦችን ይወዳል.,ካይል,ስቲቨን,1,winogrande_tight
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-1,Amharic,ኤሪክ አርብ ማታ አብረው ፊልም እኒዲያዩ ማይክልን ጠየቀው. ምክንያቱም _ በራስ መተማመን ነበርው.,ኤሪክ,ማይክል,1,winogrande_tight
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-2,Amharic,ኤሪክ አርብ ማታ አብረው ፊልም እኒዲያዩ ማይክልን ጠየቀው. ምክንያቱም _ ቆንጆ ነበር.,ኤሪክ,ማይክል,2,winogrande_tight
3M4KL7H8KVL125AYH2V35D1E5OH167-2,Amharic,"ኤሚ የበረኪና ሽታ ትጠላች, ነገር ግን ኬይላ ለፅዳት ሁል ጊዜ ትጠቀምበታለች ስለዚህ _ በትንሹ ለመጠቀም ትሞክራለች.",ኤሚ,ኬይላ,2,winogrande_tight
3M4KL7H8KVL125AYH2V35D1E5OH167-1,Amharic,"ኤሚ የበረኪና ሽታ ትጠላች, ነገር ግን ኬይላ ለፅዳት ሁል ጊዜ ትጠቀምበታለች ስለዚህ _ በጽዳት ጊዜ ከቤት ትወጣለች.",ኤሚ,ኬይላ,1,winogrande_tight
3R5OYNIC2C7ALV4CYHEMHJBQSB1PTB-2,Amharic,_ ስለዋሸው ኤሪክ በድንጋጤ ኒልን ተመለከተና በሀይል ምላሽ መስጠት ጀመረ.,ኤሪክ,ኒል,2,winogrande_tight
3R5OYNIC2C7ALV4CYHEMHJBQSB1PTB-1,Amharic, _ እንደተከዳ ስለተሰማው ኤሪክ በድንጋጤ ኒልን ተመለከተና በኃይል ምላሽ መስጠት ጀመረ.,ኤሪክ,ኒል,1,winogrande_tight
3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-2,Amharic,ሳማንታ የመልካም ምኞት ካርድ ወደ ሆስፒታል አምጥታለች. ነገር ግን ኤሚሊ ረሳችው. ምክንያቱም _ ስራ በዝቶባት ነበር.,ሳማንታ,ኤሚሊ,2,winogrande_tight
3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-1,Amharic,ሳማንታ የመልካም ምኞት ካርድ ወደ ሆስፒታል አምጥታለች. ነገር ግን ኤሚሊ ረሳችው. ምክንያቱም _ አሳቢ ነበረች.,ሳማንታ,ኤሚሊ,1,winogrande_tight
3ZXNP4Z39TZCQ1REDKUEN4YXNY17L9-2,Amharic,ጄሲካ የእጅ ጓንትዋን አውልቃ ለካትሪና ሰጠቻት. ምክንያቱም የ_ እጆች ቀዝቅዘው ነበር.,ጄሲካ,ካትሪና,2,winogrande_tight
3ZXNP4Z39TZCQ1REDKUEN4YXNY17L9-1,Amharic,ጄሲካ የእጅ ጓንትዋን አውልቃ ለካትሪና ሰጠቻት. ምክንያቱም የ_ እጆች ሞቀው ነበር.,ጄሲካ,ካትሪና,1,winogrande_tight
3I7KR83SNCR5KEXP7HGXM0COUXGK9A-1,Amharic,ላውራ ሁል ጊዜ ከካትሪና ይልቅ በህይወት ውስጥ የበለጠ ተነሳሽነት እና ግቦችን ማሳካት አላማ ነበራት. ምክንያቱም _ ብሩህ ተስፋ ነበራት.,ላውራ,ካትሪና,1,winogrande_tight
3I7KR83SNCR5KEXP7HGXM0COUXGK9A-2,Amharic,ላውራ ሁል ጊዜ ከካትሪና ይልቅ በህይወት ውስጥ የበለጠ ተነሳሽነት እና ግቦችን ማሳካት ነበራት. ምክንያቱም _ ሰነፍ ነበረች.,ላውራ,ካትሪና,2,winogrande_tight
3O4VWC1GEW49033KOP3B2ALGKZ73J0-1,Amharic,ብሪያን ቤት ሆኖ የሚሰራ የአስተዳደር ረዳት መሆን ፈልጎ ነበር ኬኔት ግን ያን አይፈልግም ምክንያቱም _ ቤት ውስጥ መቆየት ይወዳል. ,ብሪያን,ኬኔት,1,winogrande_tight
3O4VWC1GEW49033KOP3B2ALGKZ73J0-2,Amharic,ብሪያን ቤት ሆኖ የሚሰራ የአስተዳደር ረዳት መሆን ፈልጎ ነበር ኬኔት ግን ያን አይፈልግም ምክንያቱም _ ቤት ውስጥ መቆየት አይወድም.,ብሪያን,ኬኔት,2,winogrande_tight
3B6F54KMR2A6P38VOFY66IX6ND11SG-2,Amharic,"ብሪያን ኬቨን የሚያደንቃቸው ብዙ የሳንቲሞች ስብስብ ነበረው, ስለዚህ _ አንዳንድ ቅጂዎችን እንዲሰጠው ጠየቀው.",ብሪያን,ኬቨን,2,winogrande_tight
3B6F54KMR2A6P38VOFY66IX6ND11SG-1,Amharic,"ብሪያን ኬቨን የሚያደንቃቸው የሳንቲሞች ስብስብ ነበረው, ስለዚህ _ አንዳንድ ቅጂዎችን ሰጠው.",ብሪያን,ኬቨን,1,winogrande_tight
3APP19WN73SD09Z8JJS64YTSV1P6GK-1,Amharic,_ በኣጠቃላይ ራስ ወዳድ ስለሆነ ዊልያም ኢየን ያዳናቸውን ግዝያቶች ሁሉ ረስቷቸዋል.,ዊልያም,ኢየን,1,winogrande_tight
3CMIQF80GP44DYTMMFXIYCXU1CV6QO-2,Amharic,"ካትሪና ኮሪያኛ ቋንቋን ከፊሊሺያ እየተማረች ነው, ስለዚህ _ ምናልባት በኮሪያ ተወልዳለች.",ካትሪና,ፊሊሺያ,2,winogrande_tight
3CMIQF80GP44DYTMMFXIYCXU1CV6QO-1,Amharic,"ካትሪና ኮሪያኛ ቋንቋን ከፊሊሺያ እየተማረች ነው, ስለዚህ _ ምናልባት በአሜሪካ ተወልዳለች.",ካትሪና,ፊሊሺያ,1,winogrande_tight
3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-2,Amharic,ጄሰን የኢየንን ፓስፖርት ማመልከቻ ውድቅ አደረገ ምክንያቱም _ ትክክለኛውን ሰነድ በጊዜ አላቀረበም.,ጄሰን,ኢየን,2,winogrande_tight
3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-1,Amharic,ጄሰን የኢየንን ፓስፖርት ማመልከቻ ውድቅ አደረገ ምክንያቱም _ ትክክለኛው ሰነድ በጊዜ አልተቀበለም.,ጄሰን,ኢየን,1,winogrande_tight
3I4E7AFQ2KXEZK1E3492KNPEER2TJB-1,Amharic,ካይል አየሩ በጣም ሞቃታማ እንደሆነ ቢያስብ ዊልያም ደግሞ በጣም ቀዝቃዛ እንደሆነ አስቦ ነበር. ስለዚህ _ ሙቀቱን ቀነሰው.,ካይል,ዊልያም,1,winogrande_tight
3I4E7AFQ2KXEZK1E3492KNPEER2TJB-2,Amharic,"ካይል አየሩ በጣም ሞቃታማ እንደሆነ ቢያስብ ዊልያም ደግሞ በጣም ቀዝቃዛ እንደሆነ አስቦ ነበር, ስለዚህ _ ሙቀቱን ጨመረው.",ካይል,ዊልያም,2,winogrande_tight
3PIOQ99R7YKPIN7OI7R4IQSX6RPUNM-2,Amharic,"ዊልያም ለቁርስ እንቁላል ቢፈልግም ኬቨን ግን የመጨረሻውን እንቁላል በልቶታል, ስለዚህ _ የተጠበሰ ጥራጥረ ወይ እህል መስጠት ነበረበት.",ዊልያም,ኬቨን,2,winogrande_tight
3PIOQ99R7YKPIN7OI7R4IQSX6RPUNM-1,Amharic,"ዊልያም ለቁርስ እንቁላል ቢፈልግም ኬቨን ግን የመጨረሻውን እንቁላል በልቶታል, ስለዚህ _ የተጠበሰ ጥራጥረ ወይ እህል  መመገብ ነበረበት.",ዊልያም,ኬቨን,1,winogrande_tight
3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-2,Amharic,ጀስቲን በእቅድ ማውጫው ውስጥ ከማቲው በተለየ መልኩ በየቀኑ አንቀፅ ይጽፋል ምክንያቱም _ ዝርክርክ ነበር.,ጀስቲን,ማቲው,2,winogrande_tight
3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-1,Amharic,ጀስቲን በእቅድ ማውጫው ውስጥ ከማቲው በተለየ መልኩ በየቀኑ አንቀፅ ይጽፋል ምክንያቱም _ የተደራጀ ነበር.,ጀስቲን,ማቲው,1,winogrande_tight
33W1NHWFYHJ4ZZ6ILQCO8HD4XV4TZX-1,Amharic,ኤሪን ስራ ፈጣሪ ስትሆን ቪክቶሪያ ግን ተቀጣሪ ነች. ምክንያቱም _ የንግድ ድርጅት ባለቤት ነች.,ኤሪን,ቪክቶሪያ,1,winogrande_tight
33W1NHWFYHJ4ZZ6ILQCO8HD4XV4TZX-2,Amharic,ኤሪን ስራ ፈጣሪ ስትሆን ቪክቶሪያ ግን ተቀጣሪ ነች. ምክንያቱም _ የንግድ ድርጅት ባለቤት አይደለችም.,ኤሪን,ቪክቶሪያ,2,winogrande_tight
3MDWE879UJG4RBTV1434NXTX5R0B9I-2,Amharic,ሎጋን ፈንጣጣ ከጆሴፍ ከተያዘ በኋላ _ ቀኑን ሙሉ ለእሱ ጥሩ ፅሁፎችን ሲልክ ውሏል.,ሎጋን,ጆሴፍ,2,winogrande_tight
3MDWE879UJG4RBTV1434NXTX5R0B9I-1,Amharic,ሎጋን ፈንጣጣ ከጆሴፍ ከተያዘ በኋላ _ ቀኑን ሙሉ ለእሱ መጥፎ ፅሁፎችን ሲልክ ውሏል.,ሎጋን,ጆሴፍ,1,winogrande_tight
3MDWE879UJG4RBTV1434NXTX5T39BN-2,Amharic,ልምዱ ለቤቲ ፈጽሞ የማይረሳ ቢሆንም ለሳማንታ ግን አልነበረም ምክንያቱም _ ለወራት ፈርታ ነበር.,ቤቲ,ሳማንታ,2,winogrande_tight
3MDWE879UJG4RBTV1434NXTX5T39BN-1,Amharic,ልምዱ ለቤቲ ፈጽሞ የማይረሳ ቢሆንም ለሳማንታ ግን አልነበረም ምክንያቱም _ ለወራት በጉጉት ጠብቃው ነበር.,ቤቲ,ሳማንታ,1,winogrande_tight
3YGYP13643NCWKEEYB8Z5DTLS2KNR6-1,Amharic,_ በአዲሱ ስልክ ደስተኛ ስለነበር ካይል አዲስ የሞባይል ስልክ አግኝቶ ለሌስሊ አሳያት.,ካይል,ሌስሊ,1,winogrande_tight
3YGYP13643NCWKEEYB8Z5DTLS2KNR6-2,Amharic,ካይል አዲስ የሞባይል ስልክ አግኝቶ ለሌስሊ አሳያት ነገር ግን _  በአዲሱ ስልክ ተናደደች.,ካይል,ሌስሊ,2,winogrande_tight
3ZQX1VYFTD392B0NGJQC1NAD4V4O8S-1,Amharic,"ኒል የአዳምን ትልቅ ውሻ ለማጠብ ተስማምቷል, እና _ ለመርዳት በጣም ጓጉቷል.",ኒል,አዳም,1,winogrande_tight
3ZQX1VYFTD392B0NGJQC1NAD4V4O8S-2,Amharic,"ኒል የአዳምን ትልቅ ውሻ ለማጠብ ተስማምቷል, እና _ እርዳታ ስላገኘ በጣም ተደስቶ ነበር.",ኒል,አዳም,2,winogrande_tight
3K8CQCU3KGFH4GV0X5I5SC12KHZNW9-1,Amharic,ጄሲካ ከሞኒካ የመጣው መጣጥፍ እንደተረዳች እና እንደተዝናናች ግልጽ ነበር ምክንያቱም _ አንባቢዋ ነች.,ጄሲካ,ሞኒካ,1,winogrande_tight
3K8CQCU3KGFH4GV0X5I5SC12KHZNW9-2,Amharic,ጄሲካ ከሞኒካ የመጣው መጣጥፍ እንደተረዳች እና እንደተዝናናች ግልጽ ነበር ምክንያቱም _ ፀሃፊዋ ነች.,ጄሲካ,ሞኒካ,2,winogrande_tight
