id,language,sentence,option1,option2,answer,source_dataset
winogrande_s/train_88,English,Kyle got a new cell phone and showed it to Leslie but _ was upset about the new phone.,Kyle,Leslie,2,winogrande_tight
winogrande_s/train_89,English,"Neil agreed to help wash Adam's large dog, and _ was very eager to help.",Neil,Adam,1,winogrande_tight
winogrande_s/train_90,English,"Neil agreed to help wash Adam's large dog, and _ was very grateful for the help.",Neil,Adam,2,winogrande_tight
winogrande_s/train_91,English,It was clear that Jessica understood and was entertained by the article from Monica because _ was the reader.,Jessica,Monica,1,winogrande_tight
winogrande_s/train_92,English,It was clear that Jessica understood and was entertained by the article from Monica because _ was the writer.,Jessica,Monica,2,winogrande_tight
winogrande_s/train_93,English,"In an effort to control kennel cough, Emily sent Maria to get the medication but _ was busy examining the animals.",Emily,Maria,2,winogrande_tight
winogrande_s/train_94,English,"In an effort to control kennel cough, Emily sent Maria to get the medication because _ was busy examining the animals.",Emily,Maria,1,winogrande_tight
winogrande_s/train_95,English,The insurance company blamed Leslie instead of Logan for the accident since _ had a green light.,Leslie,Logan,2,winogrande_tight
winogrande_s/train_96,English,The insurance company blamed Leslie instead of Logan for the accident since _ ran a red light.,Leslie,Logan,1,winogrande_tight
winogrande_s/train_97,English,"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had more sun damage.",Derrick,Jeffrey,1,winogrande_tight
winogrande_s/train_98,English,"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had less sun damage.",Derrick,Jeffrey,2,winogrande_tight
winogrande_s/train_99,English,"Robert made the choice to buy Neil's house, so _ had a lot more money in the bank afterwards.",Robert,Neil,2,winogrande_tight
winogrande_s/train_100,English,"Robert made the choice to buy Neil's house, so _ had a lot less money in the bank afterwards.",Robert,Neil,1,winogrande_tight
winogrande_s/train_101,English,"When opening up about their crushes, Kenneth sighed at Jeffrey because _ forgot who their crush was.",Kenneth,Jeffrey,2,winogrande_tight
winogrande_s/train_102,English,"When opening up about their crushes, Kenneth laughed at Jeffrey because _ remembered who their crush was.",Kenneth,Jeffrey,1,winogrande_tight
winogrande_s/train_103,English,Christopher wanted to be a specialist but not Adam because _ had an interest in a limited number of subjects.,Christopher,Adam,1,winogrande_tight
winogrande_s/train_104,English,Christopher wanted to be a specialist but not Adam because _ had an interest in a many number of subjects.,Christopher,Adam,2,winogrande_tight
winogrande_s/train_105,English,Donald offered Leslie their last stick of  mint gum as _ had a minty breath already.,Donald,Leslie,1,winogrande_tight
winogrande_s/train_106,English,Donald offered Leslie their last sick some mint gum as _ had a stinky breath already.,Donald,Leslie,2,winogrande_tight
winogrande_s/train_107,English,"After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with low calorie sweetener and the judges went by taste.",Samuel,Kyle,2,winogrande_tight
winogrande_s/train_108,English,"After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with high calorie sweetener and the judges went by taste.",Samuel,Kyle,1,winogrande_tight
winogrande_s/train_109,English,Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ liked her.,Felicia,Christine,1,winogrande_tight
winogrande_s/train_110,English,Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ she was not lesbian.,Felicia,Christine,2,winogrande_tight
winogrande_s/train_111,English,Matthew wants to sell Kevin tickets to the football game because _ needs the money.,Matthew,Kevin,1,winogrande_tight
winogrande_s/train_112,English,Matthew wants to sell Kevin tickets to the football game but _ has no money.,Matthew,Kevin,2,winogrande_tight
winogrande_s/train_113,English,Elena told Natalie to put the hood of her jacket up because _ was likely to get cold.,Elena,Natalie,2,winogrande_tight
winogrande_s/train_114,English,Elena told Natalie to put the hood of her jacket up because _ didn't want her to get cold.,Elena,Natalie,1,winogrande_tight
winogrande_s/train_115,English,Matthew offered to help write a fitness plan for Christopher because _ was out of shape.,Matthew,Christopher,2,winogrande_tight
winogrande_s/train_116,English,Matthew offered to help write a fitness plan for Christopher because _ was a personal trainer.,Matthew,Christopher,1,winogrande_tight
winogrande_s/train_117,English,Katrina sells Maria a rug at the local flea market because _ is a customer.,Katrina,Maria,2,winogrande_tight
winogrande_s/train_118,English,Katrina sells Maria a rug at the local flea market because _ is a vendor.,Katrina,Maria,1,winogrande_tight
winogrande_s/train_119,English,Carrie's store has more loyal customers than Patricia's store does because _ 's store is older.,Carrie,Patricia,1,winogrande_tight
winogrande_s/train_120,English,Carrie's store has more loyal customers than Patricia's store does because _ 's store is newer.,Carrie,Patricia,2,winogrande_tight
winogrande_s/train_121,English,Christine didn't pass the lie detection test that Jessica did because _ had something to hide.,Christine,Jessica,1,winogrande_tight
winogrande_s/train_122,English,Christine didn't pass the lie detection test that Jessica did because _ had nothing to hide.,Christine,Jessica,2,winogrande_tight
winogrande_s/train_123,English,Carrie faced the fan away from Angela because _ was getting too warm in the kitchen.,Carrie,Angela,1,winogrande_tight
winogrande_s/train_124,English,Carrie faced the fan toward Angela because _ was getting too warm in the kitchen.,Carrie,Angela,2,winogrande_tight
winogrande_s/train_125,English,"The winter made Jason's hands dry, but not Leslie's, since _ always forgot to moisturize at night.",Jason,Leslie,1,winogrande_tight
winogrande_s/train_126,English,"The winter made Jason's hands dry, but not Leslie's, since _ never forgot to moisturize at night.",Jason,Leslie,2,winogrande_tight
winogrande_s/train_127,English,Randy started his own business while Ryan worked for someone else so _ had self-employment taxes.,Randy,Ryan,1,winogrande_tight
winogrande_s/train_128,English,Randy started his own business while Ryan worked for someone else so _ had W4 taxes.,Randy,Ryan,2,winogrande_tight
winogrande_s/train_129,English,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up on a farm.,Monica,Natalie,1,winogrande_tight
winogrande_s/train_130,English,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up watching soap operas.,Monica,Natalie,2,winogrande_tight
winogrande_s/train_131,English,Drawing was a talent of Sarah but not Carrie so _ was always eager to see her artwork .,Sarah,Carrie,2,winogrande_tight
winogrande_s/train_132,English,Drawing was a talent of Sarah but not Carrie so _ was always eager to show her her artwork .,Sarah,Carrie,1,winogrande_tight
winogrande_s/train_133,English,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very dowdy.,Emily,Rachel,2,winogrande_tight
winogrande_s/train_134,English,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very stylish.,Emily,Rachel,1,winogrande_tight
winogrande_s/train_135,English,Neil asked Michael what it was like to go to war because _ was a pacifist.,Neil,Michael,1,winogrande_tight
winogrande_s/train_136,English,Neil asked Michael what it was like to go to war because _ was ex-military.,Neil,Michael,2,winogrande_tight
winogrande_s/train_137,English,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.",Jennifer,Emily,1,winogrande_tight
winogrande_s/train_138,English,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.",Jennifer,Emily,2,winogrande_tight
winogrande_s/train_139,English,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.",Ian,Neil,2,winogrande_tight
winogrande_s/train_140,English,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.",Ian,Neil,1,winogrande_tight
winogrande_s/train_141,English,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.",Kevin,Derrick,2,winogrande_tight
winogrande_s/train_142,English,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.",Kevin,Derrick,1,winogrande_tight
winogrande_s/train_143,English,Robert helped create an internet viral video sensation of Kyle when _ danced in video.,Robert,Kyle,2,winogrande_tight
winogrande_s/train_144,English,Robert helped create an internet viral video sensation of Kyle when _ directed the video.,Robert,Kyle,1,winogrande_tight
winogrande_s/train_145,English,Betty was able to hold the pigeon longer than Angela because _ is scared of birds.,Betty,Angela,2,winogrande_tight
winogrande_s/train_146,English,Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.,Betty,Angela,1,winogrande_tight
winogrande_s/train_147,English,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.,Derrick,Adam,1,winogrande_tight
winogrande_s/train_148,English,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is unmusical.,Derrick,Adam,2,winogrande_tight
winogrande_s/train_149,English,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.",Donald,Matthew,2,winogrande_tight
winogrande_s/train_150,English,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.",Donald,Matthew,1,winogrande_tight
winogrande_s/train_151,English,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.",Laura,Victoria,1,winogrande_tight
winogrande_s/train_152,English,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of eating them.",Laura,Victoria,2,winogrande_tight
winogrande_s/train_153,English,"Rachel included Tanya in her YouTube video, but _ was furious because she had failed to obtain permission.",Rachel,Tanya,2,winogrande_tight
winogrande_s/train_154,English,"Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.",Rachel,Tanya,1,winogrande_tight
winogrande_s/train_155,English,"Katrina loaned their jacket to Carrie during the cold night, although _ was feeling cold themselves.",Katrina,Carrie,1,winogrande_tight
winogrande_s/train_156,English,"Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.",Katrina,Carrie,2,winogrande_tight
winogrande_s/train_157,English,Adam had to schedule a visit a dermatologist but Joseph didn't because _ had bad skin.,Adam,Joseph,1,winogrande_tight
winogrande_s/train_158,English,Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.,Adam,Joseph,2,winogrande_tight
winogrande_s/train_159,English,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.",Maria,Megan,2,winogrande_tight
winogrande_s/train_160,English,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.",Maria,Megan,1,winogrande_tight
winogrande_s/train_161,English,Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.,Kevin,Kyle,2,winogrande_tight
winogrande_s/train_162,English,Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.,Kevin,Kyle,1,winogrande_tight
winogrande_s/train_163,English,"The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.",Jeffrey,Randy,2,winogrande_tight
winogrande_s/train_164,English,"The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.",Jeffrey,Randy,1,winogrande_tight
winogrande_s/train_165,English,"Adam found the blue joke that Steven offensive, because _ was aware of their own privilege.",Adam,Steven,1,winogrande_tight
winogrande_s/train_166,English,"Adam found the blue joke that Steven offensive, because _ was unaware of their own privilege.",Adam,Steven,2,winogrande_tight
winogrande_s/train_167,English,Eric was easier to amuse than Justin because _ had a great sense of humor.,Eric,Justin,1,winogrande_tight
winogrande_s/train_168,English,Eric was easier to amuse than Justin because _ had a bad sense of humor.,Eric,Justin,2,winogrande_tight
winogrande_s/train_169,English,"The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.",Jason,Dennis,1,winogrande_tight
winogrande_s/train_170,English,"The payments were made by Jason to Dennis, as _ had lent so much money in the past.",Jason,Dennis,2,winogrande_tight
winogrande_s/train_171,English,"Victoria was disgusted because of the odor of Sarah, and _ did not want to be around them.",Victoria,Sarah,1,winogrande_tight
winogrande_s/train_172,English,"Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.",Victoria,Sarah,2,winogrande_tight
winogrande_s/train_173,English,Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.,Jessica,Rebecca,2,winogrande_tight
winogrande_s/train_174,English,Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.,Jessica,Rebecca,1,winogrande_tight
winogrande_s/train_175,English,Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.,Tanya,Jennifer,2,winogrande_tight
winogrande_s/train_176,English,Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.,Tanya,Jennifer,1,winogrande_tight
winogrande_s/train_177,English,Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.,Randy,Kenneth,2,winogrande_tight
winogrande_s/train_178,English,Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.,Randy,Kenneth,1,winogrande_tight
winogrande_s/train_179,English,"Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.",Kayla,Sarah,1,winogrande_tight
winogrande_s/train_180,English,"Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.",Kayla,Sarah,2,winogrande_tight
winogrande_s/train_181,English,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.",Jeffrey,Joel,2,winogrande_tight
winogrande_s/train_182,English,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.",Jeffrey,Joel,1,winogrande_tight
winogrande_s/train_183,English,Jennifer was better at playing sports than Laura was although _ was much more athletic.,Jennifer,Laura,2,winogrande_tight
winogrande_s/train_184,English,Jennifer was better at playing sports than Laura was because _ was much more athletic.,Jennifer,Laura,1,winogrande_tight
winogrande_s/train_185,English,"At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.",Laura,Betty,2,winogrande_tight
winogrande_s/train_186,English,"At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.",Laura,Betty,1,winogrande_tight
winogrande_s/train_187,English,"Randy learned to fish from Derrick, because _ was a professional with years of experience.",Randy,Derrick,2,winogrande_tight
winogrande_s/train_188,English,"Randy learned to fish from Derrick, because _ was a novice with only days of experience.",Randy,Derrick,1,winogrande_tight
winogrande_s/train_189,English,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.,Amy,Mary,2,winogrande_tight
winogrande_s/train_190,English,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.,Amy,Mary,1,winogrande_tight
winogrande_s/train_191,English,Jeffrey build a house for Kenneth so _ will have a nice new place to live.,Jeffrey,Kenneth,2,winogrande_tight
winogrande_s/train_192,English,Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.,Jeffrey,Kenneth,1,winogrande_tight
winogrande_s/train_193,English,"Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.",Megan,Katrina,1,winogrande_tight
winogrande_s/train_194,English,"Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.",Megan,Katrina,2,winogrande_tight
winogrande_s/train_195,English,Megan received flowers from Carrie because _ wanted to ask them out on a date.,Megan,Carrie,2,winogrande_tight
winogrande_s/train_196,English,Megan gave flowers to Carrie because _ wanted to ask them out on a date.,Megan,Carrie,1,winogrande_tight
winogrande_s/train_197,English,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.",Matthew,Benjamin,2,winogrande_tight
winogrande_s/train_198,English,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.",Matthew,Benjamin,1,winogrande_tight
winogrande_s/train_199,English,"Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.",Lawrence,Michael,2,winogrande_tight
winogrande_s/train_200,English,"Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.",Lawrence,Michael,1,winogrande_tight
winogrande_s/train_201,English,The idea was given to Steven to mull over and not Ryan because _ is more creative.,Steven,Ryan,1,winogrande_tight
winogrande_s/train_202,English,The idea was given to Steven to mull over and not Ryan because _ is less creative.,Steven,Ryan,2,winogrande_tight
winogrande_s/train_203,English,Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.,Michael,Kenneth,2,winogrande_tight
winogrande_s/train_204,English,Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.,Michael,Kenneth,1,winogrande_tight
winogrande_s/train_205,English,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.,Lawrence,Benjamin,1,winogrande_tight
winogrande_s/train_206,English,Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.,Lawrence,Benjamin,2,winogrande_tight
winogrande_s/train_207,English,"Mary is sending an important package to Sarah, so _ collects it from the post office.",Mary,Sarah,2,winogrande_tight
