id,language,sentence,option1,option2,answer,source_dataset
3QGTX7BCHRGH8MUZ4S6QXZVYAK4Z5U-2,Zulu,"Incwadi uJoel ayibhalile ifundwa ngu-Adam, ngakho-ke _ ungumhloli wayo.",uJoel,u-Adam,2,winogrande_tight
3X55NP42EOE5ME6IJ28VZ67STRW3P5-1,Zulu,UCraig uyakuthanda ukuhlale uhlanza kodwa uDerrick akakuthandi ngoba _ ungumuntu othanda izinto zihlezi ziqoqekile.,UCraig,uDerrick,1,winogrande_tight
3ZG552ORAOI80562LCFPEMFR4LT2VU-1,Zulu,"Bakhethe ukungayi emdansweni kodwa baye emuvini esikhundleni salokho, i _ yabonakala njengendawo engafanele usuku lwabo.",umdanso,imuvi,1,winogrande_tight
38XPGNCKHVEI3JLPPQYD71COMD44VV-1,Zulu,"UNick uthola utwayi kakhulu, kuyilapho uJason engakaze abe notwayi. _ umsubathi.",UNick,uJason,1,winogrande_tight
3R6RZGK0XHQY1QZ9EXMKNQGVHU3YV6-2,Zulu,"U-Elena wayenokukhwehlela okwesabekayo ngenxa yempova, ngokungafani noTanya, ngoba _ wayengenalwazi lwama-aleji.",U-Elena,uTanya,2,winogrande_tight
3KI0JD2ZU3WU7GO7QGOCYLG0X3C670-2,Zulu,UMatthew ucele ukusiza ekubhaleleni u Christopher uhlelo lokuzilolonga ngoba u _ wayengekho esimweni.,Matthew,Christopher,2,winogrande_tight
3A520CCNWNY198GDJ37US2MULV6EAD-2,Zulu,"UHunter uthanda ama tulips kanti uRyan akawafuni, ngakho _ wenqaba ukuwathenga esitolo.",UHunter,uRyna,2,winogrande_tight
3Y3CZJSZ9KRTC691AD0DJY5RDO45RP-2,Zulu,USue ubenikela ngezingubo ezindala enhlanganweni eyintandokazi yakhe kodwa eminyakeni yakamuva usanda kuzibhalela amasheke njengoba _ atholwe kabi kakhulu.,amasheke,izimpahla,2,winogrande_tight
3A3KKYU7P3FWS9BT16R5NZOURYHMW7-1,Zulu,"UHeather uthenge unodoli wamadodakazi akhe imbeleko yanodoli ayilingani, i _ yayincane kakhulu.",mbeleko,unodoli,1,winogrande_tight
3HJ1EVZS2OHQYRMXWUCK4177UA4R37-2,Zulu,"URebecca walanda u-Amy edamini lemoto ukuze asebenze nsuku zonke, ngakho ke _ wanikela ngemali yegesi.",uRebecca,u-Amy,2,winogrande_tight
3YLPJ8OXXARA78QKP5ZVVM9A3A94X6-1,Zulu,"Uma umuntu ehlushwa amajaqamba angangena ebhavini elifudumele noma asebenzise into yokushisisa, kodwa _ liba nokuphazamiseka okukhulu.",geza,iphedi yokushisisa,1,winogrande_tight
37VHPF5VYC18TM3KQEHL6NGWAZ08CP-2,Zulu,"URachel ufake uTanya kuvidiyo yakhe ye YouTube, kodwa  _ wayethukuthele ngoba ehlulekile ukuthola imvume.",URachel,uTanya,2,winogrande_tight
385MDVINFETLLQ4FI7QDZ5KLBPRWJV-1,Zulu,"Igumbi lokulala bekufanele lithathelwe indawo ihhovisi ikhabethe elisha, njengoba _ laligcwele kakhulu zonke izingubo ezintsha.",ihhovisi,ikhabethe,1,winogrande_tight
3D1UCPY6GINZAB68HJIK5I0AXUH388-2,Zulu,USheila akazange ahlole izinga lokushisa lensimbi yakhe eyisicaba ngaphambi kokuqondisa izinwele zakhe.  _ zazithosiwe.,inzimbi,izinwele,2,winogrande_tight
3M4KL7H8KVL125AYH2V35D1E5OH167-1,Zulu,"UAmy wayelizonda iphunga le bleach, kodwa nokho uKayla wayelisebenzisa ngaso sonke isikhathi ukuze ahlanze ngakho _ uhlale ephuma endlini.",Amy,uKayla,1,winogrande_tight
3SU800BH86QALKKGYZJLMKN2B7IQUL-2,Zulu,"Ngoba uCarrie udliwe ekubhejeni edliwa uCynthiaemdlalweni webhola lomnqakiswano, _ uchithe amahora ebaklinela.",uCarrie,uCynthia,2,winogrande_tight
363A7XIFV60X5816YR84K4YPG8JVAQ-1,Zulu,"Isela lalikwazi ukunyonyoba emabhuzuni, kodwa hhayi ezimbadada, ngoba _ yayenziwe ngezinto eziphansi.",izimbadada,amabhuzu,1,winogrande_tight
37VE3DA4YUFICSC7FIFW8G3D0EBBHO-1,Zulu,"UIan wacelwa uKevin ukuba asize ngezintela zabo ngoba _ wayengumcwaningimabhuku ophumelelayo, oqeqeshiwe.",lan,Kevin,1,winogrande_tight
3M4KL7H8KVL125AYH2V35D1E5OH167-2,Zulu,"UAmy wayelizonda iphunga le bleach, kodwa nokho uKayla wayelisebenzisa ngaso sonke isikhathi ukuze ahlanze ngakho _ wazama ukulisebenzisa kancane.",Amy,Kayla,2,winogrande_tight
3HJ1EVZS2OHQYRMXWUCK4177UA4R37-1,Zulu,"u Rebecca walanda u Amy edamini lemoto ukuze asebenze nsuku zonke, ngakho _ wacela imali yegesi.",Rebecca,Amy,1,winogrande_tight
3EGKVCRQFY6JSC139GVKMEMPGCSBY6-2,Zulu,UCarrie kwakudingeka aqaphe ngempilo yakhe yamathambo uNatalie akhathazeke ngakho njengoba _ ekhathazekile.,Carrie,Natalie,2,winogrande_tight
3J9L0X0VDFKHLPSZCXN0IDIAR0OW9Y-1,Zulu,Ngabe uzonikela ngeminikelo yakho yesihle esontweni noma esikoleni? Ngicabanga ukuthi ngizonikela eyami kwaba _ ngoba badinga izihlalo ezintsha.,isikole,isonto,1,winogrande_tight
3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-1,Zulu,"U Jen wafaka i derma roller yakhe emanzini, ukuze umhlanzi akwazi ukuvala amagciwane i _ .",derma roller,amanzi,1,winogrande_tight
3G3AJKPCXLQKDOHNA39XM2SAB2JY4F-1,Zulu,UEric kwakulula ukuhlekisa kunoJustin ngoba _ wayenamancoko.,u-Eric,uJustin,1,winogrande_tight
3DGDV62G7O7G1WAZF2UQGW20SY82PG-2,Zulu,Iphathi ibijabulisa futhi ikhuthaza ukwedlula umngcwabo ngoba i _ yayiqinile,iphathi,umngcwabo,2,winogrande_tight
3SV8KD29L4Q5WGGVRHYW7QQ8EEZZKB-2,Zulu,ULindsey wayethanda ukunambitheka kwedada kodwa uMegan wayethanda inkukhu kangcono. _ wa oda inkukhu ye kung pao sangesidlo sakusihlwa.,uLindsey,uMegan,2,winogrande_tight
33K3E8REWWTWWKEFHAD8K016GUUX8H-1,Zulu,Iwashi likaSarah Jane laphihlika lapho incwadi liyishaya njengoba i _ yayibuthakathaka kakhulu.,iwashi,incwadi,1,winogrande_tight
3DGDV62G7QNVVL96Z06Q8UQ9I1WP28-2,Zulu,Isitolo sikaCarrie sinamakhasimende athembekile kunesitolo sika Patricia ngoba isitolo sika _ sisha.,uCarrie,uPatricia,2,winogrande_tight
3R0WOCG21M7GWBGBTDD1MLG3SN5DU5-2,Zulu,URandy ungcono ekudlaleni nokuzenzisa nezingane kunoKenneth ngoba u _ ungumuntu ozimisele kakhulu.,uRandy,uKenneth,2,winogrande_tight
371Q3BEXDJNIEOSAGOJYQA5RQUIZSM-2,Zulu,"UIan akazange alibone imila emlenzeni kaBrett, ngoba _ wayethola ukuhlolwa kwamehlo kuphela.",u-lan,uBrett,2,winogrande_tight
3ROUCZ907H8RHSMA7YR8Q7OM9ZFOOB-1,Zulu,"Ibhabhalaza yimbi ngempela, kodwa ayimbi njengekhanda elinkenkethayo, ngoba i _ ihamba ngokushesha.",ibhabhalazi,ikhanda elibuhlungu,1,winogrande_tight
3X55NP42EOE5ME6IJ28VZ67STRW3P5-2,Zulu,UCraig uthanda ngempela ukuhlanza ngaso sonke isikhathi kodwa uDerrick akathandi ngoba _ akahlanzekile kakhulu.,uCraig,uDerrick,2,winogrande_tight
3VMV5CHJZ8D48IBDVYOZNAXYRK6GTQ-2,Zulu,UJessica wasebenzisa uhlobo olunethezeka lokugeza izinwele zakhe esikhundleni somkhiqizo ojwayelekile. I _ umkhiqizo wenza izinwele zakhe zaba zimbi.,umnotho,generic,2,winogrande_tight
385MDVINFETLLQ4FI7QDZ5KLBPRWJV-2,Zulu,"Igumbi lokulala kwakudingeka lithathelwe indawo lehhovisi ngekhabethe elisha, njengoba _ lalinezikhala zazo zonke izingubo ezintsha.",ihhovisi,ikhabethe,2,winogrande_tight
304QEQWKZRY6EBUR5DPX06S39IH0OJ-1,Zulu,Abasebenzi bomgcinimafa bakhipha izinsimbi zegolide enqoleni bazifaka esisefeni kuze _ igcwale,phephile,inqola,1,winogrande_tight
3B9J25CZ27R56VH0OAZQFC45F2ESCA-2,Zulu,UMegan uthe kuzokhulula ukuphuma ngaphandle kokuphaqula njengoba ekwenza u Elena. _ akakaze aziphaqule uma ephuma endlini.,uMegan,u-Elena,2,winogrande_tight
3XAOZ9UYR1596CSPG9L13G6DTFDQ10-2,Zulu,"Ngesikhathi bedlala igalofu, u Dennis wawela odakeni, kodwa uChristopher wagcina eqinile ngoba _ wayefake izicathulo ezinezipikili.",uDennis,uChristopher,2,winogrande_tight
3UUSLRKAUL1EY04FG5KQCT2JPT87D0-1,Zulu,"Ugogo kaJoan wayehlale efuna ukugona nokuqabula, kodwa uJoan wayengathandi _ ngoba wayesaba amagciwane.",ukuqabula,ukugona,1,winogrande_tight
3DW3BNF1GJWJMK8R1TOQODSUPG98VG-2,Zulu,"Izinkokhelo zenziwe uJason kuDennis, njengoba _ wayebolekise ngemali engaka esikhathini esidlule.",uJason,uDennis,2,winogrande_tight
3IWA71V4TKUOMVUY8TSASKTOZWR6XV-1,Zulu,UPatricia wakhetha inhlabathi eqinile ukuze ikhule ngokungafani noTanya ngoba _ wayenenhlabathi enamatshe kakhulu.,uPatricia,uTanya,1,winogrande_tight
3CIS7GGG67X0I6TI960LK1MWLVOUE1-2,Zulu,"URyan weqa ibgulube ye guinea ka Ian ngemoto yakhe, okwenza _ ezwe ubuhlungu obukhulu.",uRyna,u-lan,2,winogrande_tight
3M93N4X8HM1SE9N6Y2GC2GH17WPJS5-2,Zulu,UMichael wacela usizo lukaBrett lokususa ideski. _ wayengeke akwazi ukukwenza yedwa.,uMichael,uBrett,2,winogrande_tight
3ECKRY5B1SATKAPEBCPKM8Z4GNJZIE-1,Zulu,"UIan wenzela uNeil iphathi yokubhukuda futhi udinga ukukhuphula i pH echibini, ngakho _ uthenga amalungiselelo okukhulisa i pH.",u-lan,uNeil,1,winogrande_tight
32L724R85LIKCHO145FI3C9HHSMIPK-2,Zulu,Bengifuna inhlanganisela ye Vanila nephunga lesihlahla setiye kodwa lalinuka njenge Vanila ngoba _ i ngqikithi yayibuthakathaka kakhulu.,i vanila,isihlahla setiye,2,winogrande_tight
3XWUWJ18TN4H72Q4Z6FQOJ8Z7XHUU9-1,Zulu,USamantha weza nekhadi lokuphola esibhedlela kodwa u Emily wakhohlwa ngoba _ wayecabanga.,uSamantha,u-Emily,1,winogrande_tight
3JY0Q5X05LKFX2OEVW1SGP6IQKYGGF-1,Zulu,Ujustin wayebhala isigaba emhlabeni wakhe nsuku zonke ngokungafani noMathewu ngoba _ wayehlelekile.,uJustin,uMatthew,1,winogrande_tight
3S37Y8CWIAEVI8LUF039T3V2T04W4N-2,Zulu,UMegan wayejabulela ihlobo kanti uFelicia akazange alijabulele. _ uchithe isikhathi esiningi endlini.,uMegan,uFelicia,2,winogrande_tight
3S37Y8CWIAEVI8LUF039T3V2T04W4N-1,Zulu,UMegan wayejabulela ihlobo kanti uFelicia akazange alijabulele. _ uchithe isikhathi esiningi olwandle.,uMegan,uFelicia,1,winogrande_tight
34XASH8KLS0L2PDZ9IPAN346MHFMPG-1,Zulu,"Amaphoyisa ayengaphelezela isiboshwa asiyise esangweni kodwa angayi esitokisini, njengoba _ kwakuvunyelwe ukungena.",isango,iseli,1,winogrande_tight
34XASH8KLS0L2PDZ9IPAN346MHFMPG-2,Zulu,"Amaphoyisa ayengasiphelezela isiboshwa asiyise esangweni kodwa singayi esitokisini, ngoba kwakungavunyelwe _ ukungena.",isango,iseli,2,winogrande_tight
3VI0PC2ZA0YEB1028PE49KFFLXYXOR-2,Zulu,"Izinwele zazingasebenzi ku bhani, kodwa zazibukeka zizinhle kumsila wehhashi. I _ yayiyinhle.",ibhani,i ponytail,2,winogrande_tight
3A3KKYU7P3FWS9BT16R5NZOURYHMW7-2,Zulu,"UHeather uthenge unodoli wamadodakazi akhe imbeleko yanodoli aylingani, i _ yayinkulu kakhulu.",imbeleko,unodoli,2,winogrande_tight
3HEM8MA6HBQCN4BR1BWR4COBWICQP7-1,Zulu,UCathy wazizwa enobudlelwane obuqinile nenja yakhe kunekati lakhe ngoba _ wayezidelele kakhulu.,Ikati,Inja,1,winogrande_tight
3D0LPO3EADD3B6QCDL06SYMOM5COYB-2,Zulu,UTina ucele izivakashi ukuthi zikhumule izicathulo zazo uma zingena endlini ngoba unokhaphethi omusha. Wathi _ awukwazi ukungcola.,izicathulo,ukhaphethi,2,winogrande_tight
3FDWKV9VCPGYUULVQ4O4X9R6VHMUM4-2,Zulu,kudingeka bavuselele amakhabethe abo ekhishi ngemuva kokuthenga izitsha eziningi ngoba i _ idlulele.,amakhabethe,Izitsha,2,winogrande_tight
3MDKGGG61QL2BPM7JLFDBJK9SLJ6TJ-1,Zulu,UNatalie ucabanga ukuthi ama maragidu angamagugu amahle kodwa uBetty akakwenzi. _ uthenge umgexo oqukethe isimaragidu esikhulu.,uNatalie,uBetty,1,winogrande_tight
3ZFRE2BDQ9CBGGF2Q0DLXKYAANVZXH-2,Zulu,"Isisu sikaNeil sasiduma, kodwa uSamuweli wayebonakala ephilile, ngenxa _ yokusutha.",Neil,Samuel,2,winogrande_tight
3NI0WFPPIBUGP5ON5H33J66DPUU60Y-1,Zulu,"Isoka lakhe lazisola ngokulithengela ijakhethi lase limtholela isigqoko esisha, njengoba lalazi ukuthi lalicabanga ukuthi _ yayifanela kabi ikhabethe lakhe.",ibhantshi,isigqoko,1,winogrande_tight
3D0LPO3EABXOHHR5TNO600YFX6WOYN-2,Zulu,"Wancamela ukuhlanza ngensipho esikhundleni sento yokugeza umzimba, ngoba _ kwamshiya eqabulekile.",ukugeza umzimba,insipho,2,winogrande_tight
3LOJFQ4BOXD2TFBZZZ9ZGY75VBGKDN-2,Zulu,UNancy wayencamela ukudla u popcorn kunoswidi kumamuvi ngoba _ umnandi.,i popcom,uswidi,2,winogrande_tight
30ZKOOGW2W42P7M17FCFLI30WQ91AW-1,Zulu,UJason ubezoya kunhlolokhono yomsebenzi ngemuva kokulungiswa ngu Logan. _ wabonga.,Jason,Logan,1,winogrande_tight
3LB1BGHFL2U4U9WDP4A5UA42WC8YTA-1,Zulu,"Iduvethi lika Margot ayelenza lalizothatha ikhabethe lonke, ngoba _ yayinkulu.",iduvethi,ikhabethe,1,winogrande_tight
3LB1BGHFL2U4U9WDP4A5UA42WC8YTA-2,Zulu,"Iduvethi lika Margot ayelenza lalizothatha ikhabethe lonke, ngoba _ yayincane.",iduvethi,ikhabethe,2,winogrande_tight
3QHITW7OYO7Q6B6ISU2UMJB84ZLAQE-1,Zulu,U Ian wavolontiya ukudla imenyu kaDennis ngemuva kokuba nesitsha ngoba _ ejabulela ukudla amathumbu.,lan,Dennis,1,winogrande_tight
3HEA4ZVWVF0J18AAX4ZA8VO39BB55O-2,Zulu,U Jason usinqabile isicelo sepasi lika Ian ngoba _ akazange anikezwe amaphepha afanele kusenesikhathi.,uJason,ulan,2,winogrande_tight
3DW3BNF1GHG4SV9KHVCQWF4L0K98VE-2,Zulu,I-GPS nemephi kungisizile ukuthi ngizulazule ngiye ekhaya. Ngalahleka lapho _ iphenduka ibheka phansi.,i-GPS,imephi,2,winogrande_tight
38G0E1M85OJHKHF44WPVK5AIL6SUV4-1,Zulu,UDonald wayecebe kakhulu kunoLeslie ngoba izinkampani zazithole u oyela endaweni ka _ .,Donald,Leslie,1,winogrande_tight
3TCFMTM8HEMDK4RXU0J0F0K2KZI21L-1,Zulu,"UKenneth wabuza uDennis ukuthi umdanso wawudlalwa ngasiphi isikhathi, ngoba _ wayesekhohliwe.",Kenneth,Dennis,1,winogrande_tight
3S4TINXCC217YYX13TMMKNON1TXBOG-1,Zulu,"UEric wayefundisa uNeil zonke izindlela ezifanele, ngoba _ wayezisebenzisa ukuze akhokhelwe.",Eric,Neil,1,winogrande_tight
31ANT7FQN80GNCVYE8OJ5U3LQG1H51-2,Zulu,"Ngasebenzisa izifutho eziningana ukuze ngisuse izimbungulu kodwa azisebenzanga, ngoba _ zazinamandla.",izifutho,izimbungulu zombhede,2,winogrande_tight
32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-2,Zulu,UNeil wabuza uMichael ukuthi kwakunjani ukuya empini ngoba _ wayekade eyisosha.,Neil,Michael,2,winogrande_tight
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-2,Zulu,UJessica wayezacile kunoRebecca ngoba _ wayedla ushokoledi cishe nsuku zonke njengokudla okulula.,Jessica,Rebecca,2,winogrande_tight
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-1,Zulu,UJessica wayekhuluphele kunoRebecca ngoba _ wayedla ushokoledi cishe nsuku zonke njengokudla okulula.,Jessica,Rebecca,1,winogrande_tight
3ZCC2DXSD720BVV7ZAX42RWH6ZLYYV-1,Zulu,UKevin uthole ukugijima imarathon kulula kunoDennis. _ ekugcineni wayesenqume ukuyeka ukubhema.,Kevin,Dennis,1,winogrande_tight
3VMHWJRYHVE5BZO2POJEUSISYL0XFW-2,Zulu,"UJoseph wanquma ukulungisa inja yabo egumbini lokulinda ngokungafani noLeslie, ngakho _ waba nenja engcolile.",Joseph,Leslie,2,winogrande_tight
3K2CEDRACBZ40S7Z61MU0FHVN6HTMA-1,Zulu,"UFrank wavakashela ibhange ukuze ayoboleka imali ukuze athenge imoto entsha, futhi _ wayenokungabaza kakhulu.",imalimboleko,imoto,1,winogrande_tight
3NRZ1LDP7W4677DB493437C7D3WZP2-1,Zulu,Ngacosha isikhwama samantongomane kanye nama asins ukuze ngidle. Bengifuna isidlo esimnandi ukuze ngidle  _ okwamanje.,omisiwe,amantongomane,1,winogrande_tight
3MDWE879UJG4RBTV1434NXTX5R0B9I-2,Zulu,Ngemva kokuba u Logan engenwe yinqubulunjwana evela kuJoseph ngakho _ wachitha usuku ethumela imibhalo emnandi ngakho.,Logan,Joseph,2,winogrande_tight
3YLPJ8OXXARA78QKP5ZVVM9A3A94X6-2,Zulu,Uma umuntu ehlushwa amajaqamba angangena ebhavini elifudumele noma asebenzise into yokushisisa kodwa _ ilula kakhulu.,igeza,iphedi yokushisisa,2,winogrande_tight
3K2CEDRACBZ40S7Z61MU0FHVN6HTMA-2,Zulu,"UFrank wavakashela ibhange ukuze athole imali ebolekiwe ukuze athenge imoto entsha, futhi _ wayenesibindi kakhulu.",imalimboleko,imoto,2,winogrande_tight
3BDORL6HKKBEBRIGPNNLX4B158XCRH-2,Zulu,UJennifer wavuma ngobuhlakani ku Erin ukuthi wayengakwazi ukusebenzisa izithunzi zamehlo. _ wayeqinisekisa.,Jennifer,Erin,2,winogrande_tight
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-1,Zulu,UNick wayenenja enkulu kuno Craig ngoba _ wanika inja yabo ukudla okwengeziwe.,Nick,Craig,1,winogrande_tight
3J94SKDEKINZBWQWSC5TE9ONT9BD5S-2,Zulu,UNick wayenenja encane kuno Craig ngoba _ wanika inja yabo ukudla okwengeziwe.,Nick,Craig,2,winogrande_tight
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-1,Zulu,UEric ucele uMichael ngosuku lokuya kumamuvi ngoLwesihlanu ebusuku ngoba _ wayezethemba kakhulu.,Eric,Michael,1,winogrande_tight
3QHITW7OYO7Q6B6ISU2UMJB89I2AQ2-2,Zulu,UEric ucele uMichael ngosuku lokuya kumamuvi ngoLwesihlanu ebusuku ngoba _ wayekhanga kakhulu.,Eric,Michael,2,winogrande_tight
37PGLWGSJVKYVFQSBBMAZTBQBYPKIX-1,Zulu,Ukuhlukanisa uswidi kwakunzima kakhulu kunokuhlukanisa ama apula ngoba zonke izingane zazifuna _ .,uswidi,ama apula,1,winogrande_tight
3MQKOF1EE2MTOF5GODS24910D6FWDS-2,Zulu,Inkampani yomshwalense isole uLeslie esikhundleni sika Logan ngengozi kwazise _ ubenelambu eliluhlaza.,Leslie,Logan,2,winogrande_tight
3SX4X51T82N2FOS9XFMQPC4GIKHOAI-1,Zulu,"ULawrence uhlele ukweba umdwebo obalulekile kuMichael, ngoba _ wayefuna ukuba nento enhle.",Lawrence,Michael,1,winogrande_tight
363A7XIFV60X5816YR84K4YPG8JVAQ-2,Zulu,"Isela lalikwazi ukunyonyoba emabhuzuni, kodwa hhayi ezicathulweni, ngoba _ zazenziwe ngezinto eziphakeme.",izimbadada,amabhuzu,2,winogrande_tight
3Y3CZJSZ9KRTC691AD0DJY5RDO45RP-1,Zulu,USue ubenikela ngezingubo ezindala enhlanganweni eyintandokazi yakhe kodwa eminyakeni yakamuva usanda kuzibhalela amasheke njengoba _ atholwe kangcono.,amasheke,izimpahla,1,winogrande_tight
3P4C70TRMTVVJU2F6NY8THBPLQ7LGO-1,Zulu,Kwakudingeka kushawe insimbi ngesando ngemva kokuba i _ isishise.,insimbi,isando,1,winogrande_tight
3LOJFQ4BOXD2TFBZZZ9ZGY75VD8DKC-2,Zulu,"Lapho uBrenda egcoba amapulangwe akhe ngevanisha, ukhonkolo ngaphansi waba namabala. I-vanish ilimaze futhi yenza _ .",ukhuni,ukhonkolo,2,winogrande_tight
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-2,Zulu,UJennifer wayengcono ekudlaleni ezemidlalo kunoLaura nakuba _ wayengumsubatha kakhulu.,Jennifer,Laura,2,winogrande_tight
3S4TINXCC217YYX13TMMKNON1TXBOG-2,Zulu,"UEric wayefundisa uNeil zonke izindlela ezifanele, ngoba _ wayezisebenzisa ukuze abe sesimweni esihle.",Eric,Neil,2,winogrande_tight
39WSF6KUV2JQBCAETMCCTX6ZAD1OEF-1,Zulu,"Lapho esefikile ePoland, uDennis walujabulela kakhulu uhambo kunoJason ngoba _ wayeluqonda ngokujulile ulimi lwesiPolish.",Dennis,Jason,1,winogrande_tight
3PKVGQTFIHIREUJLLF5AUV3K8W3YRZ-1,Zulu,UAmy wayefuna isixubho esithambile kodwa uMary wayefuna esiqinile ngoba _ wayekhathazeke ngokuba buhlungu.,Amy,Mary,1,winogrande_tight
36QZ6V1589BMY0ZTQ38QHK23Y8MUSS-1,Zulu,"UGlenda wayehlala eshayela inqola ebusuku esikhundleni semoto yezemidlalo, ngoba _ yayinamalambu akhanyayo.",inqola yesiteshi,imoto yezemidlalo,1,winogrande_tight
3SZYX62S5GYJUNPM1Z27EHER7V975O-1,Zulu,"UNatalie wasiza uMonica ukuba angene ohlelweni lokwelapha, ngemva _ ezwe ngokuba umlutha wezidakamizwa.",Natalie,Monica,1,winogrande_tight
3KA7IJSNW8JPJY92ITZ19NTCAWUBPR-1,Zulu,"Amafu avusa ukwesaba okukhulu kubantu, kuyilapho isibhakabhaka esicwathile sibathulisa, ngoba _ sasibi kakhulu.",amafu,isibhakabhaka,1,winogrande_tight
3O2Y2UIUCQSZRZPVQ54P4YAQ27VFKP-2,Zulu,UEmily wayenobunzima bokuthomba kodwa hhayi uChristine ngoba _ wayenezinduna ezibangela amahomoni abuthakathaka kakhulu.,Emily,Christine,2,winogrande_tight
3ACRLU860PSLM7KC9FJQFBU9XUOBEF-2,Zulu,"Itiye nekhofi kufanele kuphuzwe ezitsheni ezahlukene, izinkomishi nezinkomishi ngokulandelana. Ikhofi ngokuvamile linikezwa _ , nobisi futhi kwesinye isikhathi noshukela.",inkomishi,inkomishi,2,winogrande_tight
3IWA71V4TKUOMVUY8TSASKTOZ3UX63-2,Zulu,"Isitshalo sasithatha indawo enkulu kakhulu emshinini, ngoba _ yayincane.",isitshalo,i-urn,2,winogrande_tight
3M7OI89LVYMLP8KWXZKNM9K59J76CX-1,Zulu,"ngifake indlu yezinyoni entsha ngaphandle ngaphezu komhlabathi, kodwa kwadingeka ngiyiphakamisele phezulu kude nekati lami njengoba _ yayiphansi kakhulu.",indlu yenyoni,iphansi,1,winogrande_tight
34OWYT6U3WFZKU8UNGJLHM92CQ3I9S-2,Zulu,Echibini u Emily wabhukuda enqunu kuyilapho uFelicia ekhetha ukuzigqokela ingubo egcwele umzimba wonke. _ wayemaqhinga kakhulu ekuboniseni umzimba wabo.,Emily,Felicia,2,winogrande_tight
3DWGDA5POF2MHVPZIA3BH5HDMDGV1S-1,Zulu,Umpheki wazama ukufaka ubhanana ekhekheni kodwa  _ lalincane kakhulu.,ikhekhe,ubhanana,1,winogrande_tight
3TLFH2L6Y9METO36WJ3AL63XH3TT2G-2,Zulu,"UDennis ubengekho eholidini, kuyilapho uNelson ehlala ekhaya ngakho ulethisi owawusefrijini _ wasetshenziselwa ukwenza isaladi.",Dennis,Nelson,2,winogrande_tight
3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-2,Zulu,"UJen wafaka i derma roller yakhe emanzini, ukuze umhlanzi akwazi ukuwubulala amagciwane nge _ .",i derma roller,amanzi,2,winogrande_tight
3SZYX62S5GYJUNPM1Z27EHER7V975O-2,Zulu,"UNatalie wasiza uMonica ukuba angene ohlelweni lokwelapha, ngemva kokuba _ ekhulume ngokuluthwa kwakhe izidakamizwa.",Natalie,Monica,2,winogrande_tight
