item_id,premise,hypothesis,gold_label,model_label,correct
ps_fr_002687,"Cette période de temps est illustrée dans le Schéma A-3 en Annexe A. Cependant, selon les spécificités du projet, le temps nécessaire peut varier de quelques mois.",L'Annexe A indique l'heure à laquelle le travail doit être achevé.,N,,
ps_fr_002754,Certaines des fonctions de concentration-réponse utilisées dans cette analyse des avantages ont été dérivées de ces études à court terme.,Des études à court terme ont été utilisées dans certaines parties de cette analyse.,E,,
ps_fr_002796,"20 À l'inverse, la désépargne - le fait de dépenser plus que ses revenus du moment - réduit les réserves de richesse dans la mesure où les fonds épargnés par le passé doivent être utilisés, les actifs existants vendus, ou le recours à l'emprunt augmenté.",Dissoudre signifie que vous économisez plein d'argent.,C,,
ps_fr_002801,"En ce qui concerne l'avenir, un tiers environ des agences qui ont répondu ont indiqué qu'elles envisageaient de sous-traiter davantage les fonctions d'évaluation des conceptions.",Aucun organisme n'envisage d'impartir les fonctions d'examen de la conception.,C,,
ps_fr_002825,Il doit être noté que l'impact de la densité postale sur le coût est plus grand en France que dans le,La poids postal n'a aucun impact sur le coût.,C,,
ps_fr_002834,Nous supposons une relation linéaire forte entre le volume par habitant et les pièces possibles par,Nous avons supposé que le volume par habitant et les pièces étaient liées.,E,,
ps_fr_002971,La raison la moins citée était de maintenir le noyau interne,Le noyau interne n'a pas beaucoup d'importance.,N,,
ps_fr_003115,Le FBI doit maintenir des normes de sécurité et de compétence rigoureuses à l'égard de ses employés permanents et contractuels.,Le FBI ne pense pas à ses employés.,C,,
ps_fr_003116,Le FBI doit maintenir des normes de sécurité et de compétence rigoureuses à l'égard de ses employés permanents et contractuels.,Le FBI doit constamment vérifier si ses employés sont en sécurité.,N,,
ps_fr_003155,"Après le 9/11, Motassadeq admit au autorités allemandes que Shehhi lui avait demandé de gérer la situation d'une façon qui cacherait l'absence de Sehhi.",Motassadeq devait cacher le fait que Shehhi avait disparu de New York.,N,,
ps_fr_003246,"Le bureau du procureur ou le juge refusa, la court FISA pourrait rejeter une demande de mandat FISA sur la base que les agents furent tempter de manœuvrer autour du procès criminel.",La Cour de FISA rejette environ la moitié des demandes de mandat qu'ils reçoivent.,N,,
ps_fr_003275,"Parce que ces noms ont été listés avec les autorités thaïlandaises, nous ne pouvons pas encore expliquer le retard dans le retard des nouvelles.",Il y a une explication facile pour les rapports retardés.,C,,
ps_fr_003332,"Alors que tout espoir de faire bouger les talibans s'est évanoui, le débat a renoué avec l'idée de fournir une aide secrète aux opposants au régime.","Les talibans ne pouvaient pas être déplacés de Kaboul, ainsi certains membres de l'armée américaine ont débattu en aidant leurs adversaires.",N,,
ps_fr_003404,"Voir les interrogatoires de KSM dans les rapports de renseignement, 1er juil. 2003 - 5 sept. 2003.",KSM a été interrogé en 2003.,E,,
ps_fr_003412,"L'explosion a tué six personnes, en a blessé environ un millier de plus et a révélé des vulnérabilités dans la protection civile du World Trade Center et de la ville.",Environ un millier de personnes ont été blessées dans l'explosion.,E,,
ps_fr_003480,"Il a également déclaré qu'Atta avait inclus une centrale nucléaire dans sa liste de cibles préliminaires, mais que Ben Laden avait décidé de laisser tomber cette idée.",Il n'y avait pas de centrale nucléaire dans la liste cible finale.,E,,
ps_fr_003630,nous atteindrons notre but.,Nous allons atteindre notre objectif de $2 millions.,N,,
ps_fr_003703,"Ce groupe de donateurs aidera directement le Chancelier à répondre aux besoins immédiats des professeurs, des étudiants et du personnel.",Le chanceleur recevra de l'aide en réponse aux besoins de la faculté.,E,,
ps_fr_003742,Il est temps pour le DERNIER APPEL proverbial !,C'est le dernier appel parce que nous allons fermé à 02:00 du matin.,N,,
ps_fr_003802,"Si vous avez d'autres questions, n'hésitez pas à communiquer avec notre Coordonnateur des Services aux Membres, Chris Young, au (800) 877-6773.",Chris Young est un homme qui est notre Coordinateur des Services d'Adhésion.,N,,
ps_fr_003834,"J'ai fait mes débuts à Indianapolis en tant que metteur en scène il y a un mois avec Inherit the Wind, un classique de la scène américaine, auquel ont assisté plus de 5 500 élèves du secondaire.",Plusieurs milliers d'élèves du premier cycle et du secondaire ont assisté à une pièce que j'ai mise en scène.,E,,
ps_fr_003848,"Et pourtant, au sein du changement, il y aura une continuité.",Ce changement constituera un nouveau départ.,C,,
ps_fr_003920,Un sondage récent mené par Lou Harris indique que plus de 66% des chefs d'entreprise femmes aujourd’hui étaient Girl Scout (Scoutes) par le passé.,Les deux tiers des chefs d'entreprise féminine ont fait parti des Scouts.,E,,
ps_fr_003922,"Vous, avec d'autres membres bienveillants, aiderez à préserver et à promouvoir le fier héritage de notre État.",L'aide est nécessaire pour l'état.,E,,
ps_fr_003980,"Par là le YMCA cherche à remplir sesMettre les principes chrétiens en pratique à travers des programmes encourageant le développement personnel et en construisant la santé de l'esprit, de la tête et du corps pour tous",Le YMCA ne fait que promouvoir les principes adoptés par l'Église de Satan dans ses programmes.,C,,
ps_fr_003986,"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.",Il existe deux types d'amis.,E,,
ps_fr_004003,Merci d'envisager pieusement combien vous pouvez donner.,"Je sais que vous êtes croyant, alors pensez à ce que Dieu pense des donations.",N,,
ps_fr_004049,"Il y a un prix de consolation pour l'humanité, donc.",Il n'y a aucun avantage pour les humains dans cette situation.,C,,
ps_fr_004091,Il est évident que notre discussion doit en rester là jusqu'à ce que ce livre ambitieux soit publié.,Nous ne pouvons certainement pas continuer cette discussion avant la publication du livre.,E,,
ps_fr_004191,La sagesse populaire au sujet du Ragtime continue de fluctuer.,Les jeunes adultes ne connaissent rien de la comédie musicale Ragtime.,N,,
ps_fr_004239,Vous ne pouvez pas trouver pire comme réponse.,Vous ne pouvez trouver une solution moins chére dans le livre,N,,
ps_fr_004335,"On ne peut pas en dire autant pour le New York Times. Dans son éditorial sur la controverse sur la cocaïne, le Times conseillait à Bush d'être honnête et de laisser le pays prendre ses mesures.",Le Times a déclaré que Bush n'aurait qu'à mentir à tout le monde.,C,,
ps_fr_004344,"Juste au sujet de la plainte au sujet de la confiance concernant les petites amies, cependant, Prudie suggère que vous ayez une loooongue et sérieuse conversation avec votre femme, décrivant en quoi ses choix vous dérangent.",Prudie dit que tu devrais dire à ta femme que ses amis te détestent.,N,,
ps_fr_004388,"De telles ébullitions de la folie ont continué pendant trois décennies, devenant plus rococo.",La folie n'a pas été remarquée à l'époque.,N,,
ps_fr_004392,"En conclusion, je répondrai d'avance à la question qui me sera posée par mail, je le sais, à savoir : Êtes-vous sérieux ?",Je recevrai certainement des centaines de courriers me demandant si je suis sérieux à ce sujet.,N,,
ps_fr_004409,L'implication la plus frappante de la théorie CMP est que le souci de la position relative disparaît dans les sociétés où les partenaires sont attribués par des mécanismes autres que la richesse.,La théorie du CMP concerne l'accouplement des animaux.,N,,
ps_fr_004498,Les régulations de la FDA ne rendent pas plus difficile l'achat de cigarette pour les adultes.,Les règlements de la FDA ont rendu presque impossible pour les adultes d'acheter des cigarettes.,C,,
ps_fr_004527,"Et je sympathise avec votre remarque à la page 19: La première loi de Brunner sur la paternité. Dans un texte donné, il y a au moins une erreur que son auteur a lue trois fois de suite.",Les écrivains sont très méticuleux ; aucune erreur ne passe inaperçue sous leurs yeux.,C,,
ps_fr_004651,"Les mots du troisième groupe sont du plus commun usage, ils définissent à l'origine des actes sexuels.",Certains mots décrivent le sexe.,E,,
ps_fr_004679,"Rien ne souligne les complexités subtiles du langage de façon plus frappante que les problèmes de communication entre les pilotes, les membres d'équipage et les contrôleurs de la circulation aérienne.",Les pilotes sont trop occupés à voler pour bien communiquer.,N,,
ps_fr_004712,"Il existe des nationalités et des groupes ethniques si sûrs d'eux-mêmes, si suffisants, que soit les insultes à caractère ethnique leur rebondissent dessus comme des cailloux sur un éléphant, soit elles sont adoptées comme sujet d'amusement ou même de fierté.","Certains groupes ethniques sont vraiment fiers, parce-qu'ils gagnent toutes les guerres.",N,,
ps_fr_004717,"« Goistering » était un terme curieux pour désigner un rire féminin sonore ; un mauvais employé a été convoqué, son excuse pourrait être : aujourd'hui, je suis sous l'emprise de Old Laurence.",Goistering fait référence au rire d'un bébé.,C,,
ps_fr_004737,"camelote de mauvaise qualité, marchandise bon marché produite.",Une marchandise originale et bien faite.,C,,
ps_fr_004755,Les jurons et invectives espagnols sont inventifs - echar sapos y culebras signifie littéralement «jeter des grenouilles et des serpents».,Le blasphème espagnol est imaginatif ; echar sapos y culebras signifie jeter les grenouilles et les serpents.,E,,
ps_fr_004763,"(Avant de continuer, le lecteur pourrait vouloir essayer cette caractéristique  aussi",Le lecteur voudra peut-être essayer ce défi avant d'aller de l'avant.,N,,
ps_fr_004868,La seule référence que j'ai qui mentionne un tant soit peu la bande dessinée (The Penguin Book of Comics) est plutôt sommaire et peu détaillée.,La référence que j'ai est sommaire.,E,,
ps_fr_004914,le terme chargé en  toxicité élabore un plan éclaté dans l'écoute des mots du représentant Jack Brook...,Jack Brooks est un politicien.,E,,
ps_fr_004917,"J'étais rapide comme...comme l'éclair, tu sais.","Il a fallu du temps pour que l'événement prenne fin, vous savez.",C,,
ps_fr_005000,"L’anglais de l'Inde diffère de l’anglais par le vocabulaire, les expressions, la grammaire, la prononciation et le rythme.",L'inglish est plus difficile que l'anglais.,N,,
