form,lemma,irregular,changed,ambiguous,rare,easy,subgroup
Is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
?,?,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
'm,be,True,True,False,False,False,irregular
staying,stay,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
my,my,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
figured,figure,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
out,out,False,False,True,False,False,ambiguous
there,there,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
John,John,False,False,True,False,False,ambiguous
Donovan,Donovan,False,False,False,True,False,rare
Argghhh!,Argghhh!,False,False,False,True,False,rare
has,have,True,True,False,False,False,irregular
out,out,False,False,True,False,False,ambiguous
a,a,True,False,True,False,False,irregular
on,on,True,False,False,False,False,irregular
was,be,True,True,False,False,False,irregular
found,find,True,True,False,False,False,irregular
fought,fight,True,True,False,False,False,irregular
in,in,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
Click,click,False,False,False,True,False,rare
To,to,True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
He,he,True,False,False,False,False,irregular
makes,make,False,True,False,False,False,changed
observations,observation,False,True,False,True,False,rare
on,on,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
pic's,pic,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
One,one,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
pictures,picture,False,True,False,False,False,changed
shows,show,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
was,be,True,True,False,False,False,irregular
found,find,True,True,False,False,False,irregular
in,in,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
On,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
pictures,picture,False,True,False,False,False,changed
he,he,True,False,True,False,False,irregular
took,take,True,True,False,False,False,irregular
screenshots,screenshot,False,True,False,True,False,rare
of,of,True,False,False,False,False,irregular
beheading,beheading,False,False,False,True,False,rare
video's,video,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
flags,flag,False,True,False,False,False,changed
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
You,you,False,False,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
these,this,True,True,False,False,False,irregular
slides,slide,False,True,False,False,False,changed
are,be,True,True,False,False,False,irregular
.,.,True,False,False,False,False,irregular
my,may,True,True,True,False,False,irregular
out,out,False,False,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
be,be,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
done,do,True,True,True,False,False,irregular
by,by,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
me,I,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
chorus,chorus,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
annoyance,annoyance,False,False,False,True,False,rare
over,over,False,False,True,False,False,ambiguous
Google,Google,False,False,True,False,False,ambiguous
's,'s,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
noted,note,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
linked,link,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
commits,commit,False,True,False,False,False,changed
every,every,False,False,True,False,False,ambiguous
an,a,True,True,False,False,False,irregular
marketer,marketer,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
makes,make,False,True,False,False,False,changed
up,up,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
ones,one,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
'm,be,True,True,False,False,False,irregular
fond,fond,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Google,Google,False,False,True,False,False,ambiguous
-,-,True,False,False,False,False,irregular
hates,hate,False,True,False,False,False,changed
-,-,True,False,False,False,False,irregular
privacy,privacy,False,False,False,True,False,rare
argument,argument,False,False,False,True,False,rare
(,(,True,False,False,False,False,irregular
You,you,False,False,True,False,False,ambiguous
do,do,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
their,their,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
opt,opt,False,False,False,True,False,rare
-,-,True,False,False,False,False,irregular
out,out,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
sharing,share,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
do,do,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
to,to,True,False,True,False,False,irregular
a,a,True,False,True,False,False,irregular
",",",",True,False,False,False,False,irregular
if,if,True,False,False,False,False,irregular
--,--,True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
wonders,wonder,False,True,False,False,False,changed
--,--,True,False,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
're,be,True,True,False,False,False,irregular
you,you,False,False,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
an,a,True,True,False,False,False,irregular
excerpt,excerpt,False,False,False,True,False,rare
to,to,True,False,True,False,False,irregular
then,then,False,False,True,False,False,ambiguous
it,it,True,False,False,False,False,irregular
on,on,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
you,you,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
on,on,True,False,False,False,False,irregular
hands,hand,False,True,False,False,False,changed
),),True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
.,.,True,False,False,False,False,irregular
On,on,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
it,it,True,False,False,False,False,irregular
looks,look,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
says,say,False,True,False,False,False,changed
it,it,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
creating,create,False,True,False,False,False,changed
wanting,want,False,True,False,False,False,changed
weapons,weapon,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
States,State,False,True,False,False,False,changed
does,do,True,True,False,False,False,irregular
n't,not,True,True,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
One,one,False,False,True,False,False,ambiguous
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
there,there,False,False,True,False,False,ambiguous
is,be,True,True,False,False,False,irregular
no,no,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
in,in,True,False,False,False,False,irregular
Time,Time,False,False,False,True,False,rare
magazine,magazine,False,False,False,True,False,rare
accusing,accuse,False,True,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
being,be,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
a,a,True,False,True,False,False,irregular
I,I,True,False,False,False,False,irregular
sympathise,sympathise,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
are,be,True,True,False,False,False,irregular
being,be,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Nations,Nation,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
anti-proliferation,anti-proliferation,False,False,False,True,False,rare
treaty,treaty,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
President,President,False,False,True,False,False,ambiguous
has,have,True,True,False,False,False,irregular
said,say,True,True,False,False,False,irregular
he,he,True,False,True,False,False,irregular
to,to,True,False,True,False,False,irregular
Israel,Israel,False,False,False,True,False,rare
wiped,wipe,False,True,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
he,he,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
weapons,weapon,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
he,he,True,False,True,False,False,irregular
has,have,True,True,False,False,False,irregular
insisted,insist,False,True,False,False,False,changed
he,he,True,False,True,False,False,irregular
wants,want,False,True,False,False,False,changed
peaceful,peaceful,False,False,False,True,False,rare
purposes,purpose,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
?,?,True,False,False,False,False,irregular
?,?,True,False,False,False,False,irregular
One,one,False,False,True,False,False,ambiguous
reader,reader,False,False,False,True,False,rare
pointed,point,False,True,False,False,False,changed
out,out,False,False,True,False,False,ambiguous
the,the,False,False,True,False,False,ambiguous
President,President,False,False,True,False,False,ambiguous
watched,watch,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
Americans,American,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
embassy,embassy,False,False,False,True,False,rare
took,take,True,True,False,False,False,irregular
them,they,False,True,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
He,he,True,False,False,False,False,irregular
has,have,True,True,False,False,False,irregular
denied,deny,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
We,we,True,False,False,False,False,irregular
do,do,True,False,True,False,False,irregular
n't,not,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
him,he,True,True,False,False,False,irregular
.,.,True,False,False,False,False,irregular
we,we,True,False,False,False,False,irregular
ca,can,True,True,False,False,False,irregular
n't,not,True,True,False,False,False,irregular
it,it,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
does,do,True,True,False,False,False,irregular
Iranians,Iranian,False,True,False,False,False,changed
statements,statement,False,True,False,False,False,changed
then,then,False,False,True,False,False,ambiguous
hide,hide,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
crowds,crowd,False,True,False,False,False,changed
chanted,chant,False,True,False,True,False,rare
anti-American,anti-American,False,False,False,True,False,rare
slogans,slogan,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
western,western,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
pop.,pop.,False,False,False,True,False,rare
"256,000",256000,False,True,False,True,False,rare
),),True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
killed,kill,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
incident,incident,False,False,False,True,False,rare
by,by,True,False,False,False,False,irregular
US,US,True,False,False,False,False,irregular
were,be,True,True,False,False,False,irregular
buried,bury,False,True,False,True,False,rare
on,on,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
reported,report,False,True,False,False,False,changed
"""","""",True,False,False,False,False,irregular
clerics,cleric,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
issued,issue,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
',',True,False,True,False,False,irregular
Declaration,declaration,False,False,False,True,False,rare
by,by,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
',',True,False,True,False,False,irregular
condemning,condemn,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
deaths,death,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
guards,guard,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
announcing,announce,False,True,False,False,False,changed
days,day,False,True,False,False,False,changed
of,of,True,False,False,False,False,irregular
mourning,mourning,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
calling,call,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
strike,strike,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
massacre,massacre,False,False,False,True,False,rare
was,be,True,True,False,False,False,irregular
committed,commit,False,True,True,False,False,ambiguous
on,on,True,False,False,False,False,irregular
dedicated,dedicated,False,False,True,True,False,ambiguous
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
(,(,True,False,False,False,False,irregular
),),True,False,False,False,False,irregular
leaders,leader,False,True,False,False,False,changed
soldiers,soldier,False,True,False,False,False,changed
we,we,True,False,False,False,False,irregular
are,be,True,True,False,False,False,irregular
capable,capable,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
protecting,protect,False,True,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
's,'s,True,False,True,False,False,irregular
safety,safety,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
them,they,False,True,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
their,their,False,False,True,False,False,ambiguous
hands,hand,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
"""","""",True,False,False,False,False,irregular
clerics,cleric,False,True,False,False,False,changed
demanded,demand,False,True,False,False,False,changed
talks,talk,False,True,False,False,False,changed
US,US,True,False,False,False,False,irregular
commanders,commander,False,True,False,True,False,rare
.,.,True,False,False,False,False,irregular
has,have,True,True,False,False,False,irregular
been,be,True,True,False,False,False,irregular
roiled,roil,False,True,False,True,False,rare
by,by,True,False,False,False,False,irregular
tense,tense,False,False,False,True,False,rare
relations,relation,False,True,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
US,US,True,False,False,False,False,irregular
soldiers,soldier,False,True,False,False,False,changed
there,there,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
Sunnis,Sunni,False,True,False,False,False,changed
committed,committed,False,False,True,True,False,ambiguous
to,to,True,False,True,False,False,irregular
nationalism,nationalism,False,False,False,True,False,rare
or,or,True,False,False,False,False,irregular
fundamentalists,fundamentalist,False,True,False,False,False,changed
or,or,True,False,False,False,False,irregular
radicals,radical,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
Cities,city,False,True,False,False,False,changed
as,as,True,False,False,False,False,irregular
received,receive,False,True,False,False,False,changed
enjoyed,enjoy,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
disproportionate,disproportionate,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
's,'s,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
advent,advent,False,False,False,True,False,rare
implies,imply,False,True,False,False,False,changed
them,they,False,True,True,False,False,ambiguous
a,a,True,False,True,False,False,irregular
demotion,demotion,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
elevation,elevation,False,False,False,True,False,rare
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Shiites,Shiite,False,True,False,False,False,changed
Kurds,Kurd,False,True,False,True,False,rare
",",",",True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
go,go,True,False,False,False,False,irregular
quietly,quietly,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
http://www.gulf-news.com/Articles/news.asp?ArticleID=97508,http://www.gulf-news.com/Articles/news.asp?ArticleID=97508,False,False,False,True,False,rare
Supreme,Supreme,False,False,False,True,False,rare
Court,Court,False,False,True,False,False,ambiguous
announced,announce,False,True,False,False,False,changed
ruling,ruling,False,False,False,True,False,rare
in,in,True,False,False,False,False,irregular
Hamdan,Hamdan,False,False,False,True,False,rare
v.,v.,True,False,False,True,False,irregular
divided,divide,False,True,False,False,False,changed
idelogical,idelogical,False,False,False,True,False,rare
lines,line,False,True,False,False,False,changed
John,John,False,False,True,False,False,ambiguous
Roberts,Roberts,False,False,False,True,False,rare
abstaining,abstain,False,True,False,True,False,rare
to,to,True,False,True,False,False,irregular
involvement,involvement,False,False,False,True,False,rare
at,at,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Circuit,Circuit,False,False,False,True,False,rare
joining,join,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
liberals,liberal,False,True,False,True,False,rare
in,in,True,False,False,False,False,irregular
a,a,True,False,True,False,False,irregular
5,5,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
3,3,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
185,185,False,False,False,True,False,rare
pages,page,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
is,be,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
confusing,confusing,False,False,False,True,False,rare
.,.,True,False,False,False,False,irregular
me,I,True,True,False,False,False,irregular
:,:,True,False,False,False,False,irregular
John,John,False,False,True,False,False,ambiguous
delivered,deliver,False,True,False,False,False,changed
the,the,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
Court,court,False,False,True,False,False,ambiguous
to,to,True,False,True,False,False,irregular
Parts,part,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
IV,IV,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
VI,VI,True,False,False,False,False,irregular
VI,VI,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
D,D,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
iii,iii,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
VI,VI,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
D,D,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
v,v,True,False,True,True,False,irregular
",",",",True,False,False,False,False,irregular
VII,VII,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
an,a,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
Parts,part,False,True,False,False,False,changed
V,V,True,False,False,True,False,irregular
VI,VI,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
D,D,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
iv,iv,True,False,False,True,False,irregular
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
filed,file,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
concurring,concur,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
filed,file,False,True,False,False,False,changed
an,a,True,True,False,False,False,irregular
concurring,concur,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
as,as,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
Parts,part,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
II,II,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
filed,file,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
dissenting,dissent,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
.,.,True,False,False,False,False,irregular
filed,file,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
dissenting,dissent,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
as,as,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
Parts,part,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
II,II,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
C,C,True,False,False,True,False,irregular
-,-,True,False,False,False,False,irregular
1,1,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
B,B,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
2,2,True,False,True,False,False,irregular
.,.,True,False,False,False,False,irregular
filed,file,False,True,False,False,False,changed
a,a,True,False,True,False,False,irregular
dissenting,dissent,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
in,in,True,False,False,False,False,irregular
joined,join,False,True,False,False,False,changed
as,as,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
Parts,part,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
me,I,True,True,False,False,False,irregular
a,a,True,False,True,False,False,irregular
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
",",",",True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
rarely,rarely,False,False,False,True,False,rare
a,a,True,False,True,False,False,irregular
John,John,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
'll,will,True,True,False,False,False,irregular
highlights,highlight,False,True,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
dissents,dissent,False,True,False,False,False,changed
I,I,True,False,False,False,False,irregular
'm,be,True,True,False,False,False,irregular
finished,finished,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
as,as,True,False,False,False,False,irregular
President,President,False,False,True,False,False,ambiguous
's,'s,True,False,True,False,False,irregular
miniscule,miniscule,False,False,False,True,False,rare
calibrations,calibration,False,True,False,True,False,rare
on,on,True,False,False,False,False,irregular
amendment,amendment,False,False,False,True,False,rare
/,/,True,False,False,False,False,irregular
anti-gay,anti-gay,False,False,False,True,False,rare
(,(,True,False,False,False,False,irregular
:,:,True,False,False,False,False,irregular
he,he,True,False,True,False,False,irregular
's,be,True,True,True,False,False,irregular
gays,gay,False,True,False,False,False,changed
in,in,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
bedroom,bedroom,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
at,at,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
altar,altar,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
their,their,False,False,True,False,False,ambiguous
relationships,relationship,False,True,False,False,False,changed
be,be,True,False,False,False,False,irregular
frowned,frown,False,True,False,True,False,rare
be,be,True,False,False,False,False,irregular
constitutionally,constitutionally,False,False,False,True,False,rare
excluded,exclude,False,True,False,True,False,rare
),),True,False,False,False,False,irregular
has,have,True,True,False,False,False,irregular
pushed,push,False,True,False,False,False,changed
Sudan,Sudan,False,False,False,True,False,rare
the,the,False,False,True,False,False,ambiguous
pages,page,False,True,False,False,False,changed
",",",",True,False,False,False,False,irregular
or,or,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
A,A,True,False,True,True,False,irregular
",",",",True,False,False,False,False,irregular
out,out,False,False,True,False,False,ambiguous
of,of,True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
NY,NY,True,False,False,True,False,irregular
.,.,True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
had,have,True,True,False,False,False,irregular
to,to,True,False,True,False,False,irregular
go,go,True,False,False,False,False,irregular
to,to,True,False,True,False,False,irregular
the,the,False,False,True,False,False,ambiguous
.,.,True,False,False,False,False,irregular
It,it,True,False,False,False,False,irregular
's,be,True,True,True,False,False,irregular
symptomatic,symptomatic,False,False,False,True,False,rare
",",",",True,False,False,False,False,irregular
I,I,True,False,False,False,False,irregular
",",",",True,False,False,False,False,irregular
of,of,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
paced,pace,False,True,False,True,False,rare
",",",",True,False,False,False,False,irregular
24,24,True,False,False,False,False,irregular
-,-,True,False,False,False,False,irregular
cycle,cycle,False,False,False,True,False,rare
lives,life,True,True,True,False,False,irregular
",",",",True,False,False,False,False,irregular
the,the,False,False,True,False,False,ambiguous
biggest,big,False,True,False,False,False,changed
-,-,True,False,False,False,False,irregular
