item_id,premise,hypothesis,gold_label,model_label,correct
ps_de_000038,"Aber sie waren gespalten darüber, wer die Feldhände waren und wer die Hauskinder waren, es war irgendwie ...","Sie konnten sich nicht darüber einigen, wer nach draußen und wer ins Haus gehörte.",,,
ps_de_000039,"Aber sie waren gespalten darüber, wer die Feldhände waren und wer die Hauskinder waren, es war irgendwie ...","Sie konnten sich nicht einigen, wer im Baumwollfeld arbeiten sollte und wer die Böden wischen sollte.",,,
ps_de_000040,"Heute spricht er zu uns über die Third SS, die U2 Quick und die Blackbird.",Er war entschieden nicht mehr zu reden.,,,
ps_de_000041,"Heute spricht er zu uns über die Third SS, die U2 Quick und die Blackbird.",Er spricht von drei verschiedenen U-Booten.,,,
ps_de_000042,"Heute spricht er zu uns über die Third SS, die U2 Quick und die Blackbird.",Er redet über drei Sachen.,,,
ps_de_000043,"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.",Alle ihrer Kinder überlebten.,,,
ps_de_000044,"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.",Eins von den fünf Kindern starb.,,,
ps_de_000045,"Ich meine sie hatten nur ungefähr 5 Kinder, eines starb.","Das Kind, das gestorben ist, wurde krank geboren.",,,
ps_de_000046,"Und Natürlich Androv Gromikov hat nichts beantwortet, aber wir hatten alle Informationen von den Filmen die U2 gemacht hatte.",Die U2 hat viel gedreht.,,,
ps_de_000047,"Und Natürlich Androv Gromikov hat nichts beantwortet, aber wir hatten alle Informationen von den Filmen die U2 gemacht hatte.",Das U2 nahm eine Menge Filmmaterial unter Wasser auf.,,,
ps_de_000048,"Und Natürlich Androv Gromikov hat nichts beantwortet, aber wir hatten alle Informationen von den Filmen die U2 gemacht hatte.","Wir hatten keine Aufnahmen, also mussten wir einfach raten.",,,
ps_de_000049,"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.","Als sie ihm sagte, er solle auf die Veranda kommen, hatte sie Tränen in den Augen.",,,
ps_de_000050,"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.",Sie wischte schnell die Tränen weg nachdem sie Joe von der Veranda warf.,,,
ps_de_000051,"Sie sagte, dass nur Tränen aus ihren Augen kamen und sie sagte, dann sagte sie, Joe kam auf die Veranda.","Sie war so froh, Joe zu sehen, dass sie anfing zu weinen.",,,
ps_de_000052,"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.",Die Strahlung kann auch im Brandfall eingedämmt werden.,,,
ps_de_000053,"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.","Die Strahlung würde, nachdem das Flugzeug verbrannt ist, aus einer Bleikomponente austreten.",,,
ps_de_000054,"Selbst wenn das Flugzeug brannte, warum würde es, es brennen, uh, und es würde durch eine Bleikomponente schmelzen, so dass die Strahlung austreten würde.",Die Strahlung würde während eines Feuers nicht austreten.,,,
ps_de_000055,"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der Chief ist aus der US Air Force in den Ruhestand getreten.,,,
ps_de_000056,"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der Leiter hat sich erst vor ein paar Wochen zurückgezogen.,,,
ps_de_000057,"Dies ist Chief Master Sergeant Clem Francis, im Ruhestand von der US Air Force.",Der US Air Force Chief hat gerade in dieser Woche seine Karriere begonnen.,,,
ps_de_000058,"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Jede Woche kommt mehr als ein Flugzeug an.,,,
ps_de_000059,"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Der angestiegene Flugverkehr ist problematisch,,,
ps_de_000060,"Nun es kam soweit, dass zwei oder drei Flugzeuge pro Woche ankamen und ich nicht wusste, wohin sie flogen.",Es kommen nie Flugzeuge an.,,,
ps_de_000061,"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.","Es dauert bis zu drei Monate, um eine Schulung über die Verwendung eines Volldruckanzuges zu absolvieren.",,,
ps_de_000062,"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.",Das Training der Nutzung eines Volldruckanzug braucht Zeit.,,,
ps_de_000063,"Sie hatten ihr Training bereits in den vollen Druckanzügen absolviert und ich brauchte eine Weile, den vollen Druckanzug anzuziehen.","Wir könnten dir vor Tagesende beibringen, einen kompletten Druckanzug zu benutzen.",,,
ps_de_000064,"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.",Die Bombe wurde vom Piloten deaktiviert.,,,
ps_de_000065,"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.",Die Bombe hatte keine Möglichkeit zu explodieren.,,,
ps_de_000066,"Ich möchte sagen, dass es keine Gefahr gab mit der Bombe in die Luft zu gehen, weil sie nicht explodieren würde, egal wie hart sie auf dem Boden aufschlug.","Es bestand eine große Gefahr, dass die Bombe explodierte.",,,
ps_de_000067,"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.","Ich bin mir nicht sicher, wie das für dich aussieht.",,,
ps_de_000068,"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.",Ich versuche das offensichtlich zu tun.,,,
ps_de_000069,"Und wie wäre es, es sieht genau so aus, wie das, was ich versuche zu tun.","Ich werde versuchen, mein Projekt nächste Woche zu beenden.",,,
ps_de_000070,"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen sind jeden Tag aus der Scheune ausgebrochen.,,,
ps_de_000071,"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen entkamen oft.,,,
ps_de_000072,"Aber trotzdem laufen die Tiere ständig davon, besonders die Ziegen.",Die Ziegen wurden sicher un geschützt gehalten.,,,
ps_de_000073,"Die Türen waren geschlossen, als er hineinging.",Alle Türen waren offen.,,,
ps_de_000074,"Die Türen waren geschlossen, als er hineinging.",Wir hatten Schlüssel dabei.,,,
ps_de_000075,"Die Türen waren geschlossen, als er hineinging.","Wir verschafften uns Eintritt, obwohl die Türen geschlossen waren.",,,
ps_de_000076,"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.","Ich bin zuversichtlich, dass die Summe alles ist, was ich brauche, um das herauszufinden.",,,
ps_de_000077,"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.","Ich habe keine Ahnung, was ich nur mit den Summen machen kann, bitte gib mir mehr Details, um dieses Chaos zu verstehen.",,,
ps_de_000078,"Also, ich musste einfach die Summen nehmen und es versuchen es so zu machen.",Ich werde es auf den Gesamtbeträgen basierend berechnen.,,,
ps_de_000079,"Er kam, er öffnete die Tür und ich erinnere mich daran dass ich zurück schaute und den Ausdruck auf seinem Gesicht sah, und ich wusste, dass er enttäuscht war.","Er war so aufgeregt und freute sich so sehr, dass er beinahe die Tür aus dem Rahmen gedrückt hätte.",,,
ps_de_000080,"Er kam, er öffnete die Tür und ich erinnere mich daran dass ich zurück schaute und den Ausdruck auf seinem Gesicht sah, und ich wusste, dass er enttäuscht war.","Er versuchte, uns nicht schuldig fühlen zu lassen, aber wir wussten, dass wir ihm Schwierigkeiten bereitet hatten.",,,
ps_de_000081,"Er kam, er öffnete die Tür und ich erinnere mich daran dass ich zurück schaute und den Ausdruck auf seinem Gesicht sah, und ich wusste, dass er enttäuscht war.","Allein an den Ausdruck in seinem Gesicht, als er durch die Tür kam, erkannte ich, dass er enttäuscht war.",,,
ps_de_000082,"Also, ich habe keine spezifischen Geschichten.",Ich habe keinen speziellen Laden.,,,
ps_de_000083,"Also, ich habe keine spezifischen Geschichten.",Ich habe 1 bestimmten Laden.,,,
ps_de_000084,"Also, ich habe keine spezifischen Geschichten.",Es gibt viele Geschäfte.,,,
ps_de_000085,"Und so war es, er musste nie wirklich etwas für sich selbst tun.",Er bekommt viel Hilfe.,,,
ps_de_000086,"Und so war es, er musste nie wirklich etwas für sich selbst tun.",Er bekommt Hilfe mit seinen Mahlzeiten und der Kleidung.,,,
ps_de_000087,"Und so war es, er musste nie wirklich etwas für sich selbst tun.",Er ist sehr unabhängig.,,,
ps_de_000088,"Also ich so, Oh mein Gott und Ramona hat da gestanden.",Ramona lag zusammengerollt auf dem Boden.,,,
ps_de_000089,"Also ich so, Oh mein Gott und Ramona hat da gestanden.",Ramona musterte mich schweigend.,,,
ps_de_000090,"Also ich so, Oh mein Gott und Ramona hat da gestanden.","Ramona war aufrecht, während ich mit Bewunderung da war.",,,
ps_de_000091,"Und Tatsache ist, dass sie Licht war!","Sie aß zu viel, behielt aber trotzdem ihr Gewicht bei.",,,
ps_de_000092,"Und Tatsache ist, dass sie Licht war!",Sie wog überhaupt nicht viel.,,,
ps_de_000093,"Und Tatsache ist, dass sie Licht war!",Sie war sehr glücklich.,,,
ps_de_000094,Ich weiß nicht ob er danach in Augusta geblieben ist.,Er lebte auch nach den Anschlägen in Augusta.,,,
ps_de_000095,Ich weiß nicht ob er danach in Augusta geblieben ist.,Er wohnte weiterhin in Augusta.,,,
ps_de_000096,Ich weiß nicht ob er danach in Augusta geblieben ist.,Er zog sofort aus Augusta heraus.,,,
ps_de_000097,"Bei allem was wir taten, sagten sie uns nie wo sie hingingen, nicht einmal wenn sie die Basis verließen um für eine Weile anderswo zu bleiben.","Ich habe nie gefragt, wohin sie gehen.",,,
ps_de_000098,"Bei allem was wir taten, sagten sie uns nie wo sie hingingen, nicht einmal wenn sie die Basis verließen um für eine Weile anderswo zu bleiben.","Sie ließen uns immer wissen, wo sie waren und wohin sie gingen.",,,
ps_de_000099,"Bei allem was wir taten, sagten sie uns nie wo sie hingingen, nicht einmal wenn sie die Basis verließen um für eine Weile anderswo zu bleiben.",Sie sagten uns nie wo sie hingingen.,,,
ps_de_000100,"Sie sagten: Wir zahlen für einen Platz, damit du bleibst.",Sie werden für nichts im Voraus zahlen.,,,
ps_de_000101,"Sie sagten: Wir zahlen für einen Platz, damit du bleibst.",Sie bezahlen für mich und meine Geschwister Unterkunft.,,,
ps_de_000102,"Sie sagten: Wir zahlen für einen Platz, damit du bleibst.",Sie bezahlen für die Unterkunft.,,,
ps_de_000103,"Nun, am nächsten Tag blockierte natürlich Präsident Kennedy Kuba und, äh, unsere Schiffe stoppten ein russisches Schiff, das außerhalb von Kuba unterwegs war, und sie fanden Raketen auf diesem.","Kennedy befahl unseren Truppen, nach Raketen zu suchen.",,,
ps_de_000104,"Nun, am nächsten Tag blockierte natürlich Präsident Kennedy Kuba und, äh, unsere Schiffe stoppten ein russisches Schiff, das außerhalb von Kuba unterwegs war, und sie fanden Raketen auf diesem.","Sie haben keine Schiffe angehalten, weil sie keinen Konflikt wollten.",,,
ps_de_000105,"Nun, am nächsten Tag blockierte natürlich Präsident Kennedy Kuba und, äh, unsere Schiffe stoppten ein russisches Schiff, das außerhalb von Kuba unterwegs war, und sie fanden Raketen auf diesem.",Sie haben 20 Raketen auf dem Schiff gefunden.,,,
ps_de_000106,Jedenfalls kommt der Mann herein.,Der Mann betrat den Gerichtssaal.,,,
ps_de_000107,Jedenfalls kommt der Mann herein.,Der Mann betrat den Raum.,,,
ps_de_000108,Jedenfalls kommt der Mann herein.,Der Mann rannte in die andere Richtung.,,,
ps_de_000109,"Ähm, meine Großeltern waren immer sehr, sehr liebevolle Menschen und einige von meinen Eltern waren auch so, und wir hatten einfach eine tolle Zeit dort unten.",Die Fahrt zum Haus meiner Großeltern dauerte lange.,,,
ps_de_000110,"Ähm, meine Großeltern waren immer sehr, sehr liebevolle Menschen und einige von meinen Eltern waren auch so, und wir hatten einfach eine tolle Zeit dort unten.",Meine Großeltern waren ein sehr liebendes Paar.,,,
ps_de_000111,"Ähm, meine Großeltern waren immer sehr, sehr liebevolle Menschen und einige von meinen Eltern waren auch so, und wir hatten einfach eine tolle Zeit dort unten.","Meine Großeltern waren immer sehr griesgrämig und wir haben es nie gemocht, zu ihrem Haus zu gehen.",,,
ps_de_000112,"Ich hatte keine Zeit, um alles Mögliche zu betreten.",Ich hätte es später eingeben können.,,,
ps_de_000113,"Ich hatte keine Zeit, um alles Mögliche zu betreten.",Ich habe es alles rechtzeitig eingegeben.,,,
ps_de_000114,"Ich hatte keine Zeit, um alles Mögliche zu betreten.","Ich hatte keine Zeit mehr, es alles einzugeben.",,,
ps_de_000115,"Und hmm, eine meiner Aufgaben zu der Zeit war es Einzelpersonen beizubringen, wie sie Fallschirme auf die Zünder von Atomwaffen setzen, damit hmm, wodurch die Atombombe explodiert.",Die Atombombe hat keinen Auslöser.,,,
ps_de_000116,"Und hmm, eine meiner Aufgaben zu der Zeit war es Einzelpersonen beizubringen, wie sie Fallschirme auf die Zünder von Atomwaffen setzen, damit hmm, wodurch die Atombombe explodiert.","Der Zünder zündet die Bombe, wenn er gezogen wird.",,,
ps_de_000117,"Und hmm, eine meiner Aufgaben zu der Zeit war es Einzelpersonen beizubringen, wie sie Fallschirme auf die Zünder von Atomwaffen setzen, damit hmm, wodurch die Atombombe explodiert.",Man braucht nur ein winizges bisschen Kraft um den Auslöser der Atombombe to ziehen.,,,
ps_de_000118,"Meine Großmutter erzählte mir viele verschiedene Geschichten über ihre heranwachsenden Jahre und, ähm, besonders, uh, sprach sie über ihre Familie und wie es damals war.",Ich habe mir die Geschichten meiner Großmutter immer gerne angehört.,,,
ps_de_000119,"Meine Großmutter erzählte mir viele verschiedene Geschichten über ihre heranwachsenden Jahre und, ähm, besonders, uh, sprach sie über ihre Familie und wie es damals war.","Meine Großmutter hat sich immer geweigert, über ihre Kindheit zu sprechen.",,,
ps_de_000120,"Meine Großmutter erzählte mir viele verschiedene Geschichten über ihre heranwachsenden Jahre und, ähm, besonders, uh, sprach sie über ihre Familie und wie es damals war.",Meine Großmutter erzählte mir  viele Dinge über ihre Familie von der Zeit in der sie aufwuchs.,,,
ps_de_000121,"Wir trugen Druckanzüge im Flugzeug, so wie ihn Astronauten tragen, nur dass unsere vollkommen silberfarben waren, silberfarbene äh Stiefel und alles, um natürlich die Hitze zurückzuwerfen.",Unsere Anzüge waren nichts dergleichen was die Astronauten hatten.,,,
ps_de_000122,"Wir trugen Druckanzüge im Flugzeug, so wie ihn Astronauten tragen, nur dass unsere vollkommen silberfarben waren, silberfarbene äh Stiefel und alles, um natürlich die Hitze zurückzuwerfen.","Unsere Anzüge waren die gleichen wie bei Astronauten, außer um Hitze zu reflektieren waren unsere silber.",,,
ps_de_000123,"Wir trugen Druckanzüge im Flugzeug, so wie ihn Astronauten tragen, nur dass unsere vollkommen silberfarben waren, silberfarbene äh Stiefel und alles, um natürlich die Hitze zurückzuwerfen.",Sie können die Anzüge in jeder gewünschten Farbe erhalten.,,,
ps_de_000124,"Und er war, mein Großvater war kein netter Mensch",Mein Opa war ein Idiot.,,,
ps_de_000125,"Und er war, mein Großvater war kein netter Mensch",Mein Großvater war sehr rassistisch und gemein.,,,
ps_de_000126,"Und er war, mein Großvater war kein netter Mensch","Mein Opa war der netteste Mann, den du jemals treffen wirst!",,,
ps_de_000127,"Es sind 30 oder 40 U2 Flugzeuge und wir haben begonnen Chinesische und britische Piloten, praktisch Piloten von Verbündeten auf der ganzen Welt, in ihnen zu trainieren",Wir hatten mit niemandem trainiert.,,,
ps_de_000128,"Es sind 30 oder 40 U2 Flugzeuge und wir haben begonnen Chinesische und britische Piloten, praktisch Piloten von Verbündeten auf der ganzen Welt, in ihnen zu trainieren",Wir trainierten 5 Wochen lang mit den Brieten.,,,
ps_de_000129,"Es sind 30 oder 40 U2 Flugzeuge und wir haben begonnen Chinesische und britische Piloten, praktisch Piloten von Verbündeten auf der ganzen Welt, in ihnen zu trainieren",Wir haben mit einer Menge anderer Soldaten trainiert.,,,
ps_de_000130,"Also, sie ist wie, Ok schau, schau das in dem und dem Unternehmen nach",Sie hat nicht mit mir gesprochen.,,,
ps_de_000131,"Also, sie ist wie, Ok schau, schau das in dem und dem Unternehmen nach","Sie sagte mir, ich solle etwas nachschlagen.",,,
ps_de_000132,"Also, sie ist wie, Ok schau, schau das in dem und dem Unternehmen nach",Sie sagte mir ich sollte mir ihre Finanzunterlagen ansehen.,,,
ps_de_000133,Er sagte dass sie in den Norden gegangen sind.,"Er sagte, dass er ein paar Zwischenstopps gemacht hätte.",,,
ps_de_000134,Er sagte dass sie in den Norden gegangen sind.,"Er sagte, dass sie nach Süden gingen.",,,
ps_de_000135,Er sagte dass sie in den Norden gegangen sind.,"Er sagte, sie seien in den Norden gegangen.",,,
ps_de_000136,"Hmm, nein, ehrlich gesagt habe ich noch nie eines der Bücher gelesen, die ich lesen sollte.","Ich habe keine Bücher gelesen, die länger als 100 Seiten sind.",,,
ps_de_000137,"Hmm, nein, ehrlich gesagt habe ich noch nie eines der Bücher gelesen, die ich lesen sollte.",Ich habe nicht viele Bücher gelesen.,,,
ps_de_000138,"Hmm, nein, ehrlich gesagt habe ich noch nie eines der Bücher gelesen, die ich lesen sollte.",Ich lese Bücher jeden Tag.,,,
ps_de_000139,"Ich ging voran und nahm das Gepäck und ging zu der Adresse, so wie ich sollte.","Ich ließ die Tasche liegen und dachte mir, es sei nicht mein Problem.",,,
ps_de_000140,"Ich ging voran und nahm das Gepäck und ging zu der Adresse, so wie ich sollte.",Ich nahm die Tasche zu seiner Wohnung.,,,
ps_de_000141,"Ich ging voran und nahm das Gepäck und ging zu der Adresse, so wie ich sollte.","Ich habe die Tasche dorthin gebracht, wo sie hingehört.",,,
ps_de_000142,Es war ein unglaublicher Gefühlsumschwung.,Ihre Laune blieb komplett konsistent.,,,
ps_de_000143,Es war ein unglaublicher Gefühlsumschwung.,Sie wechselte von glücklich zu traurig.,,,
ps_de_000144,Es war ein unglaublicher Gefühlsumschwung.,Die Stimmung hat sich sehr verändert.,,,
ps_de_000145,"Sie haben mich über etwa 15 Personen ausgewählt, um zu dieser Schule zu gehen, und ich bin es nicht, ich nicht.","Ich wurde nicht ausgewählt, die Schule zu besuchen.",,,
ps_de_000146,"Sie haben mich über etwa 15 Personen ausgewählt, um zu dieser Schule zu gehen, und ich bin es nicht, ich nicht.",Ich wurde auserwählt um auf diese Schule zu gehen.,,,
ps_de_000147,"Sie haben mich über etwa 15 Personen ausgewählt, um zu dieser Schule zu gehen, und ich bin es nicht, ich nicht.",Ich war der glaubwürdigste Kandidat.,,,
ps_de_000148,"Sie müssen durch zahlreiche Luftdruckkammern, eh, Fahrten gehen, ehe sie überhaupt U2's fliegen oder mit Druckanzug fliegen.",Die meisten Leute scheitern an den Tests und bekommen nie U2s zum fliegen.,,,
ps_de_000149,"Sie müssen durch zahlreiche Luftdruckkammern, eh, Fahrten gehen, ehe sie überhaupt U2's fliegen oder mit Druckanzug fliegen.","Sie müssen viel trainieren, bevor sie U2's fliegen.",,,
ps_de_000150,"Sie müssen durch zahlreiche Luftdruckkammern, eh, Fahrten gehen, ehe sie überhaupt U2's fliegen oder mit Druckanzug fliegen.",Die haben dich gerade U2s an deinem ersten Tag fliegen lassen.,,,
ps_de_000151,Ich decke den gleichen Stoff ab.,Ich nahm völlig neue Themen durch.,,,
ps_de_000152,Ich decke den gleichen Stoff ab.,Ich berichte das gleiche Zeug wie die anderen Magazine.,,,
ps_de_000153,Ich decke den gleichen Stoff ab.,Ich spreche über die gleichen Dinge über die sie auch gesprochen haben.,,,
ps_de_000154,"Dies war das erste Mal in 75 Jahren, dass der Staat Texas eine Militäreinheit zu Texas-Botschafter gewählt hat und daher Texas-Botschafter benötigt hat.",Militärische Einsatzkräfte dürfen keine TX-Botschafter sein.,,,
ps_de_000155,"Dies war das erste Mal in 75 Jahren, dass der Staat Texas eine Militäreinheit zu Texas-Botschafter gewählt hat und daher Texas-Botschafter benötigt hat.",Die Militäreinheit wurde als TX-Botschafter im US-Kongress benannt.,,,
ps_de_000156,"Dies war das erste Mal in 75 Jahren, dass der Staat Texas eine Militäreinheit zu Texas-Botschafter gewählt hat und daher Texas-Botschafter benötigt hat.",Die Militäreinheit wurde TX Ambassadors genannt,,,
ps_de_000157,"Wenn es nur etwas gäbe, was ich tun könnte.",Ich könnte etwas tun.,,,
ps_de_000158,"Wenn es nur etwas gäbe, was ich tun könnte.","Ich wusste, es gab nichts, das ich tun könnte.",,,
ps_de_000159,"Wenn es nur etwas gäbe, was ich tun könnte.","Ich glaube, ich hätte etwas tun können um ihn zu retten.",,,
ps_de_000160,"Sie hasste es und sie sagte das ihrer Schwester jeden Tag. Sie sagte dass, dass Du es falsch machst.",Sie hat ihre Schwester immer ermutigt.,,,
ps_de_000161,"Sie hasste es und sie sagte das ihrer Schwester jeden Tag. Sie sagte dass, dass Du es falsch machst.","Sie machte deutlich, dass ihre Schwester nichts richtig machen konnte.",,,
