item_id,sentence,option_a,option_b,gold_answer,model_prediction,correct
pr_de_003266,"Das Fußballspiel am frühen Morgen war vom Regen bedroht, daher hoffte die Mannschaft, dass sich _ verzögern würde.",der Regen,das Spiel,A,,
pr_de_003267,"Ich konnte den Käfig nicht in den Kofferraum des Autos stellen, weil _ zu breit war.",der Kofferraum,der Käfig,B,,
pr_de_003336,"Das Wasser lief aus dem Schlauch in den Eimer, weil _ Flüssigkeit lieferte.",der Schlauch,der Eimer,A,,
pr_de_003403,"John konnte keinen guten Platz finden, um den Stuhl auf den Rasen zu stellen, ohne zu fallen, und legte ihn daher wieder auf den Bürgersteig, weil _ uneben ist.",der Rasen,der Bürgersteig,A,,
pr_de_003521,"Der Bulldozer konnte nicht auf dem Baugrundstück geparkt werden, da _ zu groß war.",das Grundstück,der Bulldozer,B,,
pr_de_003543,"Layla hatte einen Test vor sich, konnte aber ihren Studienführer nicht genug studieren, da _ bald war.",der Studienführer,der Test,B,,
pr_de_003592,"Die Lotion wurde weggeworfen und durch ein Spray ersetzt, da _ die Schmerzen erfolgreich linderte.",das Spray,die Lotion,A,,
pr_de_003640,"Der Teich in der Stadt sah besser aus als der See, weil _ das ganze Jahr über ignoriert wird.",der Teich,der See,B,,
pr_de_003758,"Der Friseur versuchte, die Haare mit der Schere zu schneiden, aber _ war zu schwach.",die Schere,die Haare,A,,
pr_de_003764,"Sein Fahrzeug war besser für Straßenfahrten als mein Auto, weil _ unbequem war.",das Auto,das Fahrzeug,A,,
pr_de_003795,"Der neue Schuh, den Bob für seinen Sohn John gekauft hatte, passte nicht zu seinem Fuß, _ war zu schmal.",der Schuh,der Fuß,A,,
pr_de_003804,"Das Lesen des Buches dauerte länger als das der Zeitschrift, da _ weniger Wörter enthielt.",die Zeitschrift,das Buch,A,,
pr_de_003940,"Die Dateien würden auf meinen PC geladen, aber nicht auf meinen Mac, da _ nicht mit ihnen kompatibel war.",mein PC,mein Mac,B,,
pr_de_004022,"Quinn fühlte sich mutiger, wenn er das Schwert und nicht die Waffe benutzte, weil _ ein entferntes Engagement erforderte.",das Schwert,die Waffe,B,,
pr_de_004140,"Die Konstrukteure versuchten, das Motorboot in den Anhänger zu laden, aber es konnte nicht passen, weil _ zu klein war.",das Motorboot,der Anhänger,B,,
pr_de_004162,"Die Frau schob ihren Stuhl vom Deck auf die Terrasse, weil _ beschattet war.",die Terrasse,das Deck,A,,
pr_de_004196,"John drückte den Schweiß aus seinem Stoff, während er auf dem Bürgersteig stand, und jetzt ist _ nass.",der Stoff,der Bürgersteig,B,,
pr_de_004320,"Um eine bessere Reinigung zu erzielen, verwendete Mark den Schwamm anstelle des Handtuchs, da _ schneller schmutziger wurde.",der Schwamm,das Handtuch,B,,
pr_de_004382,"Die Anzahl war zu groß, um in den gebuchten Konferenzraum zu passen. Ein Ersatz wurde benötigt, da _ zu klein war.",der Konferenzraum,die Anzahl,A,,
pr_de_004421,"Die Kinder verachteten den Park, liebten aber das Haus, da _ für sie langweilig war.",das Haus,der Park,B,,
pr_de_004510,"Ich habe versucht, den Alkohol in eine Flasche zu gießen, aber es ging nicht alles rein, weil _ so klein war.",der Alkohol,die Flasche,B,,
pr_de_004585,"Der Anwalt wollte das Editorial in seine Aktentasche stecken, aber _ war zu groß.",das Editorial,die Aktentasche,A,,
pr_de_004663,"Der Koch versuchte, die Banane in den Kuchen zu geben, aber _ war zu klein.",der Kuchen,die Banane,A,,
pr_de_004744,"Die Infektion breitete sich schneller im Gefängnis aus als im Krankenhaus, da _ schmutziger war.",das Krankenhaus,das Gefängnis,B,,
pr_de_004766,"Die Poren im Gesicht mussten geschrubbt werden, nicht jedoch die am Arm, da _ sauber war.",das Gesicht,der Arm,B,,
pr_de_004798,"Die Ehe meines Freundes ist besser als meine derzeitige Beziehung, weil _ voller Traurigkeit ist.",die Ehe,die Beziehung,B,,
pr_de_004950,"Der Koch versuchte, die Paste in der Tube aufzubewahren, aber _ war zu dick.",die Tube,die Paste,B,,
pr_de_004977,"Julie leerte die Wasserflasche in die Tasse auf ihrem Schreibtisch, bis _ leer war.",die Flasche,die Tasse,A,,
pr_de_005022,"Früher hasste Jose die Schule, aber jetzt liebt er die Universität, weil _ sehr interessant ist.",die Schule,die Universität,B,,
pr_de_005063,"Joan lädt Leute in die Lounge ihres Hauses ein, aber nicht in die Küche, weil _ sehr schäbig ist.",die Lounge,die Küche,B,,
pr_de_005173,"Der Anwalt wollte seinen Abschluss in dem Fall behalten, aber _ war zu klein.",der Fall,der Abschluss,A,,
pr_de_005193,"Wir haben das Video eher auf dem Monitor als auf dem Telefon gesehen, da _ ein unscharfes Bild hatte.",der Monitor,das Telefon,B,,
pr_de_005259,"Nachdem James barfuß gegangen war, wusch er seinen Fuß in der Wasserschale und _ wurde schmutzig.",das Wasser,der Fuß,A,,
pr_de_005315,"Samantha wollte das Rauchen reduzieren, indem sie sich auf ein neues Nikotinpflaster und ein neues Therapievideo stützte, aber _ war langweilig.",das Pflaster,das Video,B,,
pr_de_005327,"Sie hat mehr Energie in das Papier gesteckt als in das Modell, weil _ die sekundäre Aufgabe war.",das Modell,das Papier,A,,
pr_de_005336,"Die Wunde reagierte schnell auf den Reinigungsalkohol, aber langsam auf die Salbe, weil _ effizienter ist.",der Reinigungsalkohol,die Salbe,A,,
pr_de_005406,"Nur der Rahmen blieb an der schwachen Wand, als die Skulptur und andere Dinge abfielen, weil _ leicht ist.",der Rahmen,die Skulptur,A,,
pr_de_005456,"Die Gruppe der Schüler konnte nicht in das Klassenzimmer passen, da _ zu groß war.",das Klassenzimmer,die Gruppe,B,,
pr_de_005535,"Die Weihnachtsdekoration passte nicht auf den Kaminmantel, weil _ zu schmal war.",die Dekoration,der Mantel,B,,
pr_de_005572,"Sarah entschied sich für einen Schal anstelle einer Halskette, weil _ warm war.",die Halskette,der Schal,B,,
pr_de_005643,"Die Leute verließen den Film und gingen hinaus, um die Band spielen zu sehen, weil _ langweilig ist.",die Band,der Film,B,,
pr_de_005691,"Jake wollte den Kampf mit dem Roboter im Fernsehen verfolgen, hatte aber Schwierigkeiten, alles zu sehen, weil _ zu groß war.",der Fernseher,der Roboter,B,,
pr_de_005771,"Ich nahm mein Labor, aber nicht meinen Pudel, für eine Fahrt mit dem Lastwagen, weil _ den Lastwagen hasst.",mein Labor,mein Pudel,B,,
pr_de_005775,"Das Anzünden einer Kerze im Wald mit dem Wind war schwer, weil _ zu schwach war.",der Wind,die Kerze,B,,
pr_de_005798,"Während des Nachmittags im Wind gespielt, wurde der Drachen hoch gesprengt, _ war leicht.",der Drachen,der Wind,A,,
pr_de_005832,"Das Kind warf ihre Puppe weg und umarmte ihr Buch, da _ jetzt für ihr Alter unreif war.",das Buch,die Puppe,B,,
